fairness,electorate_size,clusters,cluster_std,electoral_system,apathy_prob,candidates,issues,n_approvals_per_voter
0.898,10000,25,1,majority,0.01,5,22,2
0.865,10000,25,1,majority,0.01,5,22,3
0.917,10000,25,1,majority,0.01,5,22,4
0.912,10000,25,1,majority,0.01,5,22,5
0.646,10000,25,1,majority,0.01,6,2,2
0.683,10000,25,1,majority,0.01,6,2,3
0.997,10000,25,1,majority,0.01,6,2,4
0.922,10000,25,1,majority,0.01,6,2,5
0.946,10000,25,1,majority,0.01,6,12,2
0.86,10000,25,1,majority,0.01,6,12,3
0.799,10000,25,1,majority,0.01,6,12,4
0.798,10000,25,1,majority,0.01,6,12,5
0.847,10000,25,1,majority,0.01,6,22,2
0.778,10000,25,1,majority,0.01,6,22,3
0.782,10000,25,1,majority,0.01,6,22,4
0.909,10000,25,1,majority,0.01,6,22,5
0.981,10000,25,1,majority,0.01,7,2,2
0.881,10000,25,1,majority,0.01,7,2,3
0.938,10000,25,1,majority,0.01,7,2,4
0.799,10000,25,1,majority,0.01,7,2,5
0.825,10000,25,1,majority,0.01,7,12,2
0.862,10000,25,1,majority,0.01,7,12,3
0.831,10000,25,1,majority,0.01,7,12,4
0.776,10000,25,1,majority,0.01,7,12,5
0.797,10000,25,1,majority,0.01,7,22,2
0.801,10000,25,1,majority,0.01,7,22,3
0.884,10000,25,1,majority,0.01,7,22,4
0.829,10000,25,1,majority,0.01,7,22,5
0.838,10000,25,1,majority,0.01,8,2,2
0.583,10000,25,1,majority,0.01,8,2,3
0.919,10000,25,1,majority,0.01,8,2,4
0.766,10000,25,1,majority,0.01,8,2,5
0.742,10000,25,1,majority,0.01,8,12,2
0.774,10000,25,1,majority,0.01,8,12,3
0.809,10000,25,1,majority,0.01,8,12,4
0.854,10000,25,1,majority,0.01,8,12,5
0.76,10000,25,1,majority,0.01,8,22,2
0.845,10000,25,1,majority,0.01,8,22,3
0.838,10000,25,1,majority,0.01,8,22,4
0.845,10000,25,1,majority,0.01,8,22,5
0.959,10000,25,1,majority,0.01,9,2,2
0.68,10000,25,1,majority,0.01,9,2,3
0.926,10000,25,1,majority,0.01,9,2,4
0.689,10000,25,1,majority,0.01,9,2,5
0.906,10000,25,1,majority,0.01,9,12,2
0.836,10000,25,1,majority,0.01,9,12,3
0.857,10000,25,1,majority,0.01,9,12,4
0.902,10000,25,1,majority,0.01,9,12,5
0.739,10000,25,1,majority,0.01,9,22,2
0.921,10000,25,1,majority,0.01,9,22,3
0.892,10000,25,1,majority,0.01,9,22,4
0.875,10000,25,1,majority,0.01,9,22,5
0.507,10000,25,1,majority,0.01,10,2,2
0.633,10000,25,1,majority,0.01,10,2,3
0.719,10000,25,1,majority,0.01,10,2,4
0.682,10000,25,1,majority,0.01,10,2,5
0.82,10000,25,1,majority,0.01,10,12,2
0.877,10000,25,1,majority,0.01,10,12,3
0.695,10000,25,1,majority,0.01,10,12,4
0.859,10000,25,1,majority,0.01,10,12,5
0.829,10000,25,1,majority,0.01,10,22,2
0.792,10000,25,1,majority,0.01,10,22,3
0.832,10000,25,1,majority,0.01,10,22,4
0.792,10000,25,1,majority,0.01,10,22,5
0.888,10000,25,1,majority,0.05,2,2,2
0.888,10000,25,1,majority,0.05,2,2,3
0.903,10000,25,1,majority,0.05,2,2,4
0.867,10000,25,1,majority,0.05,2,2,5
0.943,10000,25,1,majority,0.05,2,12,2
0.987,10000,25,1,majority,0.05,2,12,3
0.974,10000,25,1,majority,0.05,2,12,4
0.964,10000,25,1,majority,0.05,2,12,5
1.007,10000,25,1,majority,0.05,2,22,2
0.978,10000,25,1,majority,0.05,2,22,3
0.992,10000,25,1,majority,0.05,2,22,4
0.994,10000,25,1,majority,0.05,2,22,5
0.778,10000,25,1,majority,0.05,3,2,2
0.864,10000,25,1,majority,0.05,3,2,3
0.725,10000,25,1,majority,0.05,3,2,4
0.699,10000,25,1,majority,0.05,3,2,5
0.943,10000,25,1,majority,0.05,3,12,2
0.935,10000,25,1,majority,0.05,3,12,3
0.967,10000,25,1,majority,0.05,3,12,4
0.814,10000,25,1,majority,0.05,3,12,5
0.911,10000,25,1,majority,0.05,3,22,2
0.932,10000,25,1,majority,0.05,3,22,3
0.945,10000,25,1,majority,0.05,3,22,4
0.982,10000,25,1,majority,0.05,3,22,5
0.99,10000,25,1,majority,0.05,4,2,2
0.76,10000,25,1,majority,0.05,4,2,3
0.72,10000,25,1,majority,0.05,4,2,4
0.67,10000,25,1,majority,0.05,4,2,5
0.891,10000,25,1,majority,0.05,4,12,2
0.998,10000,25,1,majority,0.05,4,12,3
0.881,10000,25,1,majority,0.05,4,12,4
0.832,10000,25,1,majority,0.05,4,12,5
0.968,10000,25,1,majority,0.05,4,22,2
0.944,10000,25,1,majority,0.05,4,22,3
0.894,10000,25,1,majority,0.05,4,22,4
0.928,10000,25,1,majority,0.05,4,22,5
0.723,10000,25,1,majority,0.05,5,2,2
0.95,10000,25,1,majority,0.05,5,2,3
0.716,10000,25,1,majority,0.05,5,2,4
0.721,10000,25,1,majority,0.05,5,2,5
0.873,10000,25,1,majority,0.05,5,12,2
0.91,10000,25,1,majority,0.05,5,12,3
0.881,10000,25,1,majority,0.05,5,12,4
0.884,10000,25,1,majority,0.05,5,12,5
0.864,10000,25,1,majority,0.05,5,22,2
0.924,10000,25,1,majority,0.05,5,22,3
0.922,10000,25,1,majority,0.05,5,22,4
0.909,10000,25,1,majority,0.05,5,22,5
0.737,10000,25,1,majority,0.05,6,2,2
0.699,10000,25,1,majority,0.05,6,2,3
0.95,10000,25,1,majority,0.05,6,2,4
0.714,10000,25,1,majority,0.05,6,2,5
0.868,10000,25,1,majority,0.05,6,12,2
0.861,10000,25,1,majority,0.05,6,12,3
0.863,10000,25,1,majority,0.05,6,12,4
0.847,10000,25,1,majority,0.05,6,12,5
0.872,10000,25,1,majority,0.05,6,22,2
0.907,10000,25,1,majority,0.05,6,22,3
0.93,10000,25,1,majority,0.05,6,22,4
0.906,10000,25,1,majority,0.05,6,22,5
0.631,10000,25,1,majority,0.05,7,2,2
0.568,10000,25,1,majority,0.05,7,2,3
0.651,10000,25,1,majority,0.05,7,2,4
0.956,10000,25,1,majority,0.05,7,2,5
0.844,10000,25,1,majority,0.05,7,12,2
0.841,10000,25,1,majority,0.05,7,12,3
0.872,10000,25,1,majority,0.05,7,12,4
0.844,10000,25,1,majority,0.05,7,12,5
0.901,10000,25,1,majority,0.05,7,22,2
0.776,10000,25,1,majority,0.05,7,22,3
0.877,10000,25,1,majority,0.05,7,22,4
0.866,10000,25,1,majority,0.05,7,22,5
0.744,10000,25,1,majority,0.05,8,2,2
0.709,10000,25,1,majority,0.05,8,2,3
0.683,10000,25,1,majority,0.05,8,2,4
0.596,10000,25,1,majority,0.05,8,2,5
0.697,10000,25,1,majority,0.05,8,12,2
0.72,10000,25,1,majority,0.05,8,12,3
0.849,10000,25,1,majority,0.05,8,12,4
0.831,10000,25,1,majority,0.05,8,12,5
0.868,10000,25,1,majority,0.05,8,22,2
0.725,10000,25,1,majority,0.05,8,22,3
0.806,10000,25,1,majority,0.05,8,22,4
0.788,10000,25,1,majority,0.05,8,22,5
0.818,10000,25,1,majority,0.05,9,2,2
0.639,10000,25,1,majority,0.05,9,2,3
0.762,10000,25,1,majority,0.05,9,2,4
0.737,10000,25,1,majority,0.05,9,2,5
0.95,10000,25,1,majority,0.05,9,12,2
0.799,10000,25,1,majority,0.05,9,12,3
0.732,10000,25,1,majority,0.05,9,12,4
0.836,10000,25,1,majority,0.05,9,12,5
0.815,10000,25,1,majority,0.05,9,22,2
0.864,10000,25,1,majority,0.05,9,22,3
0.845,10000,25,1,majority,0.05,9,22,4
0.91,10000,25,1,majority,0.05,9,22,5
1.018,10000,25,1,majority,0.05,10,2,2
0.794,10000,25,1,majority,0.05,10,2,3
0.748,10000,25,1,majority,0.05,10,2,4
0.82,10000,25,1,majority,0.05,10,2,5
0.677,10000,25,1,majority,0.05,10,12,2
0.755,10000,25,1,majority,0.05,10,12,3
0.777,10000,25,1,majority,0.05,10,12,4
0.794,10000,25,1,majority,0.05,10,12,5
0.877,10000,25,1,majority,0.05,10,22,2
0.804,10000,25,1,majority,0.05,10,22,3
0.904,10000,25,1,majority,0.05,10,22,4
0.789,10000,25,1,majority,0.05,10,22,5
0.89,10000,25,1,plurality,0.0,2,2,2
0.912,10000,25,1,plurality,0.0,2,2,3
0.864,10000,25,1,plurality,0.0,2,2,4
0.883,10000,25,1,plurality,0.0,2,2,5
0.945,10000,25,1,plurality,0.0,2,12,2
0.951,10000,25,1,plurality,0.0,2,12,3
0.969,10000,25,1,plurality,0.0,2,12,4
0.971,10000,25,1,plurality,0.0,2,12,5
0.982,10000,25,1,plurality,0.0,2,22,2
0.965,10000,25,1,plurality,0.0,2,22,3
0.991,10000,25,1,plurality,0.0,2,22,4
1.01,10000,25,1,plurality,0.0,2,22,5
0.834,10000,25,1,plurality,0.0,3,2,2
0.857,10000,25,1,plurality,0.0,3,2,3
0.871,10000,25,1,plurality,0.0,3,2,4
0.828,10000,25,1,plurality,0.0,3,2,5
0.988,10000,25,1,plurality,0.0,3,12,2
0.921,10000,25,1,plurality,0.0,3,12,3
0.956,10000,25,1,plurality,0.0,3,12,4
0.958,10000,25,1,plurality,0.0,3,12,5
0.944,10000,25,1,plurality,0.0,3,22,2
0.944,10000,25,1,plurality,0.0,3,22,3
0.968,10000,25,1,plurality,0.0,3,22,4
0.942,10000,25,1,plurality,0.0,3,22,5
0.989,10000,25,1,plurality,0.0,4,2,2
0.818,10000,25,1,plurality,0.0,4,2,3
0.952,10000,25,1,plurality,0.0,4,2,4
0.789,10000,25,1,plurality,0.0,4,2,5
0.901,10000,25,1,plurality,0.0,4,12,2
0.934,10000,25,1,plurality,0.0,4,12,3
0.924,10000,25,1,plurality,0.0,4,12,4
0.903,10000,25,1,plurality,0.0,4,12,5
0.929,10000,25,1,plurality,0.0,4,22,2
0.986,10000,25,1,plurality,0.0,4,22,3
0.967,10000,25,1,plurality,0.0,4,22,4
0.948,10000,25,1,plurality,0.0,4,22,5
0.749,10000,25,1,plurality,0.0,5,2,2
1.027,10000,25,1,plurality,0.0,5,2,3
0.811,10000,25,1,plurality,0.0,5,2,4
0.928,10000,25,1,plurality,0.0,5,2,5
0.884,10000,25,1,plurality,0.0,5,12,2
0.893,10000,25,1,plurality,0.0,5,12,3
0.881,10000,25,1,plurality,0.0,5,12,4
0.951,10000,25,1,plurality,0.0,5,12,5
0.94,10000,25,1,plurality,0.0,5,22,2
0.98,10000,25,1,plurality,0.0,5,22,3
0.916,10000,25,1,plurality,0.0,5,22,4
0.934,10000,25,1,plurality,0.0,5,22,5
0.891,10000,25,1,plurality,0.0,6,2,2
0.762,10000,25,1,plurality,0.0,6,2,3
0.858,10000,25,1,plurality,0.0,6,2,4
0.754,10000,25,1,plurality,0.0,6,2,5
0.818,10000,25,1,plurality,0.0,6,12,2
0.924,10000,25,1,plurality,0.0,6,12,3
0.931,10000,25,1,plurality,0.0,6,12,4
0.925,10000,25,1,plurality,0.0,6,12,5
0.887,10000,25,1,plurality,0.0,6,22,2
0.933,10000,25,1,plurality,0.0,6,22,3
0.916,10000,25,1,plurality,0.0,6,22,4
0.926,10000,25,1,plurality,0.0,6,22,5
0.666,10000,25,1,plurality,0.0,7,2,2
0.962,10000,25,1,plurality,0.0,7,2,3
0.718,10000,25,1,plurality,0.0,7,2,4
0.785,10000,25,1,plurality,0.0,7,2,5
0.889,10000,25,1,plurality,0.0,7,12,2
0.92,10000,25,1,plurality,0.0,7,12,3
0.87,10000,25,1,plurality,0.0,7,12,4
0.922,10000,25,1,plurality,0.0,7,12,5
0.924,10000,25,1,plurality,0.0,7,22,2
0.908,10000,25,1,plurality,0.0,7,22,3
0.904,10000,25,1,plurality,0.0,7,22,4
0.892,10000,25,1,plurality,0.0,7,22,5
0.726,10000,25,1,plurality,0.0,8,2,2
0.875,10000,25,1,plurality,0.0,8,2,3
0.93,10000,25,1,plurality,0.0,8,2,4
0.74,10000,25,1,plurality,0.0,8,2,5
0.869,10000,25,1,plurality,0.0,8,12,2
0.888,10000,25,1,plurality,0.0,8,12,3
0.878,10000,25,1,plurality,0.0,8,12,4
0.9,10000,25,1,plurality,0.0,8,12,5
0.905,10000,25,1,plurality,0.0,8,22,2
0.936,10000,25,1,plurality,0.0,8,22,3
0.857,10000,25,1,plurality,0.0,8,22,4
0.889,10000,25,1,plurality,0.0,8,22,5
0.702,10000,25,1,plurality,0.0,9,2,2
0.7,10000,25,1,plurality,0.0,9,2,3
0.963,10000,25,1,plurality,0.0,9,2,4
0.999,10000,25,1,plurality,0.0,9,2,5
0.824,10000,25,1,plurality,0.0,9,12,2
0.886,10000,25,1,plurality,0.0,9,12,3
0.9,10000,25,1,plurality,0.0,9,12,4
0.926,10000,25,1,plurality,0.0,9,12,5
0.874,10000,25,1,plurality,0.0,9,22,2
0.903,10000,25,1,plurality,0.0,9,22,3
0.901,10000,25,1,plurality,0.0,9,22,4
0.924,10000,25,1,plurality,0.0,9,22,5
0.774,10000,25,1,plurality,0.0,10,2,2
0.651,10000,25,1,plurality,0.0,10,2,3
0.676,10000,25,1,plurality,0.0,10,2,4
0.681,10000,25,1,plurality,0.0,10,2,5
0.809,10000,25,1,plurality,0.0,10,12,2
0.908,10000,25,1,plurality,0.0,10,12,3
0.884,10000,25,1,plurality,0.0,10,12,4
0.888,10000,25,1,plurality,0.0,10,12,5
0.857,10000,25,1,plurality,0.0,10,22,2
0.889,10000,25,1,plurality,0.0,10,22,3
0.871,10000,25,1,plurality,0.0,10,22,4
0.834,10000,25,1,plurality,0.0,10,22,5
0.889,10000,25,1,plurality,0.01,2,2,2
0.89,10000,25,1,plurality,0.01,2,2,3
0.919,10000,25,1,plurality,0.01,2,2,4
0.913,10000,25,1,plurality,0.01,2,2,5
0.945,10000,25,1,plurality,0.01,2,12,2
0.969,10000,25,1,plurality,0.01,2,12,3
1.002,10000,25,1,plurality,0.01,2,12,4
0.977,10000,25,1,plurality,0.01,2,12,5
0.998,10000,25,1,plurality,0.01,2,22,2
0.983,10000,25,1,plurality,0.01,2,22,3
0.998,10000,25,1,plurality,0.01,2,22,4
1.007,10000,25,1,plurality,0.01,2,22,5
0.887,10000,25,1,plurality,0.01,3,2,2
0.821,10000,25,1,plurality,0.01,3,2,3
0.815,10000,25,1,plurality,0.01,3,2,4
0.815,10000,25,1,plurality,0.01,3,2,5
0.939,10000,25,1,plurality,0.01,3,12,2
0.951,10000,25,1,plurality,0.01,3,12,3
0.924,10000,25,1,plurality,0.01,3,12,4
0.984,10000,25,1,plurality,0.01,3,12,5
0.918,10000,25,1,plurality,0.01,3,22,2
0.969,10000,25,1,plurality,0.01,3,22,3
0.989,10000,25,1,plurality,0.01,3,22,4
0.968,10000,25,1,plurality,0.01,3,22,5
0.888,10000,25,1,plurality,0.01,4,2,2
0.77,10000,25,1,plurality,0.01,4,2,3
0.86,10000,25,1,plurality,0.01,4,2,4
0.774,10000,25,1,plurality,0.01,4,2,5
0.934,10000,25,1,plurality,0.01,4,12,2
0.906,10000,25,1,plurality,0.01,4,12,3
0.899,10000,25,1,plurality,0.01,4,12,4
0.903,10000,25,1,plurality,0.01,4,12,5
0.974,10000,25,1,plurality,0.01,4,22,2
0.952,10000,25,1,plurality,0.01,4,22,3
0.945,10000,25,1,plurality,0.01,4,22,4
0.97,10000,25,1,plurality,0.01,4,22,5
0.698,10000,25,1,plurality,0.01,5,2,2
0.804,10000,25,1,plurality,0.01,5,2,3
0.771,10000,25,1,plurality,0.01,5,2,4
0.824,10000,25,1,plurality,0.01,5,2,5
0.9,10000,25,1,plurality,0.01,5,12,2
0.919,10000,25,1,plurality,0.01,5,12,3
0.879,10000,25,1,plurality,0.01,5,12,4
0.903,10000,25,1,plurality,0.01,5,12,5
0.936,10000,25,1,plurality,0.01,5,22,2
0.966,10000,25,1,plurality,0.01,5,22,3
0.925,10000,25,1,plurality,0.01,5,22,4
0.942,10000,25,1,plurality,0.01,5,22,5
0.759,10000,25,1,plurality,0.01,6,2,2
0.699,10000,25,1,plurality,0.01,6,2,3
0.788,10000,25,1,plurality,0.01,6,2,4
1.003,10000,25,1,plurality,0.01,6,2,5
0.881,10000,25,1,plurality,0.01,6,12,2
0.898,10000,25,1,plurality,0.01,6,12,3
0.914,10000,25,1,plurality,0.01,6,12,4
0.93,10000,25,1,plurality,0.01,6,12,5
0.988,10000,25,1,plurality,0.01,6,22,2
0.919,10000,25,1,plurality,0.01,6,22,3
0.923,10000,25,1,plurality,0.01,6,22,4
0.942,10000,25,1,plurality,0.01,6,22,5
0.752,10000,25,1,plurality,0.01,7,2,2
0.888,10000,25,1,plurality,0.01,7,2,3
0.753,10000,25,1,plurality,0.01,7,2,4
0.8,10000,25,1,plurality,0.01,7,2,5
0.863,10000,25,1,plurality,0.01,7,12,2
0.899,10000,25,1,plurality,0.01,7,12,3
0.866,10000,25,1,plurality,0.01,7,12,4
0.874,10000,25,1,plurality,0.01,7,12,5
0.882,10000,25,1,plurality,0.01,7,22,2
0.877,10000,25,1,plurality,0.01,7,22,3
0.899,10000,25,1,plurality,0.01,7,22,4
0.885,10000,25,1,plurality,0.01,7,22,5
0.686,10000,25,1,plurality,0.01,8,2,2
0.843,10000,25,1,plurality,0.01,8,2,3
0.738,10000,25,1,plurality,0.01,8,2,4
0.764,10000,25,1,plurality,0.01,8,2,5
0.928,10000,25,1,plurality,0.01,8,12,2
0.9,10000,25,1,plurality,0.01,8,12,3
0.883,10000,25,1,plurality,0.01,8,12,4
0.884,10000,25,1,plurality,0.01,8,12,5
0.927,10000,25,1,plurality,0.01,8,22,2
0.94,10000,25,1,plurality,0.01,8,22,3
0.867,10000,25,1,plurality,0.01,8,22,4
0.904,10000,25,1,plurality,0.01,8,22,5
0.655,10000,25,1,plurality,0.01,9,2,2
0.838,10000,25,1,plurality,0.01,9,2,3
0.856,10000,25,1,plurality,0.01,9,2,4
0.866,10000,25,1,plurality,0.01,9,2,5
0.881,10000,25,1,plurality,0.01,9,12,2
0.896,10000,25,1,plurality,0.01,9,12,3
0.881,10000,25,1,plurality,0.01,9,12,4
0.902,10000,25,1,plurality,0.01,9,12,5
0.95,10000,25,1,plurality,0.01,9,22,2
0.945,10000,25,1,plurality,0.01,9,22,3
0.924,10000,25,1,plurality,0.01,9,22,4
0.904,10000,25,1,plurality,0.01,9,22,5
0.68,10000,25,1,plurality,0.01,10,2,2
0.745,10000,25,1,plurality,0.01,10,2,3
0.685,10000,25,1,plurality,0.01,10,2,4
0.755,10000,25,1,plurality,0.01,10,2,5
0.899,10000,25,1,plurality,0.01,10,12,2
0.828,10000,25,1,plurality,0.01,10,12,3
0.933,10000,25,1,plurality,0.01,10,12,4
0.76,10000,25,1,plurality,0.01,10,12,5
0.851,10000,25,1,plurality,0.01,10,22,2
0.943,10000,25,1,plurality,0.01,10,22,3
0.916,10000,25,1,plurality,0.01,10,22,4
0.879,10000,25,1,plurality,0.01,10,22,5
0.845,10000,25,1,plurality,0.05,2,2,2
0.863,10000,25,1,plurality,0.05,2,2,3
0.846,10000,25,1,plurality,0.05,2,2,4
0.83,10000,25,1,plurality,0.05,2,2,5
1.0,10000,25,1,plurality,0.05,2,12,2
0.975,10000,25,1,plurality,0.05,2,12,3
0.963,10000,25,1,plurality,0.05,2,12,4
0.974,10000,25,1,plurality,0.05,2,12,5
0.979,10000,25,1,plurality,0.05,2,22,2
1.01,10000,25,1,plurality,0.05,2,22,3
0.977,10000,25,1,plurality,0.05,2,22,4
0.984,10000,25,1,plurality,0.05,2,22,5
0.769,10000,25,1,plurality,0.05,3,2,2
0.827,10000,25,1,plurality,0.05,3,2,3
0.814,10000,25,1,plurality,0.05,3,2,4
0.842,10000,25,1,plurality,0.05,3,2,5
0.949,10000,25,1,plurality,0.05,3,12,2
0.882,10000,25,1,plurality,0.05,3,12,3
0.906,10000,25,1,plurality,0.05,3,12,4
0.929,10000,25,1,plurality,0.05,3,12,5
0.974,10000,25,1,plurality,0.05,3,22,2
0.959,10000,25,1,plurality,0.05,3,22,3
0.957,10000,25,1,plurality,0.05,3,22,4
1.006,10000,25,1,plurality,0.05,3,22,5
0.809,10000,25,1,plurality,0.05,4,2,2
0.928,10000,25,1,plurality,0.05,4,2,3
0.773,10000,25,1,plurality,0.05,4,2,4
0.843,10000,25,1,plurality,0.05,4,2,5
0.923,10000,25,1,plurality,0.05,4,12,2
0.965,10000,25,1,plurality,0.05,4,12,3
0.933,10000,25,1,plurality,0.05,4,12,4
0.902,10000,25,1,plurality,0.05,4,12,5
0.95,10000,25,1,plurality,0.05,4,22,2
0.966,10000,25,1,plurality,0.05,4,22,3
0.948,10000,25,1,plurality,0.05,4,22,4
0.973,10000,25,1,plurality,0.05,4,22,5
0.964,10000,25,1,plurality,0.05,5,2,2
0.792,10000,25,1,plurality,0.05,5,2,3
0.803,10000,25,1,plurality,0.05,5,2,4
0.774,10000,25,1,plurality,0.05,5,2,5
0.941,10000,25,1,plurality,0.05,5,12,2
0.909,10000,25,1,plurality,0.05,5,12,3
0.873,10000,25,1,plurality,0.05,5,12,4
0.913,10000,25,1,plurality,0.05,5,12,5
0.892,10000,25,1,plurality,0.05,5,22,2
0.934,10000,25,1,plurality,0.05,5,22,3
0.894,10000,25,1,plurality,0.05,5,22,4
0.913,10000,25,1,plurality,0.05,5,22,5
0.771,10000,25,1,plurality,0.05,6,2,2
0.974,10000,25,1,plurality,0.05,6,2,3
0.718,10000,25,1,plurality,0.05,6,2,4
0.965,10000,25,1,plurality,0.05,6,2,5
0.919,10000,25,1,plurality,0.05,6,12,2
0.901,10000,25,1,plurality,0.05,6,12,3
0.918,10000,25,1,plurality,0.05,6,12,4
0.864,10000,25,1,plurality,0.05,6,12,5
0.948,10000,25,1,plurality,0.05,6,22,2
0.961,10000,25,1,plurality,0.05,6,22,3
0.892,10000,25,1,plurality,0.05,6,22,4
0.889,10000,25,1,plurality,0.05,6,22,5
0.775,10000,25,1,plurality,0.05,7,2,2
0.906,10000,25,1,plurality,0.05,7,2,3
0.739,10000,25,1,plurality,0.05,7,2,4
0.961,10000,25,1,plurality,0.05,7,2,5
0.906,10000,25,1,plurality,0.05,7,12,2
0.824,10000,25,1,plurality,0.05,7,12,3
0.923,10000,25,1,plurality,0.05,7,12,4
0.89,10000,25,1,plurality,0.05,7,12,5
0.945,10000,25,1,plurality,0.05,7,22,2
0.897,10000,25,1,plurality,0.05,7,22,3
0.887,10000,25,1,plurality,0.05,7,22,4
0.931,10000,25,1,plurality,0.05,7,22,5
0.806,10000,25,1,plurality,0.05,8,2,2
0.701,10000,25,1,plurality,0.05,8,2,3
0.734,10000,25,1,plurality,0.05,8,2,4
0.763,10000,25,1,plurality,0.05,8,2,5
0.864,10000,25,1,plurality,0.05,8,12,2
0.835,10000,25,1,plurality,0.05,8,12,3
0.851,10000,25,1,plurality,0.05,8,12,4
0.878,10000,25,1,plurality,0.05,8,12,5
0.913,10000,25,1,plurality,0.05,8,22,2
0.897,10000,25,1,plurality,0.05,8,22,3
0.93,10000,25,1,plurality,0.05,8,22,4
0.918,10000,25,1,plurality,0.05,8,22,5
0.834,10000,25,1,plurality,0.05,9,2,2
0.758,10000,25,1,plurality,0.05,9,2,3
0.806,10000,25,1,plurality,0.05,9,2,4
0.776,10000,25,1,plurality,0.05,9,2,5
0.889,10000,25,1,plurality,0.05,9,12,2
0.929,10000,25,1,plurality,0.05,9,12,3
0.888,10000,25,1,plurality,0.05,9,12,4
0.839,10000,25,1,plurality,0.05,9,12,5
0.875,10000,25,1,plurality,0.05,9,22,2
0.918,10000,25,1,plurality,0.05,9,22,3
0.948,10000,25,1,plurality,0.05,9,22,4
0.947,10000,25,1,plurality,0.05,9,22,5
0.883,10000,25,1,plurality,0.05,10,2,2
0.839,10000,25,1,plurality,0.05,10,2,3
0.92,10000,25,1,plurality,0.05,10,2,4
0.692,10000,25,1,plurality,0.05,10,2,5
0.833,10000,25,1,plurality,0.05,10,12,2
0.859,10000,25,1,plurality,0.05,10,12,3
0.847,10000,25,1,plurality,0.05,10,12,4
0.903,10000,25,1,plurality,0.05,10,12,5
0.841,10000,25,1,plurality,0.05,10,22,2
0.929,10000,25,1,plurality,0.05,10,22,3
0.8,10000,25,1,plurality,0.05,10,22,4
0.864,10000,25,1,plurality,0.05,10,22,5
0.808,10000,25,1,approval,0.0,2,2,2
0.906,10000,25,1,approval,0.0,2,12,2
1.01,10000,25,1,approval,0.0,2,22,2
0.777,10000,25,1,approval,0.0,3,2,2
0.918,10000,25,1,approval,0.0,3,2,3
0.927,10000,25,1,approval,0.0,3,12,2
0.924,10000,25,1,approval,0.0,3,12,3
0.976,10000,25,1,approval,0.0,3,22,2
0.953,10000,25,1,approval,0.0,3,22,3
0.972,10000,25,1,approval,0.0,4,2,2
0.818,10000,25,1,approval,0.0,4,2,3
0.705,10000,25,1,approval,0.0,4,2,4
0.953,10000,25,1,approval,0.0,4,12,2
0.908,10000,25,1,approval,0.0,4,12,3
0.932,10000,25,1,approval,0.0,4,12,4
0.941,10000,25,1,approval,0.0,4,22,2
0.954,10000,25,1,approval,0.0,4,22,3
0.843,10000,25,1,approval,0.0,4,22,4
0.814,10000,25,1,approval,0.0,5,2,2
1.007,10000,25,1,approval,0.0,5,2,3
0.906,10000,25,1,approval,0.0,5,2,4
0.691,10000,25,1,approval,0.0,5,2,5
0.915,10000,25,1,approval,0.0,5,12,2
0.934,10000,25,1,approval,0.0,5,12,3
0.917,10000,25,1,approval,0.0,5,12,4
0.806,10000,25,1,approval,0.0,5,12,5
0.941,10000,25,1,approval,0.0,5,22,2
0.977,10000,25,1,approval,0.0,5,22,3
0.902,10000,25,1,approval,0.0,5,22,4
0.837,10000,25,1,approval,0.0,5,22,5
0.914,10000,25,1,approval,0.0,6,2,2
0.813,10000,25,1,approval,0.0,6,2,3
1.005,10000,25,1,approval,0.0,6,2,4
0.892,10000,25,1,approval,0.0,6,2,5
0.951,10000,25,1,approval,0.0,6,12,2
0.901,10000,25,1,approval,0.0,6,12,3
0.85,10000,25,1,approval,0.0,6,12,4
0.887,10000,25,1,approval,0.0,6,12,5
0.919,10000,25,1,approval,0.0,6,22,2
0.941,10000,25,1,approval,0.0,6,22,3
0.898,10000,25,1,approval,0.0,6,22,4
0.913,10000,25,1,approval,0.0,6,22,5
0.809,10000,25,1,approval,0.0,7,2,2
0.869,10000,25,1,approval,0.0,7,2,3
0.817,10000,25,1,approval,0.0,7,2,4
0.959,10000,25,1,approval,0.0,7,2,5
0.882,10000,25,1,approval,0.0,7,12,2
0.865,10000,25,1,approval,0.0,7,12,3
0.853,10000,25,1,approval,0.0,7,12,4
0.882,10000,25,1,approval,0.0,7,12,5
0.888,10000,25,1,approval,0.0,7,22,2
0.9,10000,25,1,approval,0.0,7,22,3
0.888,10000,25,1,approval,0.0,7,22,4
0.957,10000,25,1,approval,0.0,7,22,5
0.824,10000,25,1,approval,0.0,8,2,2
0.791,10000,25,1,approval,0.0,8,2,3
0.997,10000,25,1,approval,0.0,8,2,4
0.983,10000,25,1,approval,0.0,8,2,5
0.898,10000,25,1,approval,0.0,8,12,2
0.867,10000,25,1,approval,0.0,8,12,3
0.92,10000,25,1,approval,0.0,8,12,4
0.922,10000,25,1,approval,0.0,8,12,5
0.912,10000,25,1,approval,0.0,8,22,2
0.921,10000,25,1,approval,0.0,8,22,3
0.903,10000,25,1,approval,0.0,8,22,4
0.901,10000,25,1,approval,0.0,8,22,5
0.785,10000,25,1,approval,0.0,9,2,2
0.894,10000,25,1,approval,0.0,9,2,3
0.939,10000,25,1,approval,0.0,9,2,4
0.903,10000,25,1,approval,0.0,9,2,5
0.871,10000,25,1,approval,0.0,9,12,2
