fairness,electorate_size,clusters,cluster_std,electoral_system,apathy_prob,candidates,issues,n_approvals_per_voter
4.282,10000,1,1,majority,0.0,2,2,2
2.887,10000,1,1,majority,0.0,2,2,3
5.41,10000,1,1,majority,0.0,2,2,4
4.0,10000,1,1,majority,0.0,2,2,5
6.762,10000,1,1,majority,0.0,2,12,2
5.897,10000,1,1,majority,0.0,2,12,3
5.971,10000,1,1,majority,0.0,2,12,4
6.936,10000,1,1,majority,0.0,2,12,5
5.312,10000,1,1,majority,0.0,2,22,2
6.347,10000,1,1,majority,0.0,2,22,3
5.821,10000,1,1,majority,0.0,2,22,4
5.502,10000,1,1,majority,0.0,2,22,5
6.89,10000,1,1,majority,0.0,3,2,2
7.313,10000,1,1,majority,0.0,3,2,3
4.643,10000,1,1,majority,0.0,3,2,4
2.622,10000,1,1,majority,0.0,3,2,5
5.789,10000,1,1,majority,0.0,3,12,2
4.49,10000,1,1,majority,0.0,3,12,3
5.531,10000,1,1,majority,0.0,3,12,4
5.159,10000,1,1,majority,0.0,3,12,5
6.216,10000,1,1,majority,0.0,3,22,2
5.322,10000,1,1,majority,0.0,3,22,3
5.838,10000,1,1,majority,0.0,3,22,4
5.217,10000,1,1,majority,0.0,3,22,5
4.66,10000,1,1,majority,0.0,4,2,2
2.085,10000,1,1,majority,0.0,4,2,3
5.512,10000,1,1,majority,0.0,4,2,4
4.713,10000,1,1,majority,0.0,4,2,5
5.891,10000,1,1,majority,0.0,4,12,2
5.443,10000,1,1,majority,0.0,4,12,3
5.882,10000,1,1,majority,0.0,4,12,4
4.929,10000,1,1,majority,0.0,4,12,5
5.79,10000,1,1,majority,0.0,4,22,2
6.201,10000,1,1,majority,0.0,4,22,3
5.045,10000,1,1,majority,0.0,4,22,4
5.612,10000,1,1,majority,0.0,4,22,5
3.26,10000,1,1,majority,0.0,5,2,2
3.736,10000,1,1,majority,0.0,5,2,3
3.256,10000,1,1,majority,0.0,5,2,4
4.456,10000,1,1,majority,0.0,5,2,5
5.539,10000,1,1,majority,0.0,5,12,2
5.08,10000,1,1,majority,0.0,5,12,3
5.444,10000,1,1,majority,0.0,5,12,4
4.265,10000,1,1,majority,0.0,5,12,5
5.936,10000,1,1,majority,0.0,5,22,2
5.749,10000,1,1,majority,0.0,5,22,3
6.612,10000,1,1,majority,0.0,5,22,4
6.362,10000,1,1,majority,0.0,5,22,5
3.843,10000,1,1,majority,0.0,6,2,2
1.809,10000,1,1,majority,0.0,6,2,3
3.818,10000,1,1,majority,0.0,6,2,4
5.93,10000,1,1,majority,0.0,6,2,5
3.863,10000,1,1,majority,0.0,6,12,2
6.319,10000,1,1,majority,0.0,6,12,3
6.348,10000,1,1,majority,0.0,6,12,4
6.154,10000,1,1,majority,0.0,6,12,5
4.849,10000,1,1,majority,0.0,6,22,2
6.999,10000,1,1,majority,0.0,6,22,3
4.641,10000,1,1,majority,0.0,6,22,4
4.239,10000,1,1,majority,0.0,6,22,5
3.352,10000,1,1,majority,0.0,7,2,2
4.435,10000,1,1,majority,0.0,7,2,3
5.818,10000,1,1,majority,0.0,7,2,4
3.441,10000,1,1,majority,0.0,7,2,5
4.635,10000,1,1,majority,0.0,7,12,2
5.336,10000,1,1,majority,0.0,7,12,3
5.244,10000,1,1,majority,0.0,7,12,4
4.411,10000,1,1,majority,0.0,7,12,5
5.894,10000,1,1,majority,0.0,7,22,2
5.432,10000,1,1,majority,0.0,7,22,3
4.973,10000,1,1,majority,0.0,7,22,4
5.445,10000,1,1,majority,0.0,7,22,5
3.196,10000,1,1,majority,0.0,8,2,2
4.15,10000,1,1,majority,0.0,8,2,3
5.808,10000,1,1,majority,0.0,8,2,4
2.674,10000,1,1,majority,0.0,8,2,5
5.487,10000,1,1,majority,0.0,8,12,2
5.098,10000,1,1,majority,0.0,8,12,3
5.207,10000,1,1,majority,0.0,8,12,4
4.61,10000,1,1,majority,0.0,8,12,5
5.382,10000,1,1,majority,0.0,8,22,2
5.653,10000,1,1,majority,0.0,8,22,3
6.268,10000,1,1,majority,0.0,8,22,4
5.568,10000,1,1,majority,0.0,8,22,5
6.53,10000,1,1,majority,0.0,9,2,2
1.559,10000,1,1,majority,0.0,9,2,3
7.548,10000,1,1,majority,0.0,9,2,4
8.958,10000,1,1,majority,0.0,9,2,5
5.422,10000,1,1,majority,0.0,9,12,2
5.457,10000,1,1,majority,0.0,9,12,3
4.157,10000,1,1,majority,0.0,9,12,4
6.377,10000,1,1,majority,0.0,9,12,5
5.489,10000,1,1,majority,0.0,9,22,2
5.171,10000,1,1,majority,0.0,9,22,3
5.941,10000,1,1,majority,0.0,9,22,4
5.66,10000,1,1,majority,0.0,9,22,5
4.264,10000,1,1,majority,0.0,10,2,2
5.628,10000,1,1,majority,0.0,10,2,3
8.553,10000,1,1,majority,0.0,10,2,4
3.861,10000,1,1,majority,0.0,10,2,5
5.757,10000,1,1,majority,0.0,10,12,2
4.923,10000,1,1,majority,0.0,10,12,3
5.462,10000,1,1,majority,0.0,10,12,4
5.284,10000,1,1,majority,0.0,10,12,5
5.735,10000,1,1,majority,0.0,10,22,2
6.011,10000,1,1,majority,0.0,10,22,3
5.62,10000,1,1,majority,0.0,10,22,4
5.636,10000,1,1,majority,0.0,10,22,5
6.08,10000,1,1,majority,0.01,2,2,2
3.038,10000,1,1,majority,0.01,2,2,3
8.082,10000,1,1,majority,0.01,2,2,4
6.109,10000,1,1,majority,0.01,2,2,5
6.291,10000,1,1,majority,0.01,2,12,2
5.196,10000,1,1,majority,0.01,2,12,3
5.149,10000,1,1,majority,0.01,2,12,4
6.8,10000,1,1,majority,0.01,2,12,5
6.37,10000,1,1,majority,0.01,2,22,2
5.744,10000,1,1,majority,0.01,2,22,3
4.983,10000,1,1,majority,0.01,2,22,4
5.849,10000,1,1,majority,0.01,2,22,5
7.311,10000,1,1,majority,0.01,3,2,2
4.122,10000,1,1,majority,0.01,3,2,3
3.87,10000,1,1,majority,0.01,3,2,4
7.106,10000,1,1,majority,0.01,3,2,5
5.74,10000,1,1,majority,0.01,3,12,2
4.965,10000,1,1,majority,0.01,3,12,3
6.472,10000,1,1,majority,0.01,3,12,4
5.514,10000,1,1,majority,0.01,3,12,5
5.637,10000,1,1,majority,0.01,3,22,2
5.208,10000,1,1,majority,0.01,3,22,3
5.751,10000,1,1,majority,0.01,3,22,4
5.302,10000,1,1,majority,0.01,3,22,5
6.157,10000,1,1,majority,0.01,4,2,2
2.95,10000,1,1,majority,0.01,4,2,3
3.029,10000,1,1,majority,0.01,4,2,4
4.831,10000,1,1,majority,0.01,4,2,5
6.869,10000,1,1,majority,0.01,4,12,2
4.461,10000,1,1,majority,0.01,4,12,3
4.74,10000,1,1,majority,0.01,4,12,4
5.391,10000,1,1,majority,0.01,4,12,5
6.306,10000,1,1,majority,0.01,4,22,2
6.531,10000,1,1,majority,0.01,4,22,3
6.189,10000,1,1,majority,0.01,4,22,4
5.747,10000,1,1,majority,0.01,4,22,5
3.4,10000,1,1,majority,0.01,5,2,2
5.751,10000,1,1,majority,0.01,5,2,3
3.069,10000,1,1,majority,0.01,5,2,4
5.203,10000,1,1,majority,0.01,5,2,5
5.218,10000,1,1,majority,0.01,5,12,2
5.374,10000,1,1,majority,0.01,5,12,3
5.298,10000,1,1,majority,0.01,5,12,4
5.782,10000,1,1,majority,0.01,5,12,5
5.79,10000,1,1,majority,0.01,5,22,2
6.492,10000,1,1,majority,0.01,5,22,3
5.681,10000,1,1,majority,0.01,5,22,4
5.048,10000,1,1,majority,0.01,5,22,5
2.701,10000,1,1,majority,0.01,6,2,2
5.08,10000,1,1,majority,0.01,6,2,3
2.413,10000,1,1,majority,0.01,6,2,4
5.025,10000,1,1,majority,0.01,6,2,5
4.447,10000,1,1,majority,0.01,6,12,2
4.865,10000,1,1,majority,0.01,6,12,3
3.884,10000,1,1,majority,0.01,6,12,4
5.141,10000,1,1,majority,0.01,6,12,5
5.297,10000,1,1,majority,0.01,6,22,2
6.368,10000,1,1,majority,0.01,6,22,3
5.062,10000,1,1,majority,0.01,6,22,4
6.153,10000,1,1,majority,0.01,6,22,5
6.641,10000,1,1,majority,0.01,7,2,2
3.555,10000,1,1,majority,0.01,7,2,3
3.604,10000,1,1,majority,0.01,7,2,4
2.467,10000,1,1,majority,0.01,7,2,5
5.531,10000,1,1,majority,0.01,7,12,2
4.899,10000,1,1,majority,0.01,7,12,3
4.797,10000,1,1,majority,0.01,7,12,4
4.91,10000,1,1,majority,0.01,7,12,5
6.378,10000,1,1,majority,0.01,7,22,2
6.465,10000,1,1,majority,0.01,7,22,3
5.383,10000,1,1,majority,0.01,7,22,4
4.767,10000,1,1,majority,0.01,7,22,5
0.76,10000,1,1,majority,0.01,8,2,2
4.185,10000,1,1,majority,0.01,8,2,3
4.336,10000,1,1,majority,0.01,8,2,4
4.499,10000,1,1,majority,0.01,8,2,5
7.124,10000,1,1,majority,0.01,8,12,2
5.048,10000,1,1,majority,0.01,8,12,3
4.463,10000,1,1,majority,0.01,8,12,4
6.305,10000,1,1,majority,0.01,8,12,5
5.408,10000,1,1,majority,0.01,8,22,2
5.442,10000,1,1,majority,0.01,8,22,3
5.079,10000,1,1,majority,0.01,8,22,4
4.754,10000,1,1,majority,0.01,8,22,5
4.583,10000,1,1,majority,0.01,9,2,2
6.022,10000,1,1,majority,0.01,9,2,3
5.244,10000,1,1,majority,0.01,9,2,4
1.175,10000,1,1,majority,0.01,9,2,5
3.927,10000,1,1,majority,0.01,9,12,2
3.874,10000,1,1,majority,0.01,9,12,3
5.524,10000,1,1,majority,0.01,9,12,4
5.267,10000,1,1,majority,0.01,9,12,5
5.334,10000,1,1,majority,0.01,9,22,2
6.231,10000,1,1,majority,0.01,9,22,3
5.308,10000,1,1,majority,0.01,9,22,4
5.132,10000,1,1,majority,0.01,9,22,5
5.419,10000,1,1,majority,0.01,10,2,2
5.731,10000,1,1,majority,0.01,10,2,3
1.332,10000,1,1,majority,0.01,10,2,4
4.683,10000,1,1,majority,0.01,10,2,5
4.391,10000,1,1,majority,0.01,10,12,2
5.298,10000,1,1,majority,0.01,10,12,3
3.829,10000,1,1,majority,0.01,10,12,4
4.884,10000,1,1,majority,0.01,10,12,5
5.092,10000,1,1,majority,0.01,10,22,2
5.583,10000,1,1,majority,0.01,10,22,3
6.164,10000,1,1,majority,0.01,10,22,4
5.146,10000,1,1,majority,0.01,10,22,5
6.767,10000,1,1,majority,0.05,2,2,2
5.9,10000,1,1,majority,0.05,2,2,3
4.807,10000,1,1,majority,0.05,2,2,4
5.861,10000,1,1,majority,0.05,2,2,5
6.02,10000,1,1,majority,0.05,2,12,2
5.492,10000,1,1,majority,0.05,2,12,3
6.892,10000,1,1,majority,0.05,2,12,4
6.501,10000,1,1,majority,0.05,2,12,5
6.212,10000,1,1,majority,0.05,2,22,2
6.09,10000,1,1,majority,0.05,2,22,3
6.413,10000,1,1,majority,0.05,2,22,4
5.586,10000,1,1,majority,0.05,2,22,5
4.567,10000,1,1,majority,0.05,3,2,2
2.985,10000,1,1,majority,0.05,3,2,3
2.396,10000,1,1,majority,0.05,3,2,4
5.586,10000,1,1,majority,0.05,3,2,5
4.138,10000,1,1,majority,0.05,3,12,2
6.308,10000,1,1,majority,0.05,3,12,3
5.273,10000,1,1,majority,0.05,3,12,4
6.069,10000,1,1,majority,0.05,3,12,5
5.256,10000,1,1,majority,0.05,3,22,2
5.869,10000,1,1,majority,0.05,3,22,3
5.961,10000,1,1,majority,0.05,3,22,4
5.202,10000,1,1,majority,0.05,3,22,5
3.05,10000,1,1,majority,0.05,4,2,2
1.952,10000,1,1,majority,0.05,4,2,3
3.353,10000,1,1,majority,0.05,4,2,4
1.995,10000,1,1,majority,0.05,4,2,5
5.772,10000,1,1,majority,0.05,4,12,2
5.671,10000,1,1,majority,0.05,4,12,3
5.481,10000,1,1,majority,0.05,4,12,4
5.265,10000,1,1,majority,0.05,4,12,5
5.351,10000,1,1,majority,0.05,4,22,2
5.808,10000,1,1,majority,0.05,4,22,3
5.625,10000,1,1,majority,0.05,4,22,4
5.234,10000,1,1,majority,0.05,4,22,5
3.865,10000,1,1,majority,0.05,5,2,2
5.958,10000,1,1,majority,0.05,5,2,3
4.951,10000,1,1,majority,0.05,5,2,4
4.471,10000,1,1,majority,0.05,5,2,5
4.992,10000,1,1,majority,0.05,5,12,2
4.967,10000,1,1,majority,0.05,5,12,3
5.482,10000,1,1,majority,0.05,5,12,4
6.748,10000,1,1,majority,0.05,5,12,5
4.879,10000,1,1,majority,0.05,5,22,2
5.672,10000,1,1,majority,0.05,5,22,3
5.223,10000,1,1,majority,0.05,5,22,4
5.111,10000,1,1,majority,0.05,5,22,5
3.304,10000,1,1,majority,0.05,6,2,2
6.0,10000,1,1,majority,0.05,6,2,3
6.524,10000,1,1,majority,0.05,6,2,4
3.766,10000,1,1,majority,0.05,6,2,5
3.738,10000,1,1,majority,0.05,6,12,2
4.493,10000,1,1,majority,0.05,6,12,3
4.275,10000,1,1,majority,0.05,6,12,4
5.927,10000,1,1,majority,0.05,6,12,5
5.82,10000,1,1,majority,0.05,6,22,2
5.421,10000,1,1,majority,0.05,6,22,3
4.827,10000,1,1,majority,0.05,6,22,4
5.444,10000,1,1,majority,0.05,6,22,5
1.257,10000,1,1,majority,0.05,7,2,2
7.366,10000,1,1,majority,0.05,7,2,3
5.617,10000,1,1,majority,0.05,7,2,4
4.549,10000,1,1,majority,0.05,7,2,5
4.42,10000,1,1,majority,0.05,7,12,2
6.294,10000,1,1,majority,0.05,7,12,3
5.026,10000,1,1,majority,0.05,7,12,4
5.643,10000,1,1,majority,0.05,7,12,5
5.306,10000,1,1,majority,0.05,7,22,2
5.269,10000,1,1,majority,0.05,7,22,3
4.737,10000,1,1,majority,0.05,7,22,4
5.539,10000,1,1,majority,0.05,7,22,5
5.141,10000,1,1,majority,0.05,8,2,2
6.414,10000,1,1,majority,0.05,8,2,3
3.244,10000,1,1,majority,0.05,8,2,4
2.987,10000,1,1,majority,0.05,8,2,5
5.575,10000,1,1,majority,0.05,8,12,2
4.512,10000,1,1,majority,0.05,8,12,3
5.398,10000,1,1,majority,0.05,8,12,4
5.186,10000,1,1,majority,0.05,8,12,5
4.757,10000,1,1,majority,0.05,8,22,2
4.57,10000,1,1,majority,0.05,8,22,3
4.656,10000,1,1,majority,0.05,8,22,4
5.376,10000,1,1,majority,0.05,8,22,5
3.659,10000,1,1,majority,0.05,9,2,2
5.16,10000,1,1,majority,0.05,9,2,3
2.252,10000,1,1,majority,0.05,9,2,4
4.429,10000,1,1,majority,0.05,9,2,5
4.871,10000,1,1,majority,0.05,9,12,2
5.142,10000,1,1,majority,0.05,9,12,3
5.356,10000,1,1,majority,0.05,9,12,4
5.793,10000,1,1,majority,0.05,9,12,5
5.612,10000,1,1,majority,0.05,9,22,2
6.163,10000,1,1,majority,0.05,9,22,3
4.602,10000,1,1,majority,0.05,9,22,4
5.02,10000,1,1,majority,0.05,9,22,5
3.03,10000,1,1,majority,0.05,10,2,2
5.994,10000,1,1,majority,0.05,10,2,3
5.122,10000,1,1,majority,0.05,10,2,4
1.612,10000,1,1,majority,0.05,10,2,5
4.695,10000,1,1,majority,0.05,10,12,2
4.14,10000,1,1,majority,0.05,10,12,3
6.168,10000,1,1,majority,0.05,10,12,4
5.064,10000,1,1,majority,0.05,10,12,5
5.913,10000,1,1,majority,0.05,10,22,2
5.71,10000,1,1,majority,0.05,10,22,3
6.215,10000,1,1,majority,0.05,10,22,4
5.211,10000,1,1,majority,0.05,10,22,5
4.461,10000,1,1,plurality,0.0,2,2,2
6.574,10000,1,1,plurality,0.0,2,2,3
5.756,10000,1,1,plurality,0.0,2,2,4
3.597,10000,1,1,plurality,0.0,2,2,5
6.136,10000,1,1,plurality,0.0,2,12,2
5.659,10000,1,1,plurality,0.0,2,12,3
5.432,10000,1,1,plurality,0.0,2,12,4
6.492,10000,1,1,plurality,0.0,2,12,5
5.453,10000,1,1,plurality,0.0,2,22,2
6.008,10000,1,1,plurality,0.0,2,22,3
5.845,10000,1,1,plurality,0.0,2,22,4
5.922,10000,1,1,plurality,0.0,2,22,5
5.647,10000,1,1,plurality,0.0,3,2,2
3.954,10000,1,1,plurality,0.0,3,2,3
5.465,10000,1,1,plurality,0.0,3,2,4
4.283,10000,1,1,plurality,0.0,3,2,5
5.884,10000,1,1,plurality,0.0,3,12,2
4.465,10000,1,1,plurality,0.0,3,12,3
5.342,10000,1,1,plurality,0.0,3,12,4
5.017,10000,1,1,plurality,0.0,3,12,5
5.486,10000,1,1,plurality,0.0,3,22,2
6.073,10000,1,1,plurality,0.0,3,22,3
5.969,10000,1,1,plurality,0.0,3,22,4
6.064,10000,1,1,plurality,0.0,3,22,5
2.548,10000,1,1,plurality,0.0,4,2,2
5.653,10000,1,1,plurality,0.0,4,2,3
5.679,10000,1,1,plurality,0.0,4,2,4
2.493,10000,1,1,plurality,0.0,4,2,5
4.865,10000,1,1,plurality,0.0,4,12,2
4.97,10000,1,1,plurality,0.0,4,12,3
5.392,10000,1,1,plurality,0.0,4,12,4
5.061,10000,1,1,plurality,0.0,4,12,5
6.219,10000,1,1,plurality,0.0,4,22,2
5.627,10000,1,1,plurality,0.0,4,22,3
5.521,10000,1,1,plurality,0.0,4,22,4
4.467,10000,1,1,plurality,0.0,4,22,5
5.273,10000,1,1,plurality,0.0,5,2,2
6.184,10000,1,1,plurality,0.0,5,2,3
3.551,10000,1,1,plurality,0.0,5,2,4
6.253,10000,1,1,plurality,0.0,5,2,5
5.179,10000,1,1,plurality,0.0,5,12,2
5.841,10000,1,1,plurality,0.0,5,12,3
5.364,10000,1,1,plurality,0.0,5,12,4
4.342,10000,1,1,plurality,0.0,5,12,5
5.547,10000,1,1,plurality,0.0,5,22,2
5.247,10000,1,1,plurality,0.0,5,22,3
6.549,10000,1,1,plurality,0.0,5,22,4
5.1,10000,1,1,plurality,0.0,5,22,5
6.894,10000,1,1,plurality,0.0,6,2,2
7.416,10000,1,1,plurality,0.0,6,2,3
7.837,10000,1,1,plurality,0.0,6,2,4
1.514,10000,1,1,plurality,0.0,6,2,5
5.69,10000,1,1,plurality,0.0,6,12,2
5.801,10000,1,1,plurality,0.0,6,12,3
5.115,10000,1,1,plurality,0.0,6,12,4
6.288,10000,1,1,plurality,0.0,6,12,5
4.665,10000,1,1,plurality,0.0,6,22,2
5.334,10000,1,1,plurality,0.0,6,22,3
5.868,10000,1,1,plurality,0.0,6,22,4
5.895,10000,1,1,plurality,0.0,6,22,5
5.267,10000,1,1,plurality,0.0,7,2,2
7.057,10000,1,1,plurality,0.0,7,2,3
7.56,10000,1,1,plurality,0.0,7,2,4
4.697,10000,1,1,plurality,0.0,7,2,5
5.418,10000,1,1,plurality,0.0,7,12,2
5.352,10000,1,1,plurality,0.0,7,12,3
5.695,10000,1,1,plurality,0.0,7,12,4
5.566,10000,1,1,plurality,0.0,7,12,5
5.448,10000,1,1,plurality,0.0,7,22,2
5.812,10000,1,1,plurality,0.0,7,22,3
5.259,10000,1,1,plurality,0.0,7,22,4
5.335,10000,1,1,plurality,0.0,7,22,5
6.786,10000,1,1,plurality,0.0,8,2,2
7.536,10000,1,1,plurality,0.0,8,2,3
5.352,10000,1,1,plurality,0.0,8,2,4
9.077,10000,1,1,plurality,0.0,8,2,5
5.398,10000,1,1,plurality,0.0,8,12,2
6.249,10000,1,1,plurality,0.0,8,12,3
5.063,10000,1,1,plurality,0.0,8,12,4
5.097,10000,1,1,plurality,0.0,8,12,5
4.45,10000,1,1,plurality,0.0,8,22,2
5.597,10000,1,1,plurality,0.0,8,22,3
5.913,10000,1,1,plurality,0.0,8,22,4
5.734,10000,1,1,plurality,0.0,8,22,5
3.579,10000,1,1,plurality,0.0,9,2,2
1.628,10000,1,1,plurality,0.0,9,2,3
3.935,10000,1,1,plurality,0.0,9,2,4
2.948,10000,1,1,plurality,0.0,9,2,5
5.454,10000,1,1,plurality,0.0,9,12,2
4.102,10000,1,1,plurality,0.0,9,12,3
5.057,10000,1,1,plurality,0.0,9,12,4
4.838,10000,1,1,plurality,0.0,9,12,5
5.406,10000,1,1,plurality,0.0,9,22,2
6.069,10000,1,1,plurality,0.0,9,22,3
5.681,10000,1,1,plurality,0.0,9,22,4
5.5,10000,1,1,plurality,0.0,9,22,5
5.122,10000,1,1,plurality,0.0,10,2,2
6.943,10000,1,1,plurality,0.0,10,2,3
5.518,10000,1,1,plurality,0.0,10,2,4
6.392,10000,1,1,plurality,0.0,10,2,5
5.794,10000,1,1,plurality,0.0,10,12,2
6.264,10000,1,1,plurality,0.0,10,12,3
5.057,10000,1,1,plurality,0.0,10,12,4
5.287,10000,1,1,plurality,0.0,10,12,5
5.841,10000,1,1,plurality,0.0,10,22,2
4.846,10000,1,1,plurality,0.0,10,22,3
6.144,10000,1,1,plurality,0.0,10,22,4
5.643,10000,1,1,plurality,0.0,10,22,5
6.462,10000,1,1,plurality,0.01,2,2,2
3.499,10000,1,1,plurality,0.01,2,2,3
6.202,10000,1,1,plurality,0.01,2,2,4
2.977,10000,1,1,plurality,0.01,2,2,5
3.374,10000,1,1,plurality,0.01,2,12,2
5.327,10000,1,1,plurality,0.01,2,12,3
5.946,10000,1,1,plurality,0.01,2,12,4
4.261,10000,1,1,plurality,0.01,2,12,5
5.775,10000,1,1,plurality,0.01,2,22,2
5.487,10000,1,1,plurality,0.01,2,22,3
4.833,10000,1,1,plurality,0.01,2,22,4
6.371,10000,1,1,plurality,0.01,2,22,5
6.226,10000,1,1,plurality,0.01,3,2,2
6.064,10000,1,1,plurality,0.01,3,2,3
3.461,10000,1,1,plurality,0.01,3,2,4
5.1,10000,1,1,plurality,0.01,3,2,5
6.871,10000,1,1,plurality,0.01,3,12,2
4.633,10000,1,1,plurality,0.01,3,12,3
5.35,10000,1,1,plurality,0.01,3,12,4
4.88,10000,1,1,plurality,0.01,3,12,5
4.85,10000,1,1,plurality,0.01,3,22,2
5.893,10000,1,1,plurality,0.01,3,22,3
6.23,10000,1,1,plurality,0.01,3,22,4
5.892,10000,1,1,plurality,0.01,3,22,5
3.37,10000,1,1,plurality,0.01,4,2,2
3.496,10000,1,1,plurality,0.01,4,2,3
1.376,10000,1,1,plurality,0.01,4,2,4
4.411,10000,1,1,plurality,0.01,4,2,5
5.598,10000,1,1,plurality,0.01,4,12,2
7.075,10000,1,1,plurality,0.01,4,12,3
6.102,10000,1,1,plurality,0.01,4,12,4
5.497,10000,1,1,plurality,0.01,4,12,5
4.054,10000,1,1,plurality,0.01,4,22,2
5.273,10000,1,1,plurality,0.01,4,22,3
5.242,10000,1,1,plurality,0.01,4,22,4
5.711,10000,1,1,plurality,0.01,4,22,5
0.973,10000,1,1,plurality,0.01,5,2,2
6.332,10000,1,1,plurality,0.01,5,2,3
6.658,10000,1,1,plurality,0.01,5,2,4
7.315,10000,1,1,plurality,0.01,5,2,5
4.491,10000,1,1,plurality,0.01,5,12,2
6.248,10000,1,1,plurality,0.01,5,12,3
5.298,10000,1,1,plurality,0.01,5,12,4
4.944,10000,1,1,plurality,0.01,5,12,5
5.89,10000,1,1,plurality,0.01,5,22,2
5.543,10000,1,1,plurality,0.01,5,22,3
5.336,10000,1,1,plurality,0.01,5,22,4
4.644,10000,1,1,plurality,0.01,5,22,5
5.576,10000,1,1,plurality,0.01,6,2,2
4.336,10000,1,1,plurality,0.01,6,2,3
3.902,10000,1,1,plurality,0.01,6,2,4
9.305,10000,1,1,plurality,0.01,6,2,5
5.016,10000,1,1,plurality,0.01,6,12,2
5.71,10000,1,1,plurality,0.01,6,12,3
6.196,10000,1,1,plurality,0.01,6,12,4
4.988,10000,1,1,plurality,0.01,6,12,5
4.188,10000,1,1,plurality,0.01,6,22,2
6.395,10000,1,1,plurality,0.01,6,22,3
5.831,10000,1,1,plurality,0.01,6,22,4
4.785,10000,1,1,plurality,0.01,6,22,5
8.65,10000,1,1,plurality,0.01,7,2,2
6.984,10000,1,1,plurality,0.01,7,2,3
7.344,10000,1,1,plurality,0.01,7,2,4
5.96,10000,1,1,plurality,0.01,7,2,5
5.966,10000,1,1,plurality,0.01,7,12,2
5.843,10000,1,1,plurality,0.01,7,12,3
5.805,10000,1,1,plurality,0.01,7,12,4
4.056,10000,1,1,plurality,0.01,7,12,5
6.11,10000,1,1,plurality,0.01,7,22,2
6.631,10000,1,1,plurality,0.01,7,22,3
4.966,10000,1,1,plurality,0.01,7,22,4
5.341,10000,1,1,plurality,0.01,7,22,5
5.406,10000,1,1,plurality,0.01,8,2,2
6.615,10000,1,1,plurality,0.01,8,2,3
3.738,10000,1,1,plurality,0.01,8,2,4
2.763,10000,1,1,plurality,0.01,8,2,5
5.23,10000,1,1,plurality,0.01,8,12,2
4.646,10000,1,1,plurality,0.01,8,12,3
5.387,10000,1,1,plurality,0.01,8,12,4
6.132,10000,1,1,plurality,0.01,8,12,5
5.576,10000,1,1,plurality,0.01,8,22,2
6.042,10000,1,1,plurality,0.01,8,22,3
3.998,10000,1,1,plurality,0.01,8,22,4
5.992,10000,1,1,plurality,0.01,8,22,5
4.213,10000,1,1,plurality,0.01,9,2,2
6.553,10000,1,1,plurality,0.01,9,2,3
7.339,10000,1,1,plurality,0.01,9,2,4
5.17,10000,1,1,plurality,0.01,9,2,5
3.725,10000,1,1,plurality,0.01,9,12,2
6.157,10000,1,1,plurality,0.01,9,12,3
5.709,10000,1,1,plurality,0.01,9,12,4
5.921,10000,1,1,plurality,0.01,9,12,5
5.232,10000,1,1,plurality,0.01,9,22,2
6.022,10000,1,1,plurality,0.01,9,22,3
4.245,10000,1,1,plurality,0.01,9,22,4
5.476,10000,1,1,plurality,0.01,9,22,5
4.291,10000,1,1,plurality,0.01,10,2,2
5.746,10000,1,1,plurality,0.01,10,2,3
3.866,10000,1,1,plurality,0.01,10,2,4
2.679,10000,1,1,plurality,0.01,10,2,5
5.66,10000,1,1,plurality,0.01,10,12,2
4.961,10000,1,1,plurality,0.01,10,12,3
4.951,10000,1,1,plurality,0.01,10,12,4
5.561,10000,1,1,plurality,0.01,10,12,5
5.591,10000,1,1,plurality,0.01,10,22,2
5.63,10000,1,1,plurality,0.01,10,22,3
5.939,10000,1,1,plurality,0.01,10,22,4
5.123,10000,1,1,plurality,0.01,10,22,5
4.567,10000,1,1,plurality,0.05,2,2,2
7.747,10000,1,1,plurality,0.05,2,2,3
4.56,10000,1,1,plurality,0.05,2,2,4
4.196,10000,1,1,plurality,0.05,2,2,5
4.77,10000,1,1,plurality,0.05,2,12,2
5.927,10000,1,1,plurality,0.05,2,12,3
4.915,10000,1,1,plurality,0.05,2,12,4
5.231,10000,1,1,plurality,0.05,2,12,5
5.999,10000,1,1,plurality,0.05,2,22,2
6.281,10000,1,1,plurality,0.05,2,22,3
6.288,10000,1,1,plurality,0.05,2,22,4
5.328,10000,1,1,plurality,0.05,2,22,5
6.03,10000,1,1,plurality,0.05,3,2,2
2.753,10000,1,1,plurality,0.05,3,2,3
6.334,10000,1,1,plurality,0.05,3,2,4
4.563,10000,1,1,plurality,0.05,3,2,5
5.208,10000,1,1,plurality,0.05,3,12,2
4.882,10000,1,1,plurality,0.05,3,12,3
5.255,10000,1,1,plurality,0.05,3,12,4
5.764,10000,1,1,plurality,0.05,3,12,5
6.193,10000,1,1,plurality,0.05,3,22,2
4.697,10000,1,1,plurality,0.05,3,22,3
5.786,10000,1,1,plurality,0.05,3,22,4
5.708,10000,1,1,plurality,0.05,3,22,5
5.319,10000,1,1,plurality,0.05,4,2,2
5.062,10000,1,1,plurality,0.05,4,2,3
4.482,10000,1,1,plurality,0.05,4,2,4
3.885,10000,1,1,plurality,0.05,4,2,5
6.208,10000,1,1,plurality,0.05,4,12,2
5.067,10000,1,1,plurality,0.05,4,12,3
