unweighted_fairness,weighted_fairness,electorate_size,clusters,cluster_std,electoral_system,apathy_prob,candidates,issues,n_approvals_per_voter
0.993,0.815,10000,10,1.5,majority,0.0,5,2,2
1.064,0.851,10000,10,1.5,approval,0.0,5,2,2
0.761,0.754,10000,10,1.5,plurality,0.0,5,2,2
0.697,0.774,10000,10,1.5,majority,0.0,5,2,2
0.851,0.749,10000,10,1.5,approval,0.0,5,2,2
0.799,0.77,10000,10,1.5,plurality,0.0,5,2,2
0.909,0.803,10000,10,1.5,majority,0.0,5,2,2
0.803,0.782,10000,10,1.5,approval,0.0,5,2,2
0.886,0.745,10000,10,1.5,plurality,0.0,5,2,2
0.628,0.726,10000,10,1.5,majority,0.0,5,2,2
0.858,0.801,10000,10,1.5,approval,0.0,5,2,2
0.845,0.752,10000,10,1.5,plurality,0.0,5,2,2
0.724,0.686,10000,10,1.5,majority,0.0,5,2,2
1.005,0.804,10000,10,1.5,approval,0.0,5,2,2
0.861,0.761,10000,10,1.5,plurality,0.0,5,2,2
0.717,0.682,10000,10,1.5,majority,0.0,5,2,2
0.842,0.773,10000,10,1.5,approval,0.0,5,2,2
0.774,0.741,10000,10,1.5,plurality,0.0,5,2,2
0.898,0.842,10000,10,1.5,majority,0.0,5,2,2
0.873,0.753,10000,10,1.5,approval,0.0,5,2,2
1.014,0.751,10000,10,1.5,plurality,0.0,5,2,2
0.612,0.728,10000,10,1.5,majority,0.0,5,2,2
1.014,0.856,10000,10,1.5,approval,0.0,5,2,2
0.875,0.76,10000,10,1.5,plurality,0.0,5,2,2
0.892,0.811,10000,10,1.5,majority,0.0,5,2,2
1.31,1.053,10000,10,1.5,approval,0.0,5,2,2
0.911,0.808,10000,10,1.5,plurality,0.0,5,2,2
0.826,0.842,10000,10,1.5,majority,0.0,5,2,2
0.846,0.783,10000,10,1.5,approval,0.0,5,2,2
0.793,0.739,10000,10,1.5,plurality,0.0,5,2,2
0.786,0.788,10000,10,1.5,majority,0.0,5,2,2
0.909,0.783,10000,10,1.5,approval,0.0,5,2,2
0.773,0.748,10000,10,1.5,plurality,0.0,5,2,2
0.784,0.835,10000,10,1.5,majority,0.0,5,2,2
0.943,0.815,10000,10,1.5,approval,0.0,5,2,2
0.977,0.752,10000,10,1.5,plurality,0.0,5,2,2
0.718,0.725,10000,10,1.5,majority,0.0,5,2,2
0.883,0.8,10000,10,1.5,approval,0.0,5,2,2
0.769,0.746,10000,10,1.5,plurality,0.0,5,2,2
0.754,0.748,10000,10,1.5,majority,0.0,5,2,2
0.937,0.781,10000,10,1.5,approval,0.0,5,2,2
0.953,0.789,10000,10,1.5,plurality,0.0,5,2,2
0.76,0.74,10000,10,1.5,majority,0.0,5,2,2
0.949,0.814,10000,10,1.5,approval,0.0,5,2,2
0.974,0.79,10000,10,1.5,plurality,0.0,5,2,2
0.82,0.782,10000,10,1.5,majority,0.0,5,2,2
0.916,0.793,10000,10,1.5,approval,0.0,5,2,2
1.064,0.843,10000,10,1.5,plurality,0.0,5,2,2
0.685,0.714,10000,10,1.5,majority,0.0,5,2,2
1.001,0.888,10000,10,1.5,approval,0.0,5,2,2
0.959,0.809,10000,10,1.5,plurality,0.0,5,2,2
0.624,0.696,10000,10,1.5,majority,0.0,5,2,2
0.892,0.76,10000,10,1.5,approval,0.0,5,2,2
0.949,0.769,10000,10,1.5,plurality,0.0,5,2,2
0.79,0.772,10000,10,1.5,majority,0.0,5,2,2
0.997,0.853,10000,10,1.5,approval,0.0,5,2,2
0.679,0.729,10000,10,1.5,plurality,0.0,5,2,2
0.906,0.8,10000,10,1.5,majority,0.0,5,2,2
1.062,0.836,10000,10,1.5,approval,0.0,5,2,2
0.981,0.833,10000,10,1.5,plurality,0.0,5,2,2
0.729,0.727,10000,10,1.5,majority,0.0,5,2,2
0.901,0.798,10000,10,1.5,approval,0.0,5,2,2
0.905,0.786,10000,10,1.5,plurality,0.0,5,2,2
0.519,0.609,10000,10,1.5,majority,0.0,5,2,2
1.003,0.86,10000,10,1.5,approval,0.0,5,2,2
0.781,0.75,10000,10,1.5,plurality,0.0,5,2,2
0.699,0.689,10000,10,1.5,majority,0.0,5,2,2
0.963,0.825,10000,10,1.5,approval,0.0,5,2,2
0.835,0.761,10000,10,1.5,plurality,0.0,5,2,2
0.763,0.749,10000,10,1.5,majority,0.0,5,2,2
0.908,0.817,10000,10,1.5,approval,0.0,5,2,2
0.791,0.751,10000,10,1.5,plurality,0.0,5,2,2
0.92,0.841,10000,10,1.5,majority,0.0,5,2,2
0.764,0.753,10000,10,1.5,approval,0.0,5,2,2
0.981,0.788,10000,10,1.5,plurality,0.0,5,2,2
0.85,0.781,10000,10,1.5,majority,0.0,5,2,2
0.774,0.743,10000,10,1.5,approval,0.0,5,2,2
1.033,0.82,10000,10,1.5,plurality,0.0,5,2,2
0.665,0.719,10000,10,1.5,majority,0.0,5,2,2
1.018,0.83,10000,10,1.5,approval,0.0,5,2,2
0.988,0.774,10000,10,1.5,plurality,0.0,5,2,2
0.898,0.794,10000,10,1.5,majority,0.0,5,2,2
0.741,0.753,10000,10,1.5,approval,0.0,5,2,2
0.888,0.804,10000,10,1.5,plurality,0.0,5,2,2
0.691,0.73,10000,10,1.5,majority,0.0,5,2,2
0.855,0.734,10000,10,1.5,approval,0.0,5,2,2
0.723,0.774,10000,10,1.5,plurality,0.0,5,2,2
0.861,0.734,10000,10,1.5,majority,0.0,5,2,2
0.804,0.757,10000,10,1.5,approval,0.0,5,2,2
0.855,0.767,10000,10,1.5,plurality,0.0,5,2,2
0.842,0.772,10000,10,1.5,majority,0.0,5,2,2
0.808,0.754,10000,10,1.5,approval,0.0,5,2,2
0.941,0.782,10000,10,1.5,plurality,0.0,5,2,2
0.773,0.748,10000,10,1.5,majority,0.0,5,2,2
0.883,0.806,10000,10,1.5,approval,0.0,5,2,2
0.773,0.776,10000,10,1.5,plurality,0.0,5,2,2
0.824,0.794,10000,10,1.5,majority,0.0,5,2,2
0.955,0.775,10000,10,1.5,approval,0.0,5,2,2
0.738,0.761,10000,10,1.5,plurality,0.0,5,2,2
0.563,0.629,10000,10,1.5,majority,0.0,5,2,2
1.035,0.825,10000,10,1.5,approval,0.0,5,2,2
0.855,0.757,10000,10,1.5,plurality,0.0,5,2,2
0.717,0.718,10000,10,1.5,majority,0.0,5,2,2
0.759,0.753,10000,10,1.5,approval,0.0,5,2,2
0.734,0.742,10000,10,1.5,plurality,0.0,5,2,2
1.195,1.023,10000,10,1.5,majority,0.0,5,2,2
0.741,0.734,10000,10,1.5,approval,0.0,5,2,2
0.967,0.796,10000,10,1.5,plurality,0.0,5,2,2
0.974,0.868,10000,10,1.5,majority,0.0,5,2,2
0.863,0.766,10000,10,1.5,approval,0.0,5,2,2
0.848,0.758,10000,10,1.5,plurality,0.0,5,2,2
0.773,0.763,10000,10,1.5,majority,0.0,5,2,2
0.855,0.744,10000,10,1.5,approval,0.0,5,2,2
0.728,0.796,10000,10,1.5,plurality,0.0,5,2,2
0.665,0.728,10000,10,1.5,majority,0.0,5,2,2
0.813,0.837,10000,10,1.5,approval,0.0,5,2,2
0.753,0.746,10000,10,1.5,plurality,0.0,5,2,2
0.94,0.877,10000,10,1.5,majority,0.0,5,2,2
1.0,0.817,10000,10,1.5,approval,0.0,5,2,2
0.674,0.748,10000,10,1.5,plurality,0.0,5,2,2
0.706,0.718,10000,10,1.5,majority,0.0,5,2,2
0.821,0.812,10000,10,1.5,approval,0.0,5,2,2
0.851,0.748,10000,10,1.5,plurality,0.0,5,2,2
0.693,0.703,10000,10,1.5,majority,0.0,5,2,2
0.954,0.776,10000,10,1.5,approval,0.0,5,2,2
0.701,0.735,10000,10,1.5,plurality,0.0,5,2,2
0.705,0.762,10000,10,1.5,majority,0.0,5,2,2
0.909,0.768,10000,10,1.5,approval,0.0,5,2,2
0.857,0.744,10000,10,1.5,plurality,0.0,5,2,2
0.822,0.801,10000,10,1.5,majority,0.0,5,2,2
0.873,0.765,10000,10,1.5,approval,0.0,5,2,2
0.858,0.775,10000,10,1.5,plurality,0.0,5,2,2
0.801,0.753,10000,10,1.5,majority,0.0,5,2,2
0.982,0.822,10000,10,1.5,approval,0.0,5,2,2
0.839,0.75,10000,10,1.5,plurality,0.0,5,2,2
0.66,0.68,10000,10,1.5,majority,0.0,5,2,2
1.153,0.936,10000,10,1.5,approval,0.0,5,2,2
0.794,0.744,10000,10,1.5,plurality,0.0,5,2,2
0.637,0.775,10000,10,1.5,majority,0.0,5,2,2
1.031,0.839,10000,10,1.5,approval,0.0,5,2,2
0.838,0.793,10000,10,1.5,plurality,0.0,5,2,2
0.883,0.81,10000,10,1.5,majority,0.0,5,2,2
0.852,0.73,10000,10,1.5,approval,0.0,5,2,2
0.781,0.756,10000,10,1.5,plurality,0.0,5,2,2
1.009,0.925,10000,10,1.5,majority,0.0,5,2,2
1.057,0.892,10000,10,1.5,approval,0.0,5,2,2
0.777,0.78,10000,10,1.5,plurality,0.0,5,2,2
0.746,0.753,10000,10,1.5,majority,0.0,5,2,2
0.966,0.772,10000,10,1.5,approval,0.0,5,2,2
0.78,0.817,10000,10,1.5,plurality,0.0,5,2,2
0.846,0.799,10000,10,1.5,majority,0.0,5,2,2
0.937,0.871,10000,10,1.5,approval,0.0,5,2,2
0.744,0.787,10000,10,1.5,plurality,0.0,5,2,2
0.895,0.883,10000,10,1.5,majority,0.0,5,2,2
0.944,0.825,10000,10,1.5,approval,0.0,5,2,2
0.873,0.748,10000,10,1.5,plurality,0.0,5,2,2
0.826,0.763,10000,10,1.5,majority,0.0,5,2,2
0.998,0.854,10000,10,1.5,approval,0.0,5,2,2
0.943,0.753,10000,10,1.5,plurality,0.0,5,2,2
0.757,0.89,10000,10,1.5,majority,0.0,5,2,2
1.126,0.889,10000,10,1.5,approval,0.0,5,2,2
0.661,0.785,10000,10,1.5,plurality,0.0,5,2,2
0.77,0.792,10000,10,1.5,majority,0.0,5,2,2
0.833,0.815,10000,10,1.5,approval,0.0,5,2,2
0.849,0.797,10000,10,1.5,plurality,0.0,5,2,2
0.546,0.639,10000,10,1.5,majority,0.0,5,2,2
0.887,0.76,10000,10,1.5,approval,0.0,5,2,2
0.831,0.737,10000,10,1.5,plurality,0.0,5,2,2
1.03,0.874,10000,10,1.5,majority,0.0,5,2,2
1.011,0.814,10000,10,1.5,approval,0.0,5,2,2
0.866,0.741,10000,10,1.5,plurality,0.0,5,2,2
0.867,0.889,10000,10,1.5,majority,0.0,5,2,2
0.936,0.792,10000,10,1.5,approval,0.0,5,2,2
0.78,0.779,10000,10,1.5,plurality,0.0,5,2,2
0.63,0.653,10000,10,1.5,majority,0.0,5,2,2
0.794,0.781,10000,10,1.5,approval,0.0,5,2,2
1.021,0.839,10000,10,1.5,plurality,0.0,5,2,2
0.921,0.796,10000,10,1.5,majority,0.0,5,2,2
0.986,0.777,10000,10,1.5,approval,0.0,5,2,2
0.817,0.743,10000,10,1.5,plurality,0.0,5,2,2
0.781,0.707,10000,10,1.5,majority,0.0,5,2,2
0.868,0.804,10000,10,1.5,approval,0.0,5,2,2
0.967,0.856,10000,10,1.5,plurality,0.0,5,2,2
0.773,0.73,10000,10,1.5,majority,0.0,5,2,2
1.169,0.962,10000,10,1.5,approval,0.0,5,2,2
0.737,0.772,10000,10,1.5,plurality,0.0,5,2,2
0.77,0.659,10000,10,1.5,majority,0.0,5,2,2
0.976,0.847,10000,10,1.5,approval,0.0,5,2,2
0.73,0.751,10000,10,1.5,plurality,0.0,5,2,2
0.631,0.668,10000,10,1.5,majority,0.0,5,2,2
0.797,0.786,10000,10,1.5,approval,0.0,5,2,2
0.801,0.761,10000,10,1.5,plurality,0.0,5,2,2
0.998,0.971,10000,10,1.5,majority,0.0,5,2,2
1.002,0.777,10000,10,1.5,approval,0.0,5,2,2
0.79,0.847,10000,10,1.5,plurality,0.0,5,2,2
0.802,0.711,10000,10,1.5,majority,0.0,5,2,2
1.006,0.824,10000,10,1.5,approval,0.0,5,2,2
0.811,0.75,10000,10,1.5,plurality,0.0,5,2,2
0.791,0.766,10000,10,1.5,majority,0.0,5,2,2
1.002,0.772,10000,10,1.5,approval,0.0,5,2,2
0.727,0.734,10000,10,1.5,plurality,0.0,5,2,2
0.631,0.696,10000,10,1.5,majority,0.0,5,2,2
0.953,0.808,10000,10,1.5,approval,0.0,5,2,2
0.799,0.734,10000,10,1.5,plurality,0.0,5,2,2
0.507,0.576,10000,10,1.5,majority,0.0,5,2,2
1.017,0.858,10000,10,1.5,approval,0.0,5,2,2
0.677,0.758,10000,10,1.5,plurality,0.0,5,2,2
0.865,0.858,10000,10,1.5,majority,0.0,5,2,2
0.775,0.735,10000,10,1.5,approval,0.0,5,2,2
0.644,0.75,10000,10,1.5,plurality,0.0,5,2,2
0.593,0.616,10000,10,1.5,majority,0.0,5,2,2
0.818,0.816,10000,10,1.5,approval,0.0,5,2,2
0.96,0.744,10000,10,1.5,plurality,0.0,5,2,2
0.974,0.928,10000,10,1.5,majority,0.0,5,2,2
1.008,0.794,10000,10,1.5,approval,0.0,5,2,2
0.754,0.744,10000,10,1.5,plurality,0.0,5,2,2
0.719,0.734,10000,10,1.5,majority,0.0,5,2,2
0.795,0.775,10000,10,1.5,approval,0.0,5,2,2
0.943,0.768,10000,10,1.5,plurality,0.0,5,2,2
0.723,0.711,10000,10,1.5,majority,0.0,5,2,2
0.832,0.774,10000,10,1.5,approval,0.0,5,2,2
0.852,0.784,10000,10,1.5,plurality,0.0,5,2,2
0.757,0.786,10000,10,1.5,majority,0.0,5,2,2
0.853,0.8,10000,10,1.5,approval,0.0,5,2,2
1.022,0.879,10000,10,1.5,plurality,0.0,5,2,2
0.621,0.619,10000,10,1.5,majority,0.0,5,2,2
1.016,0.853,10000,10,1.5,approval,0.0,5,2,2
0.768,0.735,10000,10,1.5,plurality,0.0,5,2,2
0.803,0.834,10000,10,1.5,majority,0.0,5,2,2
1.027,0.847,10000,10,1.5,approval,0.0,5,2,2
0.838,0.736,10000,10,1.5,plurality,0.0,5,2,2
0.958,0.765,10000,10,1.5,majority,0.0,5,2,2
0.956,0.787,10000,10,1.5,approval,0.0,5,2,2
0.836,0.812,10000,10,1.5,plurality,0.0,5,2,2
0.678,0.689,10000,10,1.5,majority,0.0,5,2,2
0.989,0.807,10000,10,1.5,approval,0.0,5,2,2
0.801,0.791,10000,10,1.5,plurality,0.0,5,2,2
0.675,0.692,10000,10,1.5,majority,0.0,5,2,2
0.797,0.725,10000,10,1.5,approval,0.0,5,2,2
0.735,0.758,10000,10,1.5,plurality,0.0,5,2,2
0.598,0.66,10000,10,1.5,majority,0.0,5,2,2
0.977,0.833,10000,10,1.5,approval,0.0,5,2,2
0.887,0.797,10000,10,1.5,plurality,0.0,5,2,2
0.965,0.911,10000,10,1.5,majority,0.0,5,2,2
0.896,0.744,10000,10,1.5,approval,0.0,5,2,2
0.678,0.73,10000,10,1.5,plurality,0.0,5,2,2
0.705,0.696,10000,10,1.5,majority,0.0,5,2,2
0.894,0.766,10000,10,1.5,approval,0.0,5,2,2
0.803,0.744,10000,10,1.5,plurality,0.0,5,2,2
0.877,0.858,10000,10,1.5,majority,0.0,5,2,2
0.813,0.784,10000,10,1.5,approval,0.0,5,2,2
0.987,0.745,10000,10,1.5,plurality,0.0,5,2,2
0.725,0.745,10000,10,1.5,majority,0.0,5,2,2
1.025,0.846,10000,10,1.5,approval,0.0,5,2,2
0.779,0.788,10000,10,1.5,plurality,0.0,5,2,2
0.656,0.669,10000,10,1.5,majority,0.0,5,2,2
1.018,0.822,10000,10,1.5,approval,0.0,5,2,2
0.889,0.842,10000,10,1.5,plurality,0.0,5,2,2
0.648,0.672,10000,10,1.5,majority,0.0,5,2,2
0.729,0.736,10000,10,1.5,approval,0.0,5,2,2
1.025,0.769,10000,10,1.5,plurality,0.0,5,2,2
0.604,0.688,10000,10,1.5,majority,0.0,5,2,2
0.972,0.815,10000,10,1.5,approval,0.0,5,2,2
0.779,0.746,10000,10,1.5,plurality,0.0,5,2,2
0.686,0.706,10000,10,1.5,majority,0.0,5,2,2
1.022,0.83,10000,10,1.5,approval,0.0,5,2,2
0.85,0.762,10000,10,1.5,plurality,0.0,5,2,2
0.77,0.798,10000,10,1.5,majority,0.0,5,2,2
1.009,0.827,10000,10,1.5,approval,0.0,5,2,2
0.67,0.753,10000,10,1.5,plurality,0.0,5,2,2
0.912,0.877,10000,10,1.5,majority,0.0,5,2,2
0.99,0.848,10000,10,1.5,approval,0.0,5,2,2
0.835,0.77,10000,10,1.5,plurality,0.0,5,2,2
0.655,0.657,10000,10,1.5,majority,0.0,5,2,2
0.868,0.778,10000,10,1.5,approval,0.0,5,2,2
0.797,0.772,10000,10,1.5,plurality,0.0,5,2,2
0.592,0.675,10000,10,1.5,majority,0.0,5,2,2
1.095,0.896,10000,10,1.5,approval,0.0,5,2,2
0.787,0.735,10000,10,1.5,plurality,0.0,5,2,2
0.712,0.757,10000,10,1.5,majority,0.0,5,2,2
0.93,0.769,10000,10,1.5,approval,0.0,5,2,2
0.882,0.784,10000,10,1.5,plurality,0.0,5,2,2
0.882,0.789,10000,10,1.5,majority,0.0,5,2,2
1.08,0.891,10000,10,1.5,approval,0.0,5,2,2
0.941,0.858,10000,10,1.5,plurality,0.0,5,2,2
0.728,0.769,10000,10,1.5,majority,0.0,5,2,2
0.726,0.752,10000,10,1.5,approval,0.0,5,2,2
0.73,0.747,10000,10,1.5,plurality,0.0,5,2,2
0.7,0.72,10000,10,1.5,majority,0.0,5,2,2
1.084,0.885,10000,10,1.5,approval,0.0,5,2,2
0.849,0.763,10000,10,1.5,plurality,0.0,5,2,2
0.768,0.773,10000,10,1.5,majority,0.0,5,2,2
0.998,0.782,10000,10,1.5,approval,0.0,5,2,2
0.808,0.746,10000,10,1.5,plurality,0.0,5,2,2
0.846,0.856,10000,10,1.5,majority,0.0,5,2,2
1.082,0.84,10000,10,1.5,approval,0.0,5,2,2
0.817,0.747,10000,10,1.5,plurality,0.0,5,2,2
0.99,0.833,10000,10,1.5,majority,0.0,5,2,2
0.765,0.733,10000,10,1.5,approval,0.0,5,2,2
0.94,0.811,10000,10,1.5,plurality,0.0,5,2,2
0.765,0.783,10000,10,1.5,majority,0.0,5,2,2
0.834,0.734,10000,10,1.5,approval,0.0,5,2,2
0.96,0.753,10000,10,1.5,plurality,0.0,5,2,2
0.607,0.63,10000,10,1.5,majority,0.0,5,2,2
1.012,0.831,10000,10,1.5,approval,0.0,5,2,2
0.683,0.734,10000,10,1.5,plurality,0.0,5,2,2
0.681,0.643,10000,10,1.5,majority,0.0,5,2,2
0.939,0.77,10000,10,1.5,approval,0.0,5,2,2
0.785,0.782,10000,10,1.5,plurality,0.0,5,2,2
0.989,0.937,10000,10,1.5,majority,0.0,5,2,2
0.832,0.757,10000,10,1.5,approval,0.0,5,2,2
0.767,0.74,10000,10,1.5,plurality,0.0,5,2,2
0.727,0.707,10000,10,1.5,majority,0.0,5,2,2
0.988,0.792,10000,10,1.5,approval,0.0,5,2,2
0.81,0.829,10000,10,1.5,plurality,0.0,5,2,2
0.894,0.833,10000,10,1.5,majority,0.0,5,2,2
1.02,0.837,10000,10,1.5,approval,0.0,5,2,2
0.803,0.771,10000,10,1.5,plurality,0.0,5,2,2
0.841,0.823,10000,10,1.5,majority,0.0,5,2,2
0.905,0.801,10000,10,1.5,approval,0.0,5,2,2
0.758,0.781,10000,10,1.5,plurality,0.0,5,2,2
0.747,0.75,10000,10,1.5,majority,0.0,5,2,2
0.942,0.766,10000,10,1.5,approval,0.0,5,2,2
1.038,0.819,10000,10,1.5,plurality,0.0,5,2,2
0.768,0.726,10000,10,1.5,majority,0.0,5,2,2
0.807,0.744,10000,10,1.5,approval,0.0,5,2,2
1.005,0.79,10000,10,1.5,plurality,0.0,5,2,2
0.625,0.681,10000,10,1.5,majority,0.0,5,2,2
0.943,0.754,10000,10,1.5,approval,0.0,5,2,2
0.836,0.784,10000,10,1.5,plurality,0.0,5,2,2
0.798,0.837,10000,10,1.5,majority,0.0,5,2,2
0.996,0.807,10000,10,1.5,approval,0.0,5,2,2
0.695,0.732,10000,10,1.5,plurality,0.0,5,2,2
0.692,0.7,10000,10,1.5,majority,0.0,5,2,2
0.846,0.773,10000,10,1.5,approval,0.0,5,2,2
0.742,0.75,10000,10,1.5,plurality,0.0,5,2,2
0.828,0.767,10000,10,1.5,majority,0.0,5,2,2
0.905,0.761,10000,10,1.5,approval,0.0,5,2,2
0.729,0.751,10000,10,1.5,plurality,0.0,5,2,2
0.777,0.791,10000,10,1.5,majority,0.0,5,2,2
1.071,0.873,10000,10,1.5,approval,0.0,5,2,2
0.718,0.734,10000,10,1.5,plurality,0.0,5,2,2
0.633,0.683,10000,10,1.5,majority,0.0,5,2,2
1.045,0.897,10000,10,1.5,approval,0.0,5,2,2
0.728,0.786,10000,10,1.5,plurality,0.0,5,2,2
0.701,0.72,10000,10,1.5,majority,0.0,5,2,2
0.87,0.794,10000,10,1.5,approval,0.0,5,2,2
0.79,0.746,10000,10,1.5,plurality,0.0,5,2,2
0.584,0.632,10000,10,1.5,majority,0.0,5,2,2
0.928,0.777,10000,10,1.5,approval,0.0,5,2,2
0.712,0.734,10000,10,1.5,plurality,0.0,5,2,2
0.85,0.826,10000,10,1.5,majority,0.0,5,2,2
0.818,0.768,10000,10,1.5,approval,0.0,5,2,2
0.807,0.741,10000,10,1.5,plurality,0.0,5,2,2
0.677,0.714,10000,10,1.5,majority,0.0,5,2,2
0.962,0.796,10000,10,1.5,approval,0.0,5,2,2
0.723,0.755,10000,10,1.5,plurality,0.0,5,2,2
0.984,0.809,10000,10,1.5,majority,0.0,5,2,2
0.941,0.791,10000,10,1.5,approval,0.0,5,2,2
0.888,0.744,10000,10,1.5,plurality,0.0,5,2,2
0.74,0.775,10000,10,1.5,majority,0.0,5,2,2
0.94,0.768,10000,10,1.5,approval,0.0,5,2,2
0.69,0.786,10000,10,1.5,plurality,0.0,5,2,2
0.906,0.826,10000,10,1.5,majority,0.0,5,2,2
0.902,0.808,10000,10,1.5,approval,0.0,5,2,2
0.769,0.735,10000,10,1.5,plurality,0.0,5,2,2
0.672,0.667,10000,10,1.5,majority,0.0,5,2,2
0.952,0.762,10000,10,1.5,approval,0.0,5,2,2
0.719,0.751,10000,10,1.5,plurality,0.0,5,2,2
0.737,0.705,10000,10,1.5,majority,0.0,5,2,2
1.052,0.838,10000,10,1.5,approval,0.0,5,2,2
0.803,0.736,10000,10,1.5,plurality,0.0,5,2,2
1.005,0.841,10000,10,1.5,majority,0.0,5,2,2
1.135,0.962,10000,10,1.5,approval,0.0,5,2,2
0.824,0.779,10000,10,1.5,plurality,0.0,5,2,2
0.707,0.676,10000,10,1.5,majority,0.0,5,2,2
1.054,0.84,10000,10,1.5,approval,0.0,5,2,2
0.721,0.761,10000,10,1.5,plurality,0.0,5,2,2
0.897,0.881,10000,10,1.5,majority,0.0,5,2,2
0.839,0.781,10000,10,1.5,approval,0.0,5,2,2
0.872,0.779,10000,10,1.5,plurality,0.0,5,2,2
0.738,0.735,10000,10,1.5,majority,0.0,5,2,2
0.996,0.789,10000,10,1.5,approval,0.0,5,2,2
0.946,0.762,10000,10,1.5,plurality,0.0,5,2,2
0.834,0.785,10000,10,1.5,majority,0.0,5,2,2
0.982,0.801,10000,10,1.5,approval,0.0,5,2,2
0.936,0.822,10000,10,1.5,plurality,0.0,5,2,2
0.749,0.759,10000,10,1.5,majority,0.0,5,2,2
0.79,0.755,10000,10,1.5,approval,0.0,5,2,2
0.798,0.74,10000,10,1.5,plurality,0.0,5,2,2
0.742,0.742,10000,10,1.5,majority,0.0,5,2,2
0.852,0.763,10000,10,1.5,approval,0.0,5,2,2
0.751,0.744,10000,10,1.5,plurality,0.0,5,2,2
0.719,0.76,10000,10,1.5,majority,0.0,5,2,2
0.752,0.72,10000,10,1.5,approval,0.0,5,2,2
0.92,0.834,10000,10,1.5,plurality,0.0,5,2,2
0.946,0.831,10000,10,1.5,majority,0.0,5,2,2
0.817,0.743,10000,10,1.5,approval,0.0,5,2,2
0.834,0.856,10000,10,1.5,plurality,0.0,5,2,2
0.963,0.84,10000,10,1.5,majority,0.0,5,2,2
1.064,0.863,10000,10,1.5,approval,0.0,5,2,2
0.661,0.731,10000,10,1.5,plurality,0.0,5,2,2
0.744,0.771,10000,10,1.5,majority,0.0,5,2,2
0.955,0.796,10000,10,1.5,approval,0.0,5,2,2
0.964,0.819,10000,10,1.5,plurality,0.0,5,2,2
0.827,0.814,10000,10,1.5,majority,0.0,5,2,2
1.025,0.849,10000,10,1.5,approval,0.0,5,2,2
0.777,0.769,10000,10,1.5,plurality,0.0,5,2,2
0.607,0.668,10000,10,1.5,majority,0.0,5,2,2
0.852,0.784,10000,10,1.5,approval,0.0,5,2,2
0.706,0.759,10000,10,1.5,plurality,0.0,5,2,2
1.07,0.874,10000,10,1.5,majority,0.0,5,2,2
1.204,0.95,10000,10,1.5,approval,0.0,5,2,2
0.734,0.729,10000,10,1.5,plurality,0.0,5,2,2
0.812,0.749,10000,10,1.5,majority,0.0,5,2,2
0.906,0.766,10000,10,1.5,approval,0.0,5,2,2
0.821,0.737,10000,10,1.5,plurality,0.0,5,2,2
0.886,0.805,10000,10,1.5,majority,0.0,5,2,2
0.991,0.811,10000,10,1.5,approval,0.0,5,2,2
0.701,0.77,10000,10,1.5,plurality,0.0,5,2,2
0.828,0.876,10000,10,1.5,majority,0.0,5,2,2
0.796,0.733,10000,10,1.5,approval,0.0,5,2,2
0.904,0.747,10000,10,1.5,plurality,0.0,5,2,2
0.8,0.851,10000,10,1.5,majority,0.0,5,2,2
0.987,0.858,10000,10,1.5,approval,0.0,5,2,2
1.072,0.908,10000,10,1.5,plurality,0.0,5,2,2
0.673,0.758,10000,10,1.5,majority,0.0,5,2,2
0.961,0.771,10000,10,1.5,approval,0.0,5,2,2
0.809,0.77,10000,10,1.5,plurality,0.0,5,2,2
0.75,0.731,10000,10,1.5,majority,0.0,5,2,2
1.006,0.791,10000,10,1.5,approval,0.0,5,2,2
0.932,0.743,10000,10,1.5,plurality,0.0,5,2,2
0.803,0.765,10000,10,1.5,majority,0.0,5,2,2
0.843,0.749,10000,10,1.5,approval,0.0,5,2,2
0.877,0.748,10000,10,1.5,plurality,0.0,5,2,2
0.706,0.721,10000,10,1.5,majority,0.0,5,2,2
0.8,0.738,10000,10,1.5,approval,0.0,5,2,2
0.849,0.779,10000,10,1.5,plurality,0.0,5,2,2
0.817,0.772,10000,10,1.5,majority,0.0,5,2,2
0.972,0.796,10000,10,1.5,approval,0.0,5,2,2
0.749,0.741,10000,10,1.5,plurality,0.0,5,2,2
1.236,1.04,10000,10,1.5,majority,0.0,5,2,2
0.808,0.752,10000,10,1.5,approval,0.0,5,2,2
0.942,0.792,10000,10,1.5,plurality,0.0,5,2,2
0.773,0.841,10000,10,1.5,majority,0.0,5,2,2
1.059,0.853,10000,10,1.5,approval,0.0,5,2,2
1.0,0.747,10000,10,1.5,plurality,0.0,5,2,2
0.882,0.849,10000,10,1.5,majority,0.0,5,2,2
0.73,0.735,10000,10,1.5,approval,0.0,5,2,2
0.785,0.78,10000,10,1.5,plurality,0.0,5,2,2
0.745,0.772,10000,10,1.5,majority,0.0,5,2,2
0.972,0.833,10000,10,1.5,approval,0.0,5,2,2
0.745,0.732,10000,10,1.5,plurality,0.0,5,2,2
0.798,0.654,10000,10,1.5,majority,0.0,5,2,2
1.027,0.834,10000,10,1.5,approval,0.0,5,2,2
0.823,0.772,10000,10,1.5,plurality,0.0,5,2,2
0.719,0.639,10000,10,1.5,majority,0.0,5,2,2
0.898,0.757,10000,10,1.5,approval,0.0,5,2,2
0.826,0.779,10000,10,1.5,plurality,0.0,5,2,2
