,fairness,electorate_size,clusters,cluster_std,electoral_system,apathy_prob,candidates,issues
2777,1.066,25000,2,3,majority,0.0,9,22
2778,1.636,25000,2,3,majority,0.0,10,2
2779,1.107,25000,2,3,majority,0.0,10,12
2780,1.008,25000,2,3,majority,0.0,10,22
2781,0.749,25000,2,3,majority,0.01,2,2
2782,0.993,25000,2,3,majority,0.01,2,12
2783,1.067,25000,2,3,majority,0.01,2,22
2784,0.516,25000,2,3,majority,0.01,3,2
2785,1.11,25000,2,3,majority,0.01,3,12
2786,1.052,25000,2,3,majority,0.01,3,22
2787,0.782,25000,2,3,majority,0.01,4,2
2788,1.09,25000,2,3,majority,0.01,4,12
2789,0.973,25000,2,3,majority,0.01,4,22
2790,0.798,25000,2,3,majority,0.01,5,2
2791,0.844,25000,2,3,majority,0.01,5,12
2792,0.924,25000,2,3,majority,0.01,5,22
2793,0.546,25000,2,3,majority,0.01,6,2
2794,0.801,25000,2,3,majority,0.01,6,12
2795,1.002,25000,2,3,majority,0.01,6,22
2796,0.86,25000,2,3,majority,0.01,7,2
2797,1.163,25000,2,3,majority,0.01,7,12
2798,1.045,25000,2,3,majority,0.01,7,22
2799,1.071,25000,2,3,majority,0.01,8,2
2800,1.052,25000,2,3,majority,0.01,8,12
2801,1.029,25000,2,3,majority,0.01,8,22
2802,1.469,25000,2,3,majority,0.01,9,2
2803,0.871,25000,2,3,majority,0.01,9,12
2804,1.046,25000,2,3,majority,0.01,9,22
2805,1.271,25000,2,3,majority,0.01,10,2
2806,1.163,25000,2,3,majority,0.01,10,12
2807,0.925,25000,2,3,majority,0.01,10,22
2808,0.925,25000,2,3,majority,0.05,2,2
2809,0.89,25000,2,3,majority,0.05,2,12
2810,0.85,25000,2,3,majority,0.05,2,22
2811,1.19,25000,2,3,majority,0.05,3,2
2812,1.02,25000,2,3,majority,0.05,3,12
2813,0.91,25000,2,3,majority,0.05,3,22
2814,1.016,25000,2,3,majority,0.05,4,2
2815,0.737,25000,2,3,majority,0.05,4,12
2816,0.899,25000,2,3,majority,0.05,4,22
2817,0.917,25000,2,3,majority,0.05,5,2
2818,1.096,25000,2,3,majority,0.05,5,12
2819,0.918,25000,2,3,majority,0.05,5,22
2820,0.713,25000,2,3,majority,0.05,6,2
2821,0.878,25000,2,3,majority,0.05,6,12
2822,1.009,25000,2,3,majority,0.05,6,22
2823,1.165,25000,2,3,majority,0.05,7,2
2824,0.793,25000,2,3,majority,0.05,7,12
2825,0.986,25000,2,3,majority,0.05,7,22
2826,0.596,25000,2,3,majority,0.05,8,2
2827,0.873,25000,2,3,majority,0.05,8,12
2828,1.008,25000,2,3,majority,0.05,8,22
2829,1.36,25000,2,3,majority,0.05,9,2
2830,0.988,25000,2,3,majority,0.05,9,12
2831,1.052,25000,2,3,majority,0.05,9,22
2832,1.005,25000,2,3,majority,0.05,10,2
2833,0.983,25000,2,3,majority,0.05,10,12
2834,0.984,25000,2,3,majority,0.05,10,22
2835,0.616,25000,2,3,plurality,0.0,2,2
2836,0.743,25000,2,3,plurality,0.0,2,12
2837,0.898,25000,2,3,plurality,0.0,2,22
2838,1.2,25000,2,3,plurality,0.0,3,2
2839,1.058,25000,2,3,plurality,0.0,3,12
2840,0.968,25000,2,3,plurality,0.0,3,22
2841,0.935,25000,2,3,plurality,0.0,4,2
2842,0.919,25000,2,3,plurality,0.0,4,12
2843,1.06,25000,2,3,plurality,0.0,4,22
2844,1.014,25000,2,3,plurality,0.0,5,2
2845,0.971,25000,2,3,plurality,0.0,5,12
2846,0.952,25000,2,3,plurality,0.0,5,22
2847,0.517,25000,2,3,plurality,0.0,6,2
2848,0.966,25000,2,3,plurality,0.0,6,12
2849,1.002,25000,2,3,plurality,0.0,6,22
2850,1.446,25000,2,3,plurality,0.0,7,2
2851,0.971,25000,2,3,plurality,0.0,7,12
2852,1.179,25000,2,3,plurality,0.0,7,22
2853,0.539,25000,2,3,plurality,0.0,8,2
2854,1.019,25000,2,3,plurality,0.0,8,12
2855,1.07,25000,2,3,plurality,0.0,8,22
2856,0.908,25000,2,3,plurality,0.0,9,2
2857,0.851,25000,2,3,plurality,0.0,9,12
2858,0.998,25000,2,3,plurality,0.0,9,22
2859,0.921,25000,2,3,plurality,0.0,10,2
2860,1.155,25000,2,3,plurality,0.0,10,12
2861,0.884,25000,2,3,plurality,0.0,10,22
2862,1.365,25000,2,3,plurality,0.01,2,2
2863,0.916,25000,2,3,plurality,0.01,2,12
2864,0.964,25000,2,3,plurality,0.01,2,22
2865,1.028,25000,2,3,plurality,0.01,3,2
2866,1.184,25000,2,3,plurality,0.01,3,12
2867,1.038,25000,2,3,plurality,0.01,3,22
2868,1.457,25000,2,3,plurality,0.01,4,2
2869,1.059,25000,2,3,plurality,0.01,4,12
2870,0.957,25000,2,3,plurality,0.01,4,22
2871,1.153,25000,2,3,plurality,0.01,5,2
2872,0.921,25000,2,3,plurality,0.01,5,12
2873,0.861,25000,2,3,plurality,0.01,5,22
2874,0.718,25000,2,3,plurality,0.01,6,2
2875,0.973,25000,2,3,plurality,0.01,6,12
2876,1.043,25000,2,3,plurality,0.01,6,22
2877,1.132,25000,2,3,plurality,0.01,7,2
2878,0.925,25000,2,3,plurality,0.01,7,12
2879,1.082,25000,2,3,plurality,0.01,7,22
2880,0.943,25000,2,3,plurality,0.01,8,2
2881,1.138,25000,2,3,plurality,0.01,8,12
2882,1.128,25000,2,3,plurality,0.01,8,22
2883,0.812,25000,2,3,plurality,0.01,9,2
2884,1.0,25000,2,3,plurality,0.01,9,12
2885,1.098,25000,2,3,plurality,0.01,9,22
2886,1.039,25000,2,3,plurality,0.01,10,2
2887,1.154,25000,2,3,plurality,0.01,10,12
2888,1.0,25000,2,3,plurality,0.01,10,22
2889,1.225,25000,2,3,plurality,0.05,2,2
2890,1.155,25000,2,3,plurality,0.05,2,12
2891,1.028,25000,2,3,plurality,0.05,2,22
2892,1.261,25000,2,3,plurality,0.05,3,2
2893,0.826,25000,2,3,plurality,0.05,3,12
2894,0.937,25000,2,3,plurality,0.05,3,22
2895,0.952,25000,2,3,plurality,0.05,4,2
2896,1.232,25000,2,3,plurality,0.05,4,12
2897,0.944,25000,2,3,plurality,0.05,4,22
2898,0.871,25000,2,3,plurality,0.05,5,2
2899,1.001,25000,2,3,plurality,0.05,5,12
2900,0.927,25000,2,3,plurality,0.05,5,22
2901,0.832,25000,2,3,plurality,0.05,6,2
2902,1.066,25000,2,3,plurality,0.05,6,12
2903,0.97,25000,2,3,plurality,0.05,6,22
2904,1.059,25000,2,3,plurality,0.05,7,2
2905,0.828,25000,2,3,plurality,0.05,7,12
2906,1.129,25000,2,3,plurality,0.05,7,22
2907,1.022,25000,2,3,plurality,0.05,8,2
2908,0.895,25000,2,3,plurality,0.05,8,12
2909,1.104,25000,2,3,plurality,0.05,8,22
2910,0.798,25000,2,3,plurality,0.05,9,2
2911,0.953,25000,2,3,plurality,0.05,9,12
2912,1.114,25000,2,3,plurality,0.05,9,22
2913,0.962,25000,2,3,plurality,0.05,10,2
2914,0.85,25000,2,3,plurality,0.05,10,12
2915,1.023,25000,2,3,plurality,0.05,10,22
2916,1.185,25000,10,1,majority,0.0,2,2
2917,1.035,25000,10,1,majority,0.0,2,12
2918,0.997,25000,10,1,majority,0.0,2,22
2919,1.244,25000,10,1,majority,0.0,3,2
2920,1.095,25000,10,1,majority,0.0,3,12
2921,1.008,25000,10,1,majority,0.0,3,22
2922,1.432,25000,10,1,majority,0.0,4,2
2923,1.168,25000,10,1,majority,0.0,4,12
2924,1.092,25000,10,1,majority,0.0,4,22
2925,1.284,25000,10,1,majority,0.0,5,2
2926,1.256,25000,10,1,majority,0.0,5,12
2927,1.396,25000,10,1,majority,0.0,5,22
2928,1.161,25000,10,1,majority,0.0,6,2
2929,1.218,25000,10,1,majority,0.0,6,12
2930,1.03,25000,10,1,majority,0.0,6,22
2931,1.944,25000,10,1,majority,0.0,7,2
2932,1.37,25000,10,1,majority,0.0,7,12
2933,1.462,25000,10,1,majority,0.0,7,22
2934,1.17,25000,10,1,majority,0.0,8,2
2935,1.337,25000,10,1,majority,0.0,8,12
2936,1.339,25000,10,1,majority,0.0,8,22
2937,1.447,25000,10,1,majority,0.0,9,2
2938,1.331,25000,10,1,majority,0.0,9,12
2939,1.314,25000,10,1,majority,0.0,9,22
2940,1.055,25000,10,1,majority,0.0,10,2
2941,1.571,25000,10,1,majority,0.0,10,12
2942,1.292,25000,10,1,majority,0.0,10,22
2943,1.131,25000,10,1,majority,0.01,2,2
2944,1.085,25000,10,1,majority,0.01,2,12
2945,0.976,25000,10,1,majority,0.01,2,22
2946,1.229,25000,10,1,majority,0.01,3,2
2947,0.979,25000,10,1,majority,0.01,3,12
2948,0.979,25000,10,1,majority,0.01,3,22
2949,1.102,25000,10,1,majority,0.01,4,2
2950,1.262,25000,10,1,majority,0.01,4,12
2951,1.102,25000,10,1,majority,0.01,4,22
2952,1.662,25000,10,1,majority,0.01,5,2
2953,1.427,25000,10,1,majority,0.01,5,12
2954,1.239,25000,10,1,majority,0.01,5,22
2955,1.171,25000,10,1,majority,0.01,6,2
2956,1.015,25000,10,1,majority,0.01,6,12
2957,1.214,25000,10,1,majority,0.01,6,22
2958,1.226,25000,10,1,majority,0.01,7,2
2959,1.253,25000,10,1,majority,0.01,7,12
2960,1.41,25000,10,1,majority,0.01,7,22
2961,2.07,25000,10,1,majority,0.01,8,2
2962,1.369,25000,10,1,majority,0.01,8,12
2963,1.424,25000,10,1,majority,0.01,8,22
2964,2.026,25000,10,1,majority,0.01,9,2
2965,1.327,25000,10,1,majority,0.01,9,12
2966,1.146,25000,10,1,majority,0.01,9,22
2967,1.06,25000,10,1,majority,0.01,10,2
2968,1.292,25000,10,1,majority,0.01,10,12
2969,1.298,25000,10,1,majority,0.01,10,22
2970,1.134,25000,10,1,majority,0.05,2,2
2971,1.041,25000,10,1,majority,0.05,2,12
2972,0.947,25000,10,1,majority,0.05,2,22
2973,1.081,25000,10,1,majority,0.05,3,2
2974,1.053,25000,10,1,majority,0.05,3,12
2975,1.003,25000,10,1,majority,0.05,3,22
2976,0.971,25000,10,1,majority,0.05,4,2
2977,1.034,25000,10,1,majority,0.05,4,12
2978,1.133,25000,10,1,majority,0.05,4,22
2979,1.324,25000,10,1,majority,0.05,5,2
2980,1.44,25000,10,1,majority,0.05,5,12
2981,1.08,25000,10,1,majority,0.05,5,22
2982,0.971,25000,10,1,majority,0.05,6,2
2983,1.435,25000,10,1,majority,0.05,6,12
2984,1.137,25000,10,1,majority,0.05,6,22
2985,0.927,25000,10,1,majority,0.05,7,2
2986,1.22,25000,10,1,majority,0.05,7,12
2987,1.17,25000,10,1,majority,0.05,7,22
2988,1.38,25000,10,1,majority,0.05,8,2
2989,1.301,25000,10,1,majority,0.05,8,12
2990,1.316,25000,10,1,majority,0.05,8,22
2991,1.512,25000,10,1,majority,0.05,9,2
2992,1.235,25000,10,1,majority,0.05,9,12
2993,1.178,25000,10,1,majority,0.05,9,22
2994,1.176,25000,10,1,majority,0.05,10,2
2995,1.393,25000,10,1,majority,0.05,10,12
2996,1.291,25000,10,1,majority,0.05,10,22
2997,1.068,25000,10,1,plurality,0.0,2,2
2998,1.035,25000,10,1,plurality,0.0,2,12
2999,1.01,25000,10,1,plurality,0.0,2,22
3000,1.191,25000,10,1,plurality,0.0,3,2
3001,1.023,25000,10,1,plurality,0.0,3,12
3002,1.015,25000,10,1,plurality,0.0,3,22
3003,1.21,25000,10,1,plurality,0.0,4,2
3004,1.125,25000,10,1,plurality,0.0,4,12
3005,1.079,25000,10,1,plurality,0.0,4,22
3006,1.426,25000,10,1,plurality,0.0,5,2
3007,1.069,25000,10,1,plurality,0.0,5,12
3008,1.092,25000,10,1,plurality,0.0,5,22
3009,1.596,25000,10,1,plurality,0.0,6,2
3010,1.024,25000,10,1,plurality,0.0,6,12
3011,1.064,25000,10,1,plurality,0.0,6,22
3012,1.377,25000,10,1,plurality,0.0,7,2
3013,1.167,25000,10,1,plurality,0.0,7,12
3014,1.076,25000,10,1,plurality,0.0,7,22
3015,1.139,25000,10,1,plurality,0.0,8,2
3016,1.181,25000,10,1,plurality,0.0,8,12
3017,1.202,25000,10,1,plurality,0.0,8,22
3018,1.428,25000,10,1,plurality,0.0,9,2
3019,1.165,25000,10,1,plurality,0.0,9,12
3020,1.175,25000,10,1,plurality,0.0,9,22
3021,1.549,25000,10,1,plurality,0.0,10,2
3022,1.143,25000,10,1,plurality,0.0,10,12
3023,1.34,25000,10,1,plurality,0.0,10,22
3024,1.021,25000,10,1,plurality,0.01,2,2
3025,0.988,25000,10,1,plurality,0.01,2,12
3026,1.011,25000,10,1,plurality,0.01,2,22
3027,1.194,25000,10,1,plurality,0.01,3,2
3028,1.073,25000,10,1,plurality,0.01,3,12
3029,1.089,25000,10,1,plurality,0.01,3,22
3030,1.382,25000,10,1,plurality,0.01,4,2
3031,1.142,25000,10,1,plurality,0.01,4,12
3032,1.076,25000,10,1,plurality,0.01,4,22
3033,1.339,25000,10,1,plurality,0.01,5,2
3034,1.071,25000,10,1,plurality,0.01,5,12
3035,1.037,25000,10,1,plurality,0.01,5,22
3036,1.303,25000,10,1,plurality,0.01,6,2
3037,1.133,25000,10,1,plurality,0.01,6,12
3038,1.032,25000,10,1,plurality,0.01,6,22
3039,1.387,25000,10,1,plurality,0.01,7,2
3040,1.234,25000,10,1,plurality,0.01,7,12
3041,1.076,25000,10,1,plurality,0.01,7,22
3042,0.874,25000,10,1,plurality,0.01,8,2
3043,1.151,25000,10,1,plurality,0.01,8,12
3044,1.182,25000,10,1,plurality,0.01,8,22
3045,1.106,25000,10,1,plurality,0.01,9,2
3046,1.19,25000,10,1,plurality,0.01,9,12
3047,1.141,25000,10,1,plurality,0.01,9,22
3048,1.271,25000,10,1,plurality,0.01,10,2
3049,1.34,25000,10,1,plurality,0.01,10,12
3050,1.395,25000,10,1,plurality,0.01,10,22
3051,1.083,25000,10,1,plurality,0.05,2,2
3052,1.053,25000,10,1,plurality,0.05,2,12
3053,1.02,25000,10,1,plurality,0.05,2,22
3054,1.212,25000,10,1,plurality,0.05,3,2
3055,1.065,25000,10,1,plurality,0.05,3,12
3056,1.041,25000,10,1,plurality,0.05,3,22
3057,1.079,25000,10,1,plurality,0.05,4,2
3058,1.126,25000,10,1,plurality,0.05,4,12
3059,1.067,25000,10,1,plurality,0.05,4,22
3060,1.188,25000,10,1,plurality,0.05,5,2
3061,1.082,25000,10,1,plurality,0.05,5,12
3062,1.086,25000,10,1,plurality,0.05,5,22
3063,1.225,25000,10,1,plurality,0.05,6,2
3064,1.075,25000,10,1,plurality,0.05,6,12
3065,1.046,25000,10,1,plurality,0.05,6,22
3066,0.997,25000,10,1,plurality,0.05,7,2
3067,1.249,25000,10,1,plurality,0.05,7,12
3068,1.116,25000,10,1,plurality,0.05,7,22
3069,1.078,25000,10,1,plurality,0.05,8,2
3070,1.2,25000,10,1,plurality,0.05,8,12
3071,1.153,25000,10,1,plurality,0.05,8,22
3072,1.285,25000,10,1,plurality,0.05,9,2
3073,1.311,25000,10,1,plurality,0.05,9,12
3074,1.144,25000,10,1,plurality,0.05,9,22
3075,1.445,25000,10,1,plurality,0.05,10,2
3076,1.132,25000,10,1,plurality,0.05,10,12
3077,1.291,25000,10,1,plurality,0.05,10,22
3078,1.096,25000,10,2,majority,0.0,2,2
3079,1.029,25000,10,2,majority,0.0,2,12
3080,1.003,25000,10,2,majority,0.0,2,22
3081,1.307,25000,10,2,majority,0.0,3,2
3082,1.019,25000,10,2,majority,0.0,3,12
3083,0.994,25000,10,2,majority,0.0,3,22
3084,1.216,25000,10,2,majority,0.0,4,2
3085,1.069,25000,10,2,majority,0.0,4,12
3086,1.066,25000,10,2,majority,0.0,4,22
3087,1.398,25000,10,2,majority,0.0,5,2
3088,1.242,25000,10,2,majority,0.0,5,12
3089,1.034,25000,10,2,majority,0.0,5,22
3090,1.023,25000,10,2,majority,0.0,6,2
3091,1.128,25000,10,2,majority,0.0,6,12
3092,1.338,25000,10,2,majority,0.0,6,22
3093,1.47,25000,10,2,majority,0.0,7,2
3094,1.461,25000,10,2,majority,0.0,7,12
3095,1.215,25000,10,2,majority,0.0,7,22
3096,1.767,25000,10,2,majority,0.0,8,2
3097,1.241,25000,10,2,majority,0.0,8,12
3098,1.3,25000,10,2,majority,0.0,8,22
3099,1.612,25000,10,2,majority,0.0,9,2
3100,1.331,25000,10,2,majority,0.0,9,12
3101,1.291,25000,10,2,majority,0.0,9,22
3102,1.316,25000,10,2,majority,0.0,10,2
3103,1.291,25000,10,2,majority,0.0,10,12
3104,1.353,25000,10,2,majority,0.0,10,22
3105,1.011,25000,10,2,majority,0.01,2,2
3106,1.01,25000,10,2,majority,0.01,2,12
3107,0.994,25000,10,2,majority,0.01,2,22
3108,1.294,25000,10,2,majority,0.01,3,2
3109,1.143,25000,10,2,majority,0.01,3,12
3110,1.062,25000,10,2,majority,0.01,3,22
3111,1.347,25000,10,2,majority,0.01,4,2
3112,1.033,25000,10,2,majority,0.01,4,12
3113,1.388,25000,10,2,majority,0.01,4,22
3114,1.344,25000,10,2,majority,0.01,5,2
3115,1.147,25000,10,2,majority,0.01,5,12
3116,1.152,25000,10,2,majority,0.01,5,22
3117,1.416,25000,10,2,majority,0.01,6,2
3118,1.133,25000,10,2,majority,0.01,6,12
3119,1.286,25000,10,2,majority,0.01,6,22
3120,1.748,25000,10,2,majority,0.01,7,2
3121,1.249,25000,10,2,majority,0.01,7,12
3122,1.167,25000,10,2,majority,0.01,7,22
3123,1.356,25000,10,2,majority,0.01,8,2
3124,1.229,25000,10,2,majority,0.01,8,12
3125,1.466,25000,10,2,majority,0.01,8,22
3126,1.016,25000,10,2,majority,0.01,9,2
3127,1.506,25000,10,2,majority,0.01,9,12
3128,1.124,25000,10,2,majority,0.01,9,22
3129,1.101,25000,10,2,majority,0.01,10,2
3130,1.373,25000,10,2,majority,0.01,10,12
3131,1.371,25000,10,2,majority,0.01,10,22
3132,1.056,25000,10,2,majority,0.05,2,2
3133,1.0,25000,10,2,majority,0.05,2,12
3134,1.013,25000,10,2,majority,0.05,2,22
3135,1.4,25000,10,2,majority,0.05,3,2
3136,1.035,25000,10,2,majority,0.05,3,12
3137,1.021,25000,10,2,majority,0.05,3,22
3138,1.44,25000,10,2,majority,0.05,4,2
3139,1.09,25000,10,2,majority,0.05,4,12
3140,1.098,25000,10,2,majority,0.05,4,22
3141,1.426,25000,10,2,majority,0.05,5,2
3142,1.196,25000,10,2,majority,0.05,5,12
3143,1.261,25000,10,2,majority,0.05,5,22
3144,1.391,25000,10,2,majority,0.05,6,2
3145,1.202,25000,10,2,majority,0.05,6,12
3146,1.181,25000,10,2,majority,0.05,6,22
3147,1.418,25000,10,2,majority,0.05,7,2
3148,1.342,25000,10,2,majority,0.05,7,12
3149,1.272,25000,10,2,majority,0.05,7,22
3150,1.623,25000,10,2,majority,0.05,8,2
3151,1.33,25000,10,2,majority,0.05,8,12
3152,1.298,25000,10,2,majority,0.05,8,22
3153,1.116,25000,10,2,majority,0.05,9,2
3154,1.246,25000,10,2,majority,0.05,9,12
3155,1.391,25000,10,2,majority,0.05,9,22
3156,1.675,25000,10,2,majority,0.05,10,2
3157,1.316,25000,10,2,majority,0.05,10,12
3158,1.418,25000,10,2,majority,0.05,10,22
3159,1.195,25000,10,2,plurality,0.0,2,2
3160,0.976,25000,10,2,plurality,0.0,2,12
3161,0.977,25000,10,2,plurality,0.0,2,22
3162,1.085,25000,10,2,plurality,0.0,3,2
3163,1.077,25000,10,2,plurality,0.0,3,12
3164,1.02,25000,10,2,plurality,0.0,3,22
3165,1.285,25000,10,2,plurality,0.0,4,2
3166,1.022,25000,10,2,plurality,0.0,4,12
3167,1.061,25000,10,2,plurality,0.0,4,22
3168,1.078,25000,10,2,plurality,0.0,5,2
3169,1.094,25000,10,2,plurality,0.0,5,12
3170,1.088,25000,10,2,plurality,0.0,5,22
3171,1.281,25000,10,2,plurality,0.0,6,2
3172,1.191,25000,10,2,plurality,0.0,6,12
3173,1.096,25000,10,2,plurality,0.0,6,22
3174,1.02,25000,10,2,plurality,0.0,7,2
3175,1.118,25000,10,2,plurality,0.0,7,12
3176,1.086,25000,10,2,plurality,0.0,7,22
3177,1.083,25000,10,2,plurality,0.0,8,2
3178,1.212,25000,10,2,plurality,0.0,8,12
3179,1.123,25000,10,2,plurality,0.0,8,22
3180,1.393,25000,10,2,plurality,0.0,9,2
3181,1.17,25000,10,2,plurality,0.0,9,12
3182,1.128,25000,10,2,plurality,0.0,9,22
3183,1.188,25000,10,2,plurality,0.0,10,2
3184,1.278,25000,10,2,plurality,0.0,10,12
3185,1.356,25000,10,2,plurality,0.0,10,22
3186,1.152,25000,10,2,plurality,0.01,2,2
3187,0.973,25000,10,2,plurality,0.01,2,12
3188,0.975,25000,10,2,plurality,0.01,2,22
3189,1.185,25000,10,2,plurality,0.01,3,2
3190,1.014,25000,10,2,plurality,0.01,3,12
3191,1.096,25000,10,2,plurality,0.01,3,22
3192,1.094,25000,10,2,plurality,0.01,4,2
3193,1.008,25000,10,2,plurality,0.01,4,12
3194,1.024,25000,10,2,plurality,0.01,4,22
3195,1.029,25000,10,2,plurality,0.01,5,2
3196,1.147,25000,10,2,plurality,0.01,5,12
3197,1.073,25000,10,2,plurality,0.01,5,22
3198,0.992,25000,10,2,plurality,0.01,6,2
3199,1.212,25000,10,2,plurality,0.01,6,12
3200,1.118,25000,10,2,plurality,0.01,6,22
3201,1.463,25000,10,2,plurality,0.01,7,2
3202,1.066,25000,10,2,plurality,0.01,7,12
3203,1.096,25000,10,2,plurality,0.01,7,22
3204,1.07,25000,10,2,plurality,0.01,8,2
3205,1.115,25000,10,2,plurality,0.01,8,12
3206,1.181,25000,10,2,plurality,0.01,8,22
3207,1.148,25000,10,2,plurality,0.01,9,2
3208,1.183,25000,10,2,plurality,0.01,9,12
3209,1.246,25000,10,2,plurality,0.01,9,22
3210,1.112,25000,10,2,plurality,0.01,10,2
3211,1.411,25000,10,2,plurality,0.01,10,12
3212,1.164,25000,10,2,plurality,0.01,10,22
3213,1.087,25000,10,2,plurality,0.05,2,2
3214,1.026,25000,10,2,plurality,0.05,2,12
3215,1.043,25000,10,2,plurality,0.05,2,22
3216,1.068,25000,10,2,plurality,0.05,3,2
3217,0.964,25000,10,2,plurality,0.05,3,12
3218,1.065,25000,10,2,plurality,0.05,3,22
3219,1.317,25000,10,2,plurality,0.05,4,2
3220,1.085,25000,10,2,plurality,0.05,4,12
3221,1.045,25000,10,2,plurality,0.05,4,22
3222,1.29,25000,10,2,plurality,0.05,5,2
3223,1.129,25000,10,2,plurality,0.05,5,12
3224,1.112,25000,10,2,plurality,0.05,5,22
3225,1.277,25000,10,2,plurality,0.05,6,2
3226,1.098,25000,10,2,plurality,0.05,6,12
3227,1.06,25000,10,2,plurality,0.05,6,22
3228,1.496,25000,10,2,plurality,0.05,7,2
3229,1.194,25000,10,2,plurality,0.05,7,12
3230,1.18,25000,10,2,plurality,0.05,7,22
3231,1.631,25000,10,2,plurality,0.05,8,2
3232,1.161,25000,10,2,plurality,0.05,8,12
3233,1.104,25000,10,2,plurality,0.05,8,22
3234,1.113,25000,10,2,plurality,0.05,9,2
3235,1.096,25000,10,2,plurality,0.05,9,12
3236,1.175,25000,10,2,plurality,0.05,9,22
3237,1.404,25000,10,2,plurality,0.05,10,2
3238,1.003,25000,10,2,plurality,0.05,10,12
3239,1.396,25000,10,2,plurality,0.05,10,22
3240,1.12,25000,10,3,majority,0.0,2,2
3241,1.033,25000,10,3,majority,0.0,2,12
3242,0.978,25000,10,3,majority,0.0,2,22
3243,1.148,25000,10,3,majority,0.0,3,2
3244,1.055,25000,10,3,majority,0.0,3,12
3245,1.011,25000,10,3,majority,0.0,3,22
3246,1.404,25000,10,3,majority,0.0,4,2
3247,1.085,25000,10,3,majority,0.0,4,12
3248,1.002,25000,10,3,majority,0.0,4,22
3249,1.29,25000,10,3,majority,0.0,5,2
3250,1.139,25000,10,3,majority,0.0,5,12
3251,1.078,25000,10,3,majority,0.0,5,22
3252,1.032,25000,10,3,majority,0.0,6,2
3253,1.149,25000,10,3,majority,0.0,6,12
3254,1.07,25000,10,3,majority,0.0,6,22
3255,1.091,25000,10,3,majority,0.0,7,2
3256,1.159,25000,10,3,majority,0.0,7,12
3257,1.169,25000,10,3,majority,0.0,7,22
3258,1.378,25000,10,3,majority,0.0,8,2
3259,1.362,25000,10,3,majority,0.0,8,12
3260,1.123,25000,10,3,majority,0.0,8,22
3261,1.038,25000,10,3,majority,0.0,9,2
3262,1.157,25000,10,3,majority,0.0,9,12
3263,1.216,25000,10,3,majority,0.0,9,22
3264,1.124,25000,10,3,majority,0.0,10,2
3265,1.124,25000,10,3,majority,0.0,10,12
3266,1.178,25000,10,3,majority,0.0,10,22
3267,1.05,25000,10,3,majority,0.01,2,2
3268,1.04,25000,10,3,majority,0.01,2,12
3269,0.979,25000,10,3,majority,0.01,2,22
3270,1.112,25000,10,3,majority,0.01,3,2
3271,1.203,25000,10,3,majority,0.01,3,12
3272,1.044,25000,10,3,majority,0.01,3,22
3273,1.298,25000,10,3,majority,0.01,4,2
3274,1.141,25000,10,3,majority,0.01,4,12
3275,1.018,25000,10,3,majority,0.01,4,22
3276,1.095,25000,10,3,majority,0.01,5,2
3277,1.21,25000,10,3,majority,0.01,5,12
3278,1.136,25000,10,3,majority,0.01,5,22
3279,1.086,25000,10,3,majority,0.01,6,2
3280,1.117,25000,10,3,majority,0.01,6,12
3281,1.114,25000,10,3,majority,0.01,6,22
3282,1.265,25000,10,3,majority,0.01,7,2
3283,1.401,25000,10,3,majority,0.01,7,12
3284,1.244,25000,10,3,majority,0.01,7,22
3285,0.962,25000,10,3,majority,0.01,8,2
3286,1.253,25000,10,3,majority,0.01,8,12
3287,1.111,25000,10,3,majority,0.01,8,22
3288,1.228,25000,10,3,majority,0.01,9,2
3289,1.356,25000,10,3,majority,0.01,9,12
3290,1.217,25000,10,3,majority,0.01,9,22
3291,1.073,25000,10,3,majority,0.01,10,2
3292,1.304,25000,10,3,majority,0.01,10,12
3293,1.307,25000,10,3,majority,0.01,10,22
3294,1.095,25000,10,3,majority,0.05,2,2
3295,1.043,25000,10,3,majority,0.05,2,12
3296,0.995,25000,10,3,majority,0.05,2,22
3297,1.109,25000,10,3,majority,0.05,3,2
3298,1.013,25000,10,3,majority,0.05,3,12
3299,1.005,25000,10,3,majority,0.05,3,22
3300,1.137,25000,10,3,majority,0.05,4,2
3301,1.163,25000,10,3,majority,0.05,4,12
3302,1.105,25000,10,3,majority,0.05,4,22
3303,1.391,25000,10,3,majority,0.05,5,2
3304,1.263,25000,10,3,majority,0.05,5,12
3305,1.126,25000,10,3,majority,0.05,5,22
3306,1.369,25000,10,3,majority,0.05,6,2
3307,1.258,25000,10,3,majority,0.05,6,12
3308,1.278,25000,10,3,majority,0.05,6,22
3309,1.114,25000,10,3,majority,0.05,7,2
3310,1.169,25000,10,3,majority,0.05,7,12
3311,1.138,25000,10,3,majority,0.05,7,22
3312,1.277,25000,10,3,majority,0.05,8,2
3313,1.159,25000,10,3,majority,0.05,8,12
3314,1.193,25000,10,3,majority,0.05,8,22
3315,1.206,25000,10,3,majority,0.05,9,2
3316,1.169,25000,10,3,majority,0.05,9,12
3317,1.343,25000,10,3,majority,0.05,9,22
3318,1.038,25000,10,3,majority,0.05,10,2
3319,1.157,25000,10,3,majority,0.05,10,12
3320,1.257,25000,10,3,majority,0.05,10,22
3321,0.953,25000,10,3,plurality,0.0,2,2
3322,1.03,25000,10,3,plurality,0.0,2,12
3323,0.998,25000,10,3,plurality,0.0,2,22
3324,1.119,25000,10,3,plurality,0.0,3,2
