,fairness,electorate_size,clusters,cluster_std,electoral_system,apathy_prob,candidates,issues
1291,1.209,10000,10,2,plurality,0.05,9,12
1292,1.151,10000,10,2,plurality,0.05,9,22
1293,1.041,10000,10,2,plurality,0.05,10,2
1294,1.197,10000,10,2,plurality,0.05,10,12
1295,1.385,10000,10,2,plurality,0.05,10,22
1296,0.994,10000,10,3,majority,0.0,2,2
1297,0.969,10000,10,3,majority,0.0,2,12
1298,0.989,10000,10,3,majority,0.0,2,22
1299,1.24,10000,10,3,majority,0.0,3,2
1300,1.028,10000,10,3,majority,0.0,3,12
1301,1.048,10000,10,3,majority,0.0,3,22
1302,1.256,10000,10,3,majority,0.0,4,2
1303,1.061,10000,10,3,majority,0.0,4,12
1304,1.174,10000,10,3,majority,0.0,4,22
1305,1.254,10000,10,3,majority,0.0,5,2
1306,1.335,10000,10,3,majority,0.0,5,12
1307,1.27,10000,10,3,majority,0.0,5,22
1308,1.199,10000,10,3,majority,0.0,6,2
1309,1.446,10000,10,3,majority,0.0,6,12
1310,1.156,10000,10,3,majority,0.0,6,22
1311,1.187,10000,10,3,majority,0.0,7,2
1312,1.329,10000,10,3,majority,0.0,7,12
1313,1.14,10000,10,3,majority,0.0,7,22
1314,1.251,10000,10,3,majority,0.0,8,2
1315,1.135,10000,10,3,majority,0.0,8,12
1316,1.283,10000,10,3,majority,0.0,8,22
1317,1.548,10000,10,3,majority,0.0,9,2
1318,1.065,10000,10,3,majority,0.0,9,12
1319,1.295,10000,10,3,majority,0.0,9,22
1320,1.429,10000,10,3,majority,0.0,10,2
1321,1.124,10000,10,3,majority,0.0,10,12
1322,1.332,10000,10,3,majority,0.0,10,22
1323,1.135,10000,10,3,majority,0.01,2,2
1324,0.999,10000,10,3,majority,0.01,2,12
1325,1.005,10000,10,3,majority,0.01,2,22
1326,1.339,10000,10,3,majority,0.01,3,2
1327,1.141,10000,10,3,majority,0.01,3,12
1328,1.285,10000,10,3,majority,0.01,3,22
1329,1.411,10000,10,3,majority,0.01,4,2
1330,0.989,10000,10,3,majority,0.01,4,12
1331,1.189,10000,10,3,majority,0.01,4,22
1332,1.413,10000,10,3,majority,0.01,5,2
1333,1.298,10000,10,3,majority,0.01,5,12
1334,1.122,10000,10,3,majority,0.01,5,22
1335,1.342,10000,10,3,majority,0.01,6,2
1336,1.19,10000,10,3,majority,0.01,6,12
1337,1.163,10000,10,3,majority,0.01,6,22
1338,1.334,10000,10,3,majority,0.01,7,2
1339,1.195,10000,10,3,majority,0.01,7,12
1340,1.356,10000,10,3,majority,0.01,7,22
1341,1.022,10000,10,3,majority,0.01,8,2
1342,1.245,10000,10,3,majority,0.01,8,12
1343,1.293,10000,10,3,majority,0.01,8,22
1344,1.028,10000,10,3,majority,0.01,9,2
1345,1.377,10000,10,3,majority,0.01,9,12
1346,1.202,10000,10,3,majority,0.01,9,22
1347,1.311,10000,10,3,majority,0.01,10,2
1348,1.32,10000,10,3,majority,0.01,10,12
1349,1.33,10000,10,3,majority,0.01,10,22
1350,1.177,10000,10,3,majority,0.05,2,2
1351,0.984,10000,10,3,majority,0.05,2,12
1352,1.03,10000,10,3,majority,0.05,2,22
1353,1.112,10000,10,3,majority,0.05,3,2
1354,1.062,10000,10,3,majority,0.05,3,12
1355,0.971,10000,10,3,majority,0.05,3,22
1356,1.349,10000,10,3,majority,0.05,4,2
1357,1.098,10000,10,3,majority,0.05,4,12
1358,1.041,10000,10,3,majority,0.05,4,22
1359,1.523,10000,10,3,majority,0.05,5,2
1360,1.259,10000,10,3,majority,0.05,5,12
1361,1.308,10000,10,3,majority,0.05,5,22
1362,1.118,10000,10,3,majority,0.05,6,2
1363,1.342,10000,10,3,majority,0.05,6,12
1364,1.135,10000,10,3,majority,0.05,6,22
1365,1.436,10000,10,3,majority,0.05,7,2
1366,1.245,10000,10,3,majority,0.05,7,12
1367,1.167,10000,10,3,majority,0.05,7,22
1368,1.303,10000,10,3,majority,0.05,8,2
1369,1.384,10000,10,3,majority,0.05,8,12
1370,1.225,10000,10,3,majority,0.05,8,22
1371,1.181,10000,10,3,majority,0.05,9,2
1372,1.185,10000,10,3,majority,0.05,9,12
1373,1.264,10000,10,3,majority,0.05,9,22
1374,1.302,10000,10,3,majority,0.05,10,2
1375,1.431,10000,10,3,majority,0.05,10,12
1376,1.291,10000,10,3,majority,0.05,10,22
1377,1.186,10000,10,3,plurality,0.0,2,2
1378,1.018,10000,10,3,plurality,0.0,2,12
1379,0.992,10000,10,3,plurality,0.0,2,22
1380,1.262,10000,10,3,plurality,0.0,3,2
1381,1.065,10000,10,3,plurality,0.0,3,12
1382,1.035,10000,10,3,plurality,0.0,3,22
1383,1.16,10000,10,3,plurality,0.0,4,2
1384,1.013,10000,10,3,plurality,0.0,4,12
1385,1.061,10000,10,3,plurality,0.0,4,22
1386,1.094,10000,10,3,plurality,0.0,5,2
1387,1.171,10000,10,3,plurality,0.0,5,12
1388,1.087,10000,10,3,plurality,0.0,5,22
1389,1.139,10000,10,3,plurality,0.0,6,2
1390,1.225,10000,10,3,plurality,0.0,6,12
1391,1.058,10000,10,3,plurality,0.0,6,22
1392,1.371,10000,10,3,plurality,0.0,7,2
1393,1.202,10000,10,3,plurality,0.0,7,12
1394,1.084,10000,10,3,plurality,0.0,7,22
1395,1.62,10000,10,3,plurality,0.0,8,2
1396,1.164,10000,10,3,plurality,0.0,8,12
1397,1.124,10000,10,3,plurality,0.0,8,22
1398,0.986,10000,10,3,plurality,0.0,9,2
1399,1.249,10000,10,3,plurality,0.0,9,12
1400,1.112,10000,10,3,plurality,0.0,9,22
1401,1.007,10000,10,3,plurality,0.0,10,2
1402,1.312,10000,10,3,plurality,0.0,10,12
1403,1.256,10000,10,3,plurality,0.0,10,22
1404,1.035,10000,10,3,plurality,0.01,2,2
1405,1.0,10000,10,3,plurality,0.01,2,12
1406,1.002,10000,10,3,plurality,0.01,2,22
1407,1.194,10000,10,3,plurality,0.01,3,2
1408,1.028,10000,10,3,plurality,0.01,3,12
1409,1.058,10000,10,3,plurality,0.01,3,22
1410,1.196,10000,10,3,plurality,0.01,4,2
1411,1.032,10000,10,3,plurality,0.01,4,12
1412,1.027,10000,10,3,plurality,0.01,4,22
1413,1.09,10000,10,3,plurality,0.01,5,2
1414,1.169,10000,10,3,plurality,0.01,5,12
1415,1.079,10000,10,3,plurality,0.01,5,22
1416,1.002,10000,10,3,plurality,0.01,6,2
1417,1.085,10000,10,3,plurality,0.01,6,12
1418,1.228,10000,10,3,plurality,0.01,6,22
1419,1.294,10000,10,3,plurality,0.01,7,2
1420,1.167,10000,10,3,plurality,0.01,7,12
1421,1.208,10000,10,3,plurality,0.01,7,22
1422,1.293,10000,10,3,plurality,0.01,8,2
1423,1.089,10000,10,3,plurality,0.01,8,12
1424,1.11,10000,10,3,plurality,0.01,8,22
1425,1.16,10000,10,3,plurality,0.01,9,2
1426,1.236,10000,10,3,plurality,0.01,9,12
1427,1.192,10000,10,3,plurality,0.01,9,22
1428,1.024,10000,10,3,plurality,0.01,10,2
1429,1.182,10000,10,3,plurality,0.01,10,12
1430,1.422,10000,10,3,plurality,0.01,10,22
1431,1.117,10000,10,3,plurality,0.05,2,2
1432,0.978,10000,10,3,plurality,0.05,2,12
1433,1.014,10000,10,3,plurality,0.05,2,22
1434,1.248,10000,10,3,plurality,0.05,3,2
1435,1.045,10000,10,3,plurality,0.05,3,12
1436,1.037,10000,10,3,plurality,0.05,3,22
1437,0.935,10000,10,3,plurality,0.05,4,2
1438,1.116,10000,10,3,plurality,0.05,4,12
1439,1.012,10000,10,3,plurality,0.05,4,22
1440,1.019,10000,10,3,plurality,0.05,5,2
1441,1.133,10000,10,3,plurality,0.05,5,12
1442,1.075,10000,10,3,plurality,0.05,5,22
1443,1.321,10000,10,3,plurality,0.05,6,2
1444,1.113,10000,10,3,plurality,0.05,6,12
1445,1.17,10000,10,3,plurality,0.05,6,22
1446,1.426,10000,10,3,plurality,0.05,7,2
1447,1.286,10000,10,3,plurality,0.05,7,12
1448,1.165,10000,10,3,plurality,0.05,7,22
1449,1.363,10000,10,3,plurality,0.05,8,2
1450,1.176,10000,10,3,plurality,0.05,8,12
1451,1.147,10000,10,3,plurality,0.05,8,22
1452,1.465,10000,10,3,plurality,0.05,9,2
1453,1.165,10000,10,3,plurality,0.05,9,12
1454,1.11,10000,10,3,plurality,0.05,9,22
1455,0.901,10000,10,3,plurality,0.05,10,2
1456,1.21,10000,10,3,plurality,0.05,10,12
1457,1.303,10000,10,3,plurality,0.05,10,22
1458,1.199,10000,25,1,majority,0.0,2,2
1459,1.033,10000,25,1,majority,0.0,2,12
1460,1.014,10000,25,1,majority,0.0,2,22
1461,1.182,10000,25,1,majority,0.0,3,2
1462,1.038,10000,25,1,majority,0.0,3,12
1463,1.08,10000,25,1,majority,0.0,3,22
1464,1.266,10000,25,1,majority,0.0,4,2
1465,1.112,10000,25,1,majority,0.0,4,12
1466,1.091,10000,25,1,majority,0.0,4,22
1467,1.452,10000,25,1,majority,0.0,5,2
1468,1.168,10000,25,1,majority,0.0,5,12
1469,1.139,10000,25,1,majority,0.0,5,22
1470,1.459,10000,25,1,majority,0.0,6,2
1471,1.158,10000,25,1,majority,0.0,6,12
1472,1.14,10000,25,1,majority,0.0,6,22
1473,1.427,10000,25,1,majority,0.0,7,2
1474,1.167,10000,25,1,majority,0.0,7,12
1475,1.102,10000,25,1,majority,0.0,7,22
1476,1.18,10000,25,1,majority,0.0,8,2
1477,1.103,10000,25,1,majority,0.0,8,12
1478,1.199,10000,25,1,majority,0.0,8,22
1479,1.412,10000,25,1,majority,0.0,9,2
1480,1.114,10000,25,1,majority,0.0,9,12
1481,1.163,10000,25,1,majority,0.0,9,22
1482,1.424,10000,25,1,majority,0.0,10,2
1483,1.392,10000,25,1,majority,0.0,10,12
1484,1.098,10000,25,1,majority,0.0,10,22
1485,1.187,10000,25,1,majority,0.01,2,2
1486,1.034,10000,25,1,majority,0.01,2,12
1487,1.012,10000,25,1,majority,0.01,2,22
1488,1.353,10000,25,1,majority,0.01,3,2
1489,1.051,10000,25,1,majority,0.01,3,12
1490,1.016,10000,25,1,majority,0.01,3,22
1491,1.194,10000,25,1,majority,0.01,4,2
1492,1.132,10000,25,1,majority,0.01,4,12
1493,1.009,10000,25,1,majority,0.01,4,22
1494,1.464,10000,25,1,majority,0.01,5,2
1495,1.066,10000,25,1,majority,0.01,5,12
1496,1.134,10000,25,1,majority,0.01,5,22
1497,1.13,10000,25,1,majority,0.01,6,2
1498,1.285,10000,25,1,majority,0.01,6,12
1499,1.227,10000,25,1,majority,0.01,6,22
1500,1.19,10000,25,1,majority,0.01,7,2
1501,1.373,10000,25,1,majority,0.01,7,12
1502,1.068,10000,25,1,majority,0.01,7,22
1503,1.272,10000,25,1,majority,0.01,8,2
1504,1.294,10000,25,1,majority,0.01,8,12
1505,1.2,10000,25,1,majority,0.01,8,22
1506,1.377,10000,25,1,majority,0.01,9,2
1507,1.231,10000,25,1,majority,0.01,9,12
1508,1.164,10000,25,1,majority,0.01,9,22
1509,1.186,10000,25,1,majority,0.01,10,2
1510,1.147,10000,25,1,majority,0.01,10,12
1511,1.352,10000,25,1,majority,0.01,10,22
1512,1.106,10000,25,1,majority,0.05,2,2
1513,1.015,10000,25,1,majority,0.05,2,12
1514,1.006,10000,25,1,majority,0.05,2,22
1515,1.19,10000,25,1,majority,0.05,3,2
1516,1.14,10000,25,1,majority,0.05,3,12
1517,0.991,10000,25,1,majority,0.05,3,22
1518,1.18,10000,25,1,majority,0.05,4,2
1519,1.177,10000,25,1,majority,0.05,4,12
1520,1.005,10000,25,1,majority,0.05,4,22
1521,1.172,10000,25,1,majority,0.05,5,2
1522,1.043,10000,25,1,majority,0.05,5,12
1523,1.136,10000,25,1,majority,0.05,5,22
1524,1.225,10000,25,1,majority,0.05,6,2
1525,1.129,10000,25,1,majority,0.05,6,12
1526,1.164,10000,25,1,majority,0.05,6,22
1527,1.156,10000,25,1,majority,0.05,7,2
1528,1.202,10000,25,1,majority,0.05,7,12
1529,1.075,10000,25,1,majority,0.05,7,22
1530,1.354,10000,25,1,majority,0.05,8,2
1531,1.478,10000,25,1,majority,0.05,8,12
1532,1.342,10000,25,1,majority,0.05,8,22
1533,1.517,10000,25,1,majority,0.05,9,2
1534,1.212,10000,25,1,majority,0.05,9,12
1535,1.171,10000,25,1,majority,0.05,9,22
1536,1.009,10000,25,1,majority,0.05,10,2
1537,1.207,10000,25,1,majority,0.05,10,12
1538,1.202,10000,25,1,majority,0.05,10,22
1539,1.143,10000,25,1,plurality,0.0,2,2
1540,1.056,10000,25,1,plurality,0.0,2,12
1541,1.029,10000,25,1,plurality,0.0,2,22
1542,1.169,10000,25,1,plurality,0.0,3,2
1543,1.085,10000,25,1,plurality,0.0,3,12
1544,1.021,10000,25,1,plurality,0.0,3,22
1545,1.361,10000,25,1,plurality,0.0,4,2
1546,1.055,10000,25,1,plurality,0.0,4,12
1547,1.022,10000,25,1,plurality,0.0,4,22
1548,1.183,10000,25,1,plurality,0.0,5,2
1549,1.082,10000,25,1,plurality,0.0,5,12
1550,1.058,10000,25,1,plurality,0.0,5,22
1551,1.44,10000,25,1,plurality,0.0,6,2
1552,1.057,10000,25,1,plurality,0.0,6,12
1553,1.062,10000,25,1,plurality,0.0,6,22
1554,1.274,10000,25,1,plurality,0.0,7,2
1555,1.096,10000,25,1,plurality,0.0,7,12
1556,1.068,10000,25,1,plurality,0.0,7,22
1557,1.43,10000,25,1,plurality,0.0,8,2
1558,1.118,10000,25,1,plurality,0.0,8,12
1559,1.083,10000,25,1,plurality,0.0,8,22
1560,1.32,10000,25,1,plurality,0.0,9,2
1561,1.106,10000,25,1,plurality,0.0,9,12
1562,1.157,10000,25,1,plurality,0.0,9,22
1563,1.413,10000,25,1,plurality,0.0,10,2
1564,1.172,10000,25,1,plurality,0.0,10,12
1565,1.111,10000,25,1,plurality,0.0,10,22
1566,1.137,10000,25,1,plurality,0.01,2,2
1567,1.049,10000,25,1,plurality,0.01,2,12
1568,0.998,10000,25,1,plurality,0.01,2,22
1569,1.259,10000,25,1,plurality,0.01,3,2
1570,1.054,10000,25,1,plurality,0.01,3,12
1571,1.017,10000,25,1,plurality,0.01,3,22
1572,1.136,10000,25,1,plurality,0.01,4,2
1573,1.058,10000,25,1,plurality,0.01,4,12
1574,1.073,10000,25,1,plurality,0.01,4,22
1575,1.02,10000,25,1,plurality,0.01,5,2
1576,1.117,10000,25,1,plurality,0.01,5,12
1577,1.097,10000,25,1,plurality,0.01,5,22
1578,1.284,10000,25,1,plurality,0.01,6,2
1579,1.117,10000,25,1,plurality,0.01,6,12
1580,1.023,10000,25,1,plurality,0.01,6,22
1581,1.378,10000,25,1,plurality,0.01,7,2
1582,1.205,10000,25,1,plurality,0.01,7,12
1583,1.135,10000,25,1,plurality,0.01,7,22
1584,1.051,10000,25,1,plurality,0.01,8,2
1585,1.117,10000,25,1,plurality,0.01,8,12
1586,1.052,10000,25,1,plurality,0.01,8,22
1587,1.432,10000,25,1,plurality,0.01,9,2
1588,1.114,10000,25,1,plurality,0.01,9,12
1589,1.128,10000,25,1,plurality,0.01,9,22
1590,1.039,10000,25,1,plurality,0.01,10,2
1591,1.126,10000,25,1,plurality,0.01,10,12
1592,1.061,10000,25,1,plurality,0.01,10,22
1593,1.156,10000,25,1,plurality,0.05,2,2
1594,0.999,10000,25,1,plurality,0.05,2,12
1595,0.987,10000,25,1,plurality,0.05,2,22
1596,1.043,10000,25,1,plurality,0.05,3,2
1597,1.114,10000,25,1,plurality,0.05,3,12
1598,1.035,10000,25,1,plurality,0.05,3,22
1599,1.187,10000,25,1,plurality,0.05,4,2
1600,1.094,10000,25,1,plurality,0.05,4,12
1601,1.062,10000,25,1,plurality,0.05,4,22
1602,1.021,10000,25,1,plurality,0.05,5,2
1603,1.14,10000,25,1,plurality,0.05,5,12
1604,1.009,10000,25,1,plurality,0.05,5,22
1605,1.434,10000,25,1,plurality,0.05,6,2
1606,1.127,10000,25,1,plurality,0.05,6,12
1607,1.109,10000,25,1,plurality,0.05,6,22
1608,1.3,10000,25,1,plurality,0.05,7,2
1609,1.081,10000,25,1,plurality,0.05,7,12
1610,1.084,10000,25,1,plurality,0.05,7,22
1611,1.098,10000,25,1,plurality,0.05,8,2
1612,1.116,10000,25,1,plurality,0.05,8,12
1613,1.105,10000,25,1,plurality,0.05,8,22
1614,1.315,10000,25,1,plurality,0.05,9,2
1615,1.132,10000,25,1,plurality,0.05,9,12
1616,1.077,10000,25,1,plurality,0.05,9,22
1617,0.997,10000,25,1,plurality,0.05,10,2
1618,1.239,10000,25,1,plurality,0.05,10,12
1619,1.073,10000,25,1,plurality,0.05,10,22
1620,1.174,10000,25,2,majority,0.0,2,2
1621,1.027,10000,25,2,majority,0.0,2,12
1622,1.028,10000,25,2,majority,0.0,2,22
1623,1.325,10000,25,2,majority,0.0,3,2
1624,1.058,10000,25,2,majority,0.0,3,12
1625,1.019,10000,25,2,majority,0.0,3,22
1626,1.497,10000,25,2,majority,0.0,4,2
1627,1.05,10000,25,2,majority,0.0,4,12
1628,1.056,10000,25,2,majority,0.0,4,22
1629,1.289,10000,25,2,majority,0.0,5,2
1630,1.145,10000,25,2,majority,0.0,5,12
1631,1.214,10000,25,2,majority,0.0,5,22
1632,1.263,10000,25,2,majority,0.0,6,2
1633,1.171,10000,25,2,majority,0.0,6,12
1634,1.059,10000,25,2,majority,0.0,6,22
1635,1.606,10000,25,2,majority,0.0,7,2
1636,1.115,10000,25,2,majority,0.0,7,12
1637,1.112,10000,25,2,majority,0.0,7,22
1638,1.199,10000,25,2,majority,0.0,8,2
1639,1.129,10000,25,2,majority,0.0,8,12
1640,1.336,10000,25,2,majority,0.0,8,22
1641,1.209,10000,25,2,majority,0.0,9,2
1642,1.195,10000,25,2,majority,0.0,9,12
1643,1.231,10000,25,2,majority,0.0,9,22
1644,1.29,10000,25,2,majority,0.0,10,2
1645,1.411,10000,25,2,majority,0.0,10,12
1646,1.289,10000,25,2,majority,0.0,10,22
1647,1.205,10000,25,2,majority,0.01,2,2
1648,1.016,10000,25,2,majority,0.01,2,12
1649,1.011,10000,25,2,majority,0.01,2,22
1650,1.247,10000,25,2,majority,0.01,3,2
1651,1.103,10000,25,2,majority,0.01,3,12
1652,1.02,10000,25,2,majority,0.01,3,22
1653,1.222,10000,25,2,majority,0.01,4,2
1654,1.075,10000,25,2,majority,0.01,4,12
1655,1.1,10000,25,2,majority,0.01,4,22
1656,1.074,10000,25,2,majority,0.01,5,2
1657,1.101,10000,25,2,majority,0.01,5,12
1658,1.203,10000,25,2,majority,0.01,5,22
1659,1.459,10000,25,2,majority,0.01,6,2
1660,1.203,10000,25,2,majority,0.01,6,12
1661,1.122,10000,25,2,majority,0.01,6,22
1662,1.685,10000,25,2,majority,0.01,7,2
1663,1.295,10000,25,2,majority,0.01,7,12
1664,1.159,10000,25,2,majority,0.01,7,22
1665,1.106,10000,25,2,majority,0.01,8,2
1666,1.157,10000,25,2,majority,0.01,8,12
1667,1.135,10000,25,2,majority,0.01,8,22
1668,1.07,10000,25,2,majority,0.01,9,2
1669,1.132,10000,25,2,majority,0.01,9,12
1670,1.336,10000,25,2,majority,0.01,9,22
1671,1.257,10000,25,2,majority,0.01,10,2
1672,1.259,10000,25,2,majority,0.01,10,12
1673,1.264,10000,25,2,majority,0.01,10,22
1674,1.177,10000,25,2,majority,0.05,2,2
1675,1.006,10000,25,2,majority,0.05,2,12
1676,1.027,10000,25,2,majority,0.05,2,22
1677,1.14,10000,25,2,majority,0.05,3,2
1678,1.081,10000,25,2,majority,0.05,3,12
1679,1.045,10000,25,2,majority,0.05,3,22
1680,1.29,10000,25,2,majority,0.05,4,2
1681,1.118,10000,25,2,majority,0.05,4,12
1682,1.087,10000,25,2,majority,0.05,4,22
1683,1.43,10000,25,2,majority,0.05,5,2
1684,1.233,10000,25,2,majority,0.05,5,12
1685,1.16,10000,25,2,majority,0.05,5,22
1686,1.386,10000,25,2,majority,0.05,6,2
1687,1.094,10000,25,2,majority,0.05,6,12
1688,1.07,10000,25,2,majority,0.05,6,22
1689,1.631,10000,25,2,majority,0.05,7,2
1690,1.102,10000,25,2,majority,0.05,7,12
1691,1.307,10000,25,2,majority,0.05,7,22
1692,1.229,10000,25,2,majority,0.05,8,2
1693,1.197,10000,25,2,majority,0.05,8,12
1694,1.114,10000,25,2,majority,0.05,8,22
1695,1.218,10000,25,2,majority,0.05,9,2
1696,1.198,10000,25,2,majority,0.05,9,12
1697,1.189,10000,25,2,majority,0.05,9,22
1698,1.311,10000,25,2,majority,0.05,10,2
1699,1.257,10000,25,2,majority,0.05,10,12
1700,1.402,10000,25,2,majority,0.05,10,22
1701,1.131,10000,25,2,plurality,0.0,2,2
1702,1.006,10000,25,2,plurality,0.0,2,12
1703,1.0,10000,25,2,plurality,0.0,2,22
1704,1.211,10000,25,2,plurality,0.0,3,2
1705,1.051,10000,25,2,plurality,0.0,3,12
1706,1.03,10000,25,2,plurality,0.0,3,22
1707,1.154,10000,25,2,plurality,0.0,4,2
1708,1.091,10000,25,2,plurality,0.0,4,12
1709,1.06,10000,25,2,plurality,0.0,4,22
1710,1.152,10000,25,2,plurality,0.0,5,2
1711,1.111,10000,25,2,plurality,0.0,5,12
1712,1.091,10000,25,2,plurality,0.0,5,22
1713,1.051,10000,25,2,plurality,0.0,6,2
1714,1.099,10000,25,2,plurality,0.0,6,12
1715,1.061,10000,25,2,plurality,0.0,6,22
1716,1.275,10000,25,2,plurality,0.0,7,2
1717,1.132,10000,25,2,plurality,0.0,7,12
1718,1.065,10000,25,2,plurality,0.0,7,22
1719,1.444,10000,25,2,plurality,0.0,8,2
1720,1.138,10000,25,2,plurality,0.0,8,12
1721,1.121,10000,25,2,plurality,0.0,8,22
1722,1.497,10000,25,2,plurality,0.0,9,2
1723,1.099,10000,25,2,plurality,0.0,9,12
1724,1.099,10000,25,2,plurality,0.0,9,22
1725,0.971,10000,25,2,plurality,0.0,10,2
1726,1.123,10000,25,2,plurality,0.0,10,12
1727,1.077,10000,25,2,plurality,0.0,10,22
1728,1.085,10000,25,2,plurality,0.01,2,2
1729,1.01,10000,25,2,plurality,0.01,2,12
1730,1.024,10000,25,2,plurality,0.01,2,22
1731,1.146,10000,25,2,plurality,0.01,3,2
1732,1.041,10000,25,2,plurality,0.01,3,12
1733,1.071,10000,25,2,plurality,0.01,3,22
1734,1.248,10000,25,2,plurality,0.01,4,2
1735,1.088,10000,25,2,plurality,0.01,4,12
1736,1.049,10000,25,2,plurality,0.01,4,22
1737,1.335,10000,25,2,plurality,0.01,5,2
1738,1.138,10000,25,2,plurality,0.01,5,12
1739,1.085,10000,25,2,plurality,0.01,5,22
1740,1.206,10000,25,2,plurality,0.01,6,2
1741,1.109,10000,25,2,plurality,0.01,6,12
1742,1.09,10000,25,2,plurality,0.01,6,22
1743,1.434,10000,25,2,plurality,0.01,7,2
1744,1.133,10000,25,2,plurality,0.01,7,12
1745,1.065,10000,25,2,plurality,0.01,7,22
1746,1.011,10000,25,2,plurality,0.01,8,2
1747,1.113,10000,25,2,plurality,0.01,8,12
1748,1.074,10000,25,2,plurality,0.01,8,22
1749,1.52,10000,25,2,plurality,0.01,9,2
1750,1.169,10000,25,2,plurality,0.01,9,12
1751,1.124,10000,25,2,plurality,0.01,9,22
1752,1.43,10000,25,2,plurality,0.01,10,2
1753,1.098,10000,25,2,plurality,0.01,10,12
1754,1.073,10000,25,2,plurality,0.01,10,22
1755,1.177,10000,25,2,plurality,0.05,2,2
1756,0.997,10000,25,2,plurality,0.05,2,12
1757,1.015,10000,25,2,plurality,0.05,2,22
1758,1.238,10000,25,2,plurality,0.05,3,2
1759,1.08,10000,25,2,plurality,0.05,3,12
1760,1.035,10000,25,2,plurality,0.05,3,22
1761,1.295,10000,25,2,plurality,0.05,4,2
1762,1.118,10000,25,2,plurality,0.05,4,12
1763,1.037,10000,25,2,plurality,0.05,4,22
1764,1.138,10000,25,2,plurality,0.05,5,2
1765,1.093,10000,25,2,plurality,0.05,5,12
1766,1.061,10000,25,2,plurality,0.05,5,22
1767,1.022,10000,25,2,plurality,0.05,6,2
1768,1.146,10000,25,2,plurality,0.05,6,12
1769,1.094,10000,25,2,plurality,0.05,6,22
1770,1.308,10000,25,2,plurality,0.05,7,2
1771,1.136,10000,25,2,plurality,0.05,7,12
1772,1.096,10000,25,2,plurality,0.05,7,22
1773,1.433,10000,25,2,plurality,0.05,8,2
1774,1.091,10000,25,2,plurality,0.05,8,12
1775,1.088,10000,25,2,plurality,0.05,8,22
1776,1.53,10000,25,2,plurality,0.05,9,2
1777,1.2,10000,25,2,plurality,0.05,9,12
1778,1.151,10000,25,2,plurality,0.05,9,22
1779,1.05,10000,25,2,plurality,0.05,10,2
1780,1.091,10000,25,2,plurality,0.05,10,12
1781,1.131,10000,25,2,plurality,0.05,10,22
1782,1.139,10000,25,3,majority,0.0,2,2
1783,1.018,10000,25,3,majority,0.0,2,12
1784,1.02,10000,25,3,majority,0.0,2,22
1785,1.262,10000,25,3,majority,0.0,3,2
1786,1.112,10000,25,3,majority,0.0,3,12
1787,1.072,10000,25,3,majority,0.0,3,22
1788,1.237,10000,25,3,majority,0.0,4,2
1789,1.112,10000,25,3,majority,0.0,4,12
1790,1.064,10000,25,3,majority,0.0,4,22
1791,1.493,10000,25,3,majority,0.0,5,2
1792,1.164,10000,25,3,majority,0.0,5,12
1793,1.067,10000,25,3,majority,0.0,5,22
1794,1.469,10000,25,3,majority,0.0,6,2
1795,1.205,10000,25,3,majority,0.0,6,12
1796,1.094,10000,25,3,majority,0.0,6,22
1797,1.357,10000,25,3,majority,0.0,7,2
1798,1.266,10000,25,3,majority,0.0,7,12
1799,1.123,10000,25,3,majority,0.0,7,22
1800,1.013,10000,25,3,majority,0.0,8,2
1801,1.108,10000,25,3,majority,0.0,8,12
1802,1.174,10000,25,3,majority,0.0,8,22
1803,1.277,10000,25,3,majority,0.0,9,2
1804,1.202,10000,25,3,majority,0.0,9,12
1805,1.152,10000,25,3,majority,0.0,9,22
1806,1.389,10000,25,3,majority,0.0,10,2
1807,1.262,10000,25,3,majority,0.0,10,12
1808,1.214,10000,25,3,majority,0.0,10,22
1809,1.148,10000,25,3,majority,0.01,2,2
1810,1.022,10000,25,3,majority,0.01,2,12
1811,1.012,10000,25,3,majority,0.01,2,22
1812,1.192,10000,25,3,majority,0.01,3,2
1813,1.071,10000,25,3,majority,0.01,3,12
1814,1.03,10000,25,3,majority,0.01,3,22
1815,1.167,10000,25,3,majority,0.01,4,2
1816,1.072,10000,25,3,majority,0.01,4,12
1817,1.049,10000,25,3,majority,0.01,4,22
1818,1.455,10000,25,3,majority,0.01,5,2
1819,1.149,10000,25,3,majority,0.01,5,12
1820,1.127,10000,25,3,majority,0.01,5,22
1821,1.167,10000,25,3,majority,0.01,6,2
1822,1.139,10000,25,3,majority,0.01,6,12
1823,1.134,10000,25,3,majority,0.01,6,22
1824,1.275,10000,25,3,majority,0.01,7,2
1825,1.124,10000,25,3,majority,0.01,7,12
1826,1.091,10000,25,3,majority,0.01,7,22
1827,1.325,10000,25,3,majority,0.01,8,2
1828,1.141,10000,25,3,majority,0.01,8,12
1829,1.073,10000,25,3,majority,0.01,8,22
1830,1.568,10000,25,3,majority,0.01,9,2
1831,1.246,10000,25,3,majority,0.01,9,12
1832,1.397,10000,25,3,majority,0.01,9,22
1833,1.185,10000,25,3,majority,0.01,10,2
1834,1.233,10000,25,3,majority,0.01,10,12
1835,1.148,10000,25,3,majority,0.01,10,22
1836,1.181,10000,25,3,majority,0.05,2,2
1837,1.03,10000,25,3,majority,0.05,2,12
1838,1.026,10000,25,3,majority,0.05,2,22
