,fairness,electorate_size,electoral_system,issues
2765,1.293,10000,majority,22
2766,1.593,10000,majority,2
2767,1.334,10000,majority,12
2768,1.368,10000,majority,22
2769,1.297,10000,majority,2
2770,1.441,10000,majority,12
2771,1.384,10000,majority,22
2772,1.003,10000,majority,2
2773,1.419,10000,majority,12
2774,1.29,10000,majority,22
2775,1.44,10000,majority,2
2776,1.222,10000,majority,12
2777,1.251,10000,majority,22
2778,1.422,10000,majority,2
2779,1.348,10000,majority,12
2780,1.209,10000,majority,22
2781,0.975,10000,plurality,2
2782,0.966,10000,plurality,12
2783,0.937,10000,plurality,22
2784,1.04,10000,plurality,2
2785,0.996,10000,plurality,12
2786,1.052,10000,plurality,22
2787,1.309,10000,plurality,2
2788,1.046,10000,plurality,12
2789,1.176,10000,plurality,22
2790,1.139,10000,plurality,2
2791,1.001,10000,plurality,12
2792,1.118,10000,plurality,22
2793,1.28,10000,plurality,2
2794,1.01,10000,plurality,12
2795,1.247,10000,plurality,22
2796,1.57,10000,plurality,2
2797,1.068,10000,plurality,12
2798,1.111,10000,plurality,22
2799,1.103,10000,plurality,2
2800,1.129,10000,plurality,12
2801,1.238,10000,plurality,22
2802,1.439,10000,plurality,2
2803,1.079,10000,plurality,12
2804,1.138,10000,plurality,22
2805,0.929,10000,plurality,2
2806,1.274,10000,plurality,12
2807,1.348,10000,plurality,22
2808,1.033,10000,majority,2
2809,0.964,10000,majority,12
2810,0.978,10000,majority,22
2811,1.428,10000,majority,2
2812,1.361,10000,majority,12
2813,0.993,10000,majority,22
2814,1.576,10000,majority,2
2815,1.337,10000,majority,12
2816,1.037,10000,majority,22
2817,1.217,10000,majority,2
2818,1.092,10000,majority,12
2819,1.188,10000,majority,22
2820,1.082,10000,majority,2
2821,1.09,10000,majority,12
2822,1.198,10000,majority,22
2823,0.931,10000,majority,2
2824,1.329,10000,majority,12
2825,1.167,10000,majority,22
2826,1.329,10000,majority,2
2827,1.163,10000,majority,12
2828,1.433,10000,majority,22
2829,1.472,10000,majority,2
2830,1.411,10000,majority,12
2831,1.282,10000,majority,22
2832,1.222,10000,majority,2
2833,1.227,10000,majority,12
2834,1.195,10000,majority,22
2835,1.172,10000,plurality,2
2836,1.052,10000,plurality,12
2837,1.057,10000,plurality,22
2838,1.061,10000,plurality,2
2839,0.997,10000,plurality,12
2840,1.02,10000,plurality,22
2841,1.41,10000,plurality,2
2842,0.93,10000,plurality,12
2843,1.047,10000,plurality,22
2844,1.219,10000,plurality,2
2845,1.131,10000,plurality,12
2846,1.091,10000,plurality,22
2847,1.339,10000,plurality,2
2848,1.159,10000,plurality,12
2849,1.301,10000,plurality,22
2850,0.958,10000,plurality,2
2851,1.289,10000,plurality,12
2852,1.247,10000,plurality,22
2853,1.101,10000,plurality,2
2854,1.295,10000,plurality,12
2855,1.31,10000,plurality,22
2856,1.545,10000,plurality,2
2857,1.313,10000,plurality,12
2858,1.148,10000,plurality,22
2859,1.339,10000,plurality,2
2860,1.345,10000,plurality,12
2861,1.325,10000,plurality,22
2862,1.211,10000,majority,2
2863,1.002,10000,majority,12
2864,1.09,10000,majority,22
2865,1.297,10000,majority,2
2866,1.005,10000,majority,12
2867,1.062,10000,majority,22
2868,1.029,10000,majority,2
2869,1.179,10000,majority,12
2870,1.333,10000,majority,22
2871,1.583,10000,majority,2
2872,1.143,10000,majority,12
2873,1.137,10000,majority,22
2874,1.289,10000,majority,2
2875,1.179,10000,majority,12
2876,1.293,10000,majority,22
2877,0.943,10000,majority,2
2878,1.111,10000,majority,12
2879,1.223,10000,majority,22
2880,1.705,10000,majority,2
2881,1.167,10000,majority,12
2882,1.212,10000,majority,22
2883,1.703,10000,majority,2
2884,1.248,10000,majority,12
2885,1.157,10000,majority,22
2886,1.785,10000,majority,2
2887,1.318,10000,majority,12
2888,1.25,10000,majority,22
2889,1.1,10000,plurality,2
2890,1.009,10000,plurality,12
2891,1.012,10000,plurality,22
2892,1.113,10000,plurality,2
2893,1.045,10000,plurality,12
2894,1.034,10000,plurality,22
2895,1.244,10000,plurality,2
2896,1.145,10000,plurality,12
2897,0.989,10000,plurality,22
2898,1.255,10000,plurality,2
2899,1.181,10000,plurality,12
2900,1.14,10000,plurality,22
2901,1.214,10000,plurality,2
2902,1.094,10000,plurality,12
2903,1.243,10000,plurality,22
2904,1.047,10000,plurality,2
2905,1.23,10000,plurality,12
2906,1.208,10000,plurality,22
2907,1.089,10000,plurality,2
2908,1.259,10000,plurality,12
2909,1.194,10000,plurality,22
2910,1.448,10000,plurality,2
2911,1.291,10000,plurality,12
2912,1.232,10000,plurality,22
2913,1.259,10000,plurality,2
2914,1.255,10000,plurality,12
2915,1.197,10000,plurality,22
2916,1.044,10000,majority,2
2917,0.964,10000,majority,12
2918,0.979,10000,majority,22
2919,1.146,10000,majority,2
2920,1.044,10000,majority,12
2921,1.199,10000,majority,22
2922,1.183,10000,majority,2
2923,1.116,10000,majority,12
2924,1.214,10000,majority,22
2925,1.024,10000,majority,2
2926,1.397,10000,majority,12
2927,1.157,10000,majority,22
2928,1.046,10000,majority,2
2929,1.403,10000,majority,12
2930,1.365,10000,majority,22
2931,1.311,10000,majority,2
2932,1.265,10000,majority,12
2933,1.242,10000,majority,22
2934,1.149,10000,majority,2
2935,1.325,10000,majority,12
2936,1.323,10000,majority,22
2937,1.345,10000,majority,2
2938,1.451,10000,majority,12
2939,1.162,10000,majority,22
2940,1.093,10000,majority,2
2941,1.355,10000,majority,12
2942,1.269,10000,majority,22
2943,0.983,10000,plurality,2
2944,1.049,10000,plurality,12
2945,0.988,10000,plurality,22
2946,1.109,10000,plurality,2
2947,1.059,10000,plurality,12
2948,0.982,10000,plurality,22
2949,1.376,10000,plurality,2
2950,1.057,10000,plurality,12
2951,1.022,10000,plurality,22
2952,1.128,10000,plurality,2
2953,1.076,10000,plurality,12
2954,1.041,10000,plurality,22
2955,1.315,10000,plurality,2
2956,1.186,10000,plurality,12
2957,1.185,10000,plurality,22
2958,1.426,10000,plurality,2
2959,1.377,10000,plurality,12
2960,1.205,10000,plurality,22
2961,1.596,10000,plurality,2
2962,1.132,10000,plurality,12
2963,1.312,10000,plurality,22
2964,0.95,10000,plurality,2
2965,1.325,10000,plurality,12
2966,1.367,10000,plurality,22
2967,1.385,10000,plurality,2
2968,1.242,10000,plurality,12
2969,1.234,10000,plurality,22
2970,1.098,10000,majority,2
2971,0.953,10000,majority,12
2972,0.983,10000,majority,22
2973,1.041,10000,majority,2
2974,0.984,10000,majority,12
2975,1.075,10000,majority,22
2976,1.563,10000,majority,2
2977,1.1,10000,majority,12
2978,1.084,10000,majority,22
2979,0.99,10000,majority,2
2980,1.036,10000,majority,12
2981,1.232,10000,majority,22
2982,1.756,10000,majority,2
2983,1.156,10000,majority,12
2984,1.186,10000,majority,22
2985,1.245,10000,majority,2
2986,1.198,10000,majority,12
2987,1.207,10000,majority,22
2988,1.054,10000,majority,2
2989,1.37,10000,majority,12
2990,1.256,10000,majority,22
2991,1.092,10000,majority,2
2992,1.196,10000,majority,12
2993,1.207,10000,majority,22
2994,1.264,10000,majority,2
2995,1.195,10000,majority,12
2996,1.215,10000,majority,22
2997,1.084,10000,plurality,2
2998,0.957,10000,plurality,12
2999,0.933,10000,plurality,22
3000,1.161,10000,plurality,2
3001,1.047,10000,plurality,12
3002,1.053,10000,plurality,22
3003,1.25,10000,plurality,2
3004,1.122,10000,plurality,12
3005,1.101,10000,plurality,22
3006,1.132,10000,plurality,2
3007,1.085,10000,plurality,12
3008,1.155,10000,plurality,22
3009,1.265,10000,plurality,2
3010,1.273,10000,plurality,12
3011,1.132,10000,plurality,22
3012,1.184,10000,plurality,2
3013,1.131,10000,plurality,12
3014,1.256,10000,plurality,22
3015,1.13,10000,plurality,2
3016,1.311,10000,plurality,12
3017,1.254,10000,plurality,22
3018,0.912,10000,plurality,2
3019,1.265,10000,plurality,12
3020,1.249,10000,plurality,22
3021,0.835,10000,plurality,2
3022,1.231,10000,plurality,12
3023,1.262,10000,plurality,22
3024,1.162,10000,majority,2
3025,0.976,10000,majority,12
3026,1.037,10000,majority,22
3027,1.118,10000,majority,2
3028,1.161,10000,majority,12
3029,1.106,10000,majority,22
3030,0.979,10000,majority,2
3031,1.168,10000,majority,12
3032,1.171,10000,majority,22
3033,1.4,10000,majority,2
3034,1.115,10000,majority,12
3035,1.093,10000,majority,22
3036,0.863,10000,majority,2
3037,1.168,10000,majority,12
3038,1.143,10000,majority,22
3039,1.36,10000,majority,2
3040,1.151,10000,majority,12
3041,1.133,10000,majority,22
3042,1.075,10000,majority,2
3043,1.134,10000,majority,12
3044,1.203,10000,majority,22
3045,0.959,10000,majority,2
3046,1.248,10000,majority,12
3047,1.283,10000,majority,22
3048,1.122,10000,majority,2
3049,1.358,10000,majority,12
3050,1.216,10000,majority,22
3051,1.031,10000,plurality,2
3052,1.089,10000,plurality,12
3053,0.989,10000,plurality,22
3054,1.207,10000,plurality,2
3055,1.063,10000,plurality,12
3056,0.974,10000,plurality,22
3057,1.187,10000,plurality,2
3058,1.161,10000,plurality,12
3059,1.101,10000,plurality,22
3060,1.081,10000,plurality,2
3061,1.043,10000,plurality,12
3062,1.027,10000,plurality,22
3063,1.227,10000,plurality,2
3064,1.306,10000,plurality,12
3065,1.239,10000,plurality,22
3066,0.941,10000,plurality,2
3067,1.245,10000,plurality,12
3068,1.246,10000,plurality,22
3069,1.098,10000,plurality,2
3070,1.219,10000,plurality,12
3071,1.279,10000,plurality,22
3072,1.002,10000,plurality,2
3073,1.234,10000,plurality,12
3074,1.291,10000,plurality,22
3075,0.967,10000,plurality,2
3076,1.177,10000,plurality,12
3077,1.135,10000,plurality,22
3078,1.11,10000,majority,2
3079,0.981,10000,majority,12
3080,0.954,10000,majority,22
3081,1.295,10000,majority,2
3082,1.248,10000,majority,12
3083,1.067,10000,majority,22
3084,1.45,10000,majority,2
3085,1.173,10000,majority,12
3086,1.002,10000,majority,22
3087,1.023,10000,majority,2
3088,1.113,10000,majority,12
3089,1.232,10000,majority,22
3090,1.385,10000,majority,2
3091,1.076,10000,majority,12
3092,1.162,10000,majority,22
3093,1.372,10000,majority,2
3094,1.191,10000,majority,12
3095,1.128,10000,majority,22
3096,1.259,10000,majority,2
3097,1.163,10000,majority,12
3098,1.254,10000,majority,22
3099,1.439,10000,majority,2
3100,1.221,10000,majority,12
3101,1.287,10000,majority,22
3102,1.174,10000,majority,2
3103,1.284,10000,majority,12
3104,1.129,10000,majority,22
3105,1.118,10000,plurality,2
3106,1.015,10000,plurality,12
3107,0.987,10000,plurality,22
3108,1.163,10000,plurality,2
3109,1.1,10000,plurality,12
3110,1.036,10000,plurality,22
3111,1.304,10000,plurality,2
3112,1.045,10000,plurality,12
3113,1.008,10000,plurality,22
3114,1.033,10000,plurality,2
3115,1.107,10000,plurality,12
3116,1.065,10000,plurality,22
3117,0.989,10000,plurality,2
3118,1.071,10000,plurality,12
3119,1.046,10000,plurality,22
3120,1.028,10000,plurality,2
3121,1.091,10000,plurality,12
3122,1.149,10000,plurality,22
3123,1.038,10000,plurality,2
3124,1.215,10000,plurality,12
3125,1.108,10000,plurality,22
3126,1.072,10000,plurality,2
3127,1.322,10000,plurality,12
3128,1.194,10000,plurality,22
3129,1.222,10000,plurality,2
3130,1.247,10000,plurality,12
3131,1.214,10000,plurality,22
3132,1.007,10000,majority,2
3133,0.981,10000,majority,12
3134,1.054,10000,majority,22
3135,1.086,10000,majority,2
3136,0.994,10000,majority,12
3137,1.035,10000,majority,22
3138,1.236,10000,majority,2
3139,1.114,10000,majority,12
3140,1.067,10000,majority,22
3141,0.995,10000,majority,2
3142,1.175,10000,majority,12
3143,1.124,10000,majority,22
3144,1.611,10000,majority,2
3145,1.159,10000,majority,12
3146,1.227,10000,majority,22
3147,1.159,10000,majority,2
3148,1.268,10000,majority,12
3149,1.223,10000,majority,22
3150,1.358,10000,majority,2
3151,1.238,10000,majority,12
3152,1.143,10000,majority,22
3153,1.415,10000,majority,2
3154,1.13,10000,majority,12
3155,1.204,10000,majority,22
3156,0.964,10000,majority,2
3157,1.309,10000,majority,12
3158,1.152,10000,majority,22
3159,1.114,10000,plurality,2
3160,1.013,10000,plurality,12
3161,1.058,10000,plurality,22
3162,0.999,10000,plurality,2
3163,1.063,10000,plurality,12
3164,1.042,10000,plurality,22
3165,1.336,10000,plurality,2
3166,1.027,10000,plurality,12
3167,1.043,10000,plurality,22
3168,1.281,10000,plurality,2
3169,1.149,10000,plurality,12
3170,1.015,10000,plurality,22
3171,1.36,10000,plurality,2
3172,1.212,10000,plurality,12
3173,1.048,10000,plurality,22
3174,0.986,10000,plurality,2
3175,1.136,10000,plurality,12
3176,1.193,10000,plurality,22
3177,1.021,10000,plurality,2
3178,1.232,10000,plurality,12
3179,1.239,10000,plurality,22
3180,0.908,10000,plurality,2
3181,1.296,10000,plurality,12
3182,1.218,10000,plurality,22
3183,1.008,10000,plurality,2
3184,1.292,10000,plurality,12
3185,1.181,10000,plurality,22
3186,1.029,10000,majority,2
3187,1.021,10000,majority,12
3188,0.995,10000,majority,22
3189,1.287,10000,majority,2
3190,1.007,10000,majority,12
3191,0.967,10000,majority,22
3192,1.142,10000,majority,2
3193,1.049,10000,majority,12
3194,1.16,10000,majority,22
3195,1.003,10000,majority,2
3196,1.183,10000,majority,12
3197,1.144,10000,majority,22
3198,0.986,10000,majority,2
3199,1.081,10000,majority,12
3200,1.058,10000,majority,22
3201,1.105,10000,majority,2
3202,1.055,10000,majority,12
3203,1.101,10000,majority,22
3204,1.419,10000,majority,2
3205,1.194,10000,majority,12
3206,1.162,10000,majority,22
3207,1.369,10000,majority,2
3208,1.147,10000,majority,12
3209,1.145,10000,majority,22
3210,1.675,10000,majority,2
3211,1.061,10000,majority,12
3212,1.118,10000,majority,22
3213,1.1,10000,plurality,2
3214,1.075,10000,plurality,12
3215,1.036,10000,plurality,22
3216,1.139,10000,plurality,2
3217,1.029,10000,plurality,12
3218,1.045,10000,plurality,22
3219,0.891,10000,plurality,2
3220,1.129,10000,plurality,12
3221,1.06,10000,plurality,22
3222,0.902,10000,plurality,2
3223,1.073,10000,plurality,12
3224,1.083,10000,plurality,22
3225,0.841,10000,plurality,2
3226,1.178,10000,plurality,12
3227,1.116,10000,plurality,22
3228,0.954,10000,plurality,2
3229,1.186,10000,plurality,12
3230,1.185,10000,plurality,22
3231,0.979,10000,plurality,2
3232,1.201,10000,plurality,12
3233,1.132,10000,plurality,22
3234,1.004,10000,plurality,2
3235,1.15,10000,plurality,12
3236,1.26,10000,plurality,22
3237,1.049,10000,plurality,2
3238,1.156,10000,plurality,12
3239,1.143,10000,plurality,22
3240,0.968,10000,majority,2
3241,0.978,10000,majority,12
3242,0.963,10000,majority,22
3243,1.188,10000,majority,2
3244,0.982,10000,majority,12
3245,1.152,10000,majority,22
3246,1.352,10000,majority,2
3247,1.341,10000,majority,12
3248,1.203,10000,majority,22
3249,1.12,10000,majority,2
3250,1.084,10000,majority,12
3251,1.33,10000,majority,22
3252,1.353,10000,majority,2
3253,1.024,10000,majority,12
3254,1.323,10000,majority,22
3255,1.112,10000,majority,2
3256,1.442,10000,majority,12
3257,1.254,10000,majority,22
3258,1.094,10000,majority,2
3259,1.343,10000,majority,12
3260,1.239,10000,majority,22
3261,1.282,10000,majority,2
3262,1.291,10000,majority,12
3263,1.296,10000,majority,22
3264,1.444,10000,majority,2
3265,1.424,10000,majority,12
3266,1.265,10000,majority,22
3267,1.029,10000,plurality,2
3268,0.964,10000,plurality,12
3269,1.009,10000,plurality,22
3270,1.183,10000,plurality,2
3271,1.125,10000,plurality,12
3272,1.069,10000,plurality,22
3273,1.325,10000,plurality,2
3274,1.045,10000,plurality,12
3275,1.009,10000,plurality,22
3276,1.364,10000,plurality,2
3277,1.1,10000,plurality,12
3278,1.181,10000,plurality,22
3279,0.984,10000,plurality,2
3280,1.142,10000,plurality,12
3281,1.101,10000,plurality,22
3282,0.922,10000,plurality,2
3283,1.319,10000,plurality,12
3284,1.235,10000,plurality,22
3285,1.405,10000,plurality,2
3286,1.399,10000,plurality,12
3287,1.338,10000,plurality,22
3288,1.445,10000,plurality,2
3289,1.174,10000,plurality,12
3290,1.331,10000,plurality,22
3291,1.438,10000,plurality,2
3292,1.228,10000,plurality,12
3293,1.325,10000,plurality,22
3294,1.152,10000,majority,2
3295,1.007,10000,majority,12
3296,1.033,10000,majority,22
3297,1.049,10000,majority,2
3298,1.241,10000,majority,12
3299,1.077,10000,majority,22
3300,1.503,10000,majority,2
3301,1.02,10000,majority,12
3302,1.081,10000,majority,22
3303,0.994,10000,majority,2
3304,1.129,10000,majority,12
3305,1.297,10000,majority,22
3306,1.512,10000,majority,2
3307,1.216,10000,majority,12
3308,1.1,10000,majority,22
3309,1.023,10000,majority,2
3310,1.336,10000,majority,12
3311,1.378,10000,majority,22
3312,0.696,10000,majority,2
3313,1.207,10000,majority,12
3314,1.298,10000,majority,22
3315,1.606,10000,majority,2
3316,1.26,10000,majority,12
3317,1.365,10000,majority,22
3318,1.845,10000,majority,2
3319,1.35,10000,majority,12
3320,1.17,10000,majority,22
3321,1.2,10000,plurality,2
3322,1.009,10000,plurality,12
3323,1.0,10000,plurality,22
3324,1.15,10000,plurality,2
3325,1.063,10000,plurality,12
3326,1.04,10000,plurality,22
3327,1.033,10000,plurality,2
3328,1.154,10000,plurality,12
3329,1.116,10000,plurality,22
3330,1.04,10000,plurality,2
3331,1.077,10000,plurality,12
3332,1.081,10000,plurality,22
3333,1.232,10000,plurality,2
3334,1.203,10000,plurality,12
3335,1.137,10000,plurality,22
3336,1.167,10000,plurality,2
3337,1.251,10000,plurality,12
3338,1.407,10000,plurality,22
3339,1.352,10000,plurality,2
3340,1.338,10000,plurality,12
3341,1.337,10000,plurality,22
3342,1.365,10000,plurality,2
3343,1.329,10000,plurality,12
3344,1.454,10000,plurality,22
3345,1.212,10000,plurality,2
3346,1.139,10000,plurality,12
3347,1.324,10000,plurality,22
3348,1.086,10000,majority,2
3349,0.989,10000,majority,12
3350,0.974,10000,majority,22
3351,1.187,10000,majority,2
3352,1.156,10000,majority,12
3353,0.973,10000,majority,22
3354,1.257,10000,majority,2
3355,1.192,10000,majority,12
3356,1.227,10000,majority,22
3357,1.26,10000,majority,2
3358,1.132,10000,majority,12
3359,1.409,10000,majority,22
3360,1.617,10000,majority,2
3361,1.222,10000,majority,12
3362,1.448,10000,majority,22
3363,0.766,10000,majority,2
3364,1.419,10000,majority,12
3365,1.22,10000,majority,22
3366,1.14,10000,majority,2
3367,1.255,10000,majority,12
3368,1.186,10000,majority,22
3369,1.3,10000,majority,2
3370,1.214,10000,majority,12
3371,1.4,10000,majority,22
3372,1.253,10000,majority,2
3373,1.221,10000,majority,12
3374,1.189,10000,majority,22
3375,1.117,10000,plurality,2
3376,0.996,10000,plurality,12
3377,0.975,10000,plurality,22
3378,1.227,10000,plurality,2
3379,1.044,10000,plurality,12
3380,1.01,10000,plurality,22
3381,1.1,10000,plurality,2
3382,1.104,10000,plurality,12
3383,1.012,10000,plurality,22
3384,1.438,10000,plurality,2
3385,1.149,10000,plurality,12
3386,1.102,10000,plurality,22
3387,1.376,10000,plurality,2
3388,1.09,10000,plurality,12
3389,1.125,10000,plurality,22
3390,1.286,10000,plurality,2
3391,1.169,10000,plurality,12
3392,1.447,10000,plurality,22
3393,0.878,10000,plurality,2
3394,1.246,10000,plurality,12
3395,1.353,10000,plurality,22
3396,1.138,10000,plurality,2
3397,1.245,10000,plurality,12
3398,1.358,10000,plurality,22
3399,1.46,10000,plurality,2
3400,1.287,10000,plurality,12
3401,1.239,10000,plurality,22
3402,1.054,10000,majority,2
3403,0.997,10000,majority,12
3404,0.984,10000,majority,22
3405,1.329,10000,majority,2
3406,1.232,10000,majority,12
3407,1.166,10000,majority,22
3408,1.122,10000,majority,2
3409,1.268,10000,majority,12
3410,1.046,10000,majority,22
3411,1.205,10000,majority,2
3412,1.093,10000,majority,12
3413,1.098,10000,majority,22
3414,1.794,10000,majority,2
3415,1.391,10000,majority,12
3416,1.202,10000,majority,22
3417,1.661,10000,majority,2
3418,1.335,10000,majority,12
3419,1.194,10000,majority,22
3420,1.035,10000,majority,2
3421,1.294,10000,majority,12
3422,1.216,10000,majority,22
3423,1.36,10000,majority,2
3424,1.236,10000,majority,12
3425,1.307,10000,majority,22
3426,1.063,10000,majority,2
3427,1.228,10000,majority,12
3428,1.241,10000,majority,22
3429,1.123,10000,plurality,2
3430,1.01,10000,plurality,12
3431,1.023,10000,plurality,22
3432,1.225,10000,plurality,2
3433,1.046,10000,plurality,12
3434,1.071,10000,plurality,22
3435,0.994,10000,plurality,2
3436,1.136,10000,plurality,12
3437,1.068,10000,plurality,22
3438,1.521,10000,plurality,2
3439,1.074,10000,plurality,12
3440,1.074,10000,plurality,22
3441,1.519,10000,plurality,2
3442,1.075,10000,plurality,12
3443,1.091,10000,plurality,22
3444,0.967,10000,plurality,2
3445,1.437,10000,plurality,12
3446,1.128,10000,plurality,22
3447,1.287,10000,plurality,2
3448,1.23,10000,plurality,12
3449,1.287,10000,plurality,22
3450,1.164,10000,plurality,2
3451,1.123,10000,plurality,12
3452,1.262,10000,plurality,22
3453,1.555,10000,plurality,2
3454,1.227,10000,plurality,12
3455,1.314,10000,plurality,22
3456,1.025,10000,majority,2
3457,0.983,10000,majority,12
3458,0.978,10000,majority,22
3459,1.476,10000,majority,2
3460,1.083,10000,majority,12
3461,1.028,10000,majority,22
3462,1.386,10000,majority,2
3463,1.108,10000,majority,12
3464,1.131,10000,majority,22
3465,1.291,10000,majority,2
3466,1.135,10000,majority,12
3467,1.144,10000,majority,22
3468,1.377,10000,majority,2
3469,1.124,10000,majority,12
3470,1.114,10000,majority,22
3471,1.36,10000,majority,2
3472,1.126,10000,majority,12
3473,1.182,10000,majority,22
3474,1.408,10000,majority,2
3475,1.234,10000,majority,12
3476,1.26,10000,majority,22
3477,1.466,10000,majority,2
3478,1.293,10000,majority,12
3479,1.255,10000,majority,22
3480,1.196,10000,majority,2
3481,1.184,10000,majority,12
3482,1.319,10000,majority,22
3483,1.065,10000,plurality,2
3484,1.031,10000,plurality,12
3485,0.98,10000,plurality,22
3486,1.141,10000,plurality,2
3487,1.079,10000,plurality,12
3488,1.078,10000,plurality,22
3489,1.147,10000,plurality,2
3490,1.044,10000,plurality,12
3491,1.057,10000,plurality,22
3492,1.023,10000,plurality,2
3493,1.122,10000,plurality,12
3494,1.099,10000,plurality,22
3495,1.113,10000,plurality,2
3496,1.032,10000,plurality,12
3497,1.089,10000,plurality,22
3498,1.182,10000,plurality,2
3499,1.106,10000,plurality,12
3500,1.248,10000,plurality,22
3501,1.216,10000,plurality,2
3502,1.076,10000,plurality,12
3503,1.203,10000,plurality,22
3504,1.05,10000,plurality,2
3505,1.206,10000,plurality,12
3506,1.328,10000,plurality,22
3507,1.115,10000,plurality,2
3508,1.309,10000,plurality,12
3509,1.234,10000,plurality,22
3510,1.086,10000,majority,2
3511,0.981,10000,majority,12
3512,1.001,10000,majority,22
3513,1.062,10000,majority,2
3514,0.951,10000,majority,12
3515,0.995,10000,majority,22
3516,1.038,10000,majority,2
3517,1.191,10000,majority,12
3518,1.163,10000,majority,22
3519,1.14,10000,majority,2
3520,1.186,10000,majority,12
3521,1.122,10000,majority,22
3522,1.087,10000,majority,2
3523,1.182,10000,majority,12
3524,1.235,10000,majority,22
3525,1.258,10000,majority,2
3526,1.319,10000,majority,12
3527,1.326,10000,majority,22
3528,1.432,10000,majority,2
3529,1.138,10000,majority,12
3530,1.224,10000,majority,22
3531,1.308,10000,majority,2
3532,1.155,10000,majority,12
3533,1.207,10000,majority,22
3534,1.286,10000,majority,2
3535,1.023,10000,majority,12
3536,1.235,10000,majority,22
3537,1.051,10000,plurality,2
3538,1.014,10000,plurality,12
3539,0.981,10000,plurality,22
3540,1.232,10000,plurality,2
3541,1.103,10000,plurality,12
3542,1.07,10000,plurality,22
3543,1.079,10000,plurality,2
3544,1.12,10000,plurality,12
3545,1.027,10000,plurality,22
3546,0.922,10000,plurality,2
3547,1.063,10000,plurality,12
3548,1.169,10000,plurality,22
3549,1.049,10000,plurality,2
3550,1.064,10000,plurality,12
3551,1.109,10000,plurality,22
3552,1.252,10000,plurality,2
3553,1.072,10000,plurality,12
3554,1.243,10000,plurality,22
3555,0.927,10000,plurality,2
3556,1.266,10000,plurality,12
3557,1.313,10000,plurality,22
3558,0.971,10000,plurality,2
3559,1.283,10000,plurality,12
3560,1.332,10000,plurality,22
3561,1.045,10000,plurality,2
3562,1.124,10000,plurality,12
3563,1.184,10000,plurality,22
3564,1.083,10000,majority,2
3565,1.032,10000,majority,12
3566,1.017,10000,majority,22
3567,1.236,10000,majority,2
3568,1.024,10000,majority,12
3569,1.008,10000,majority,22
3570,0.981,10000,majority,2
3571,1.172,10000,majority,12
3572,1.09,10000,majority,22
3573,1.291,10000,majority,2
3574,1.122,10000,majority,12
3575,1.22,10000,majority,22
3576,1.214,10000,majority,2
3577,1.303,10000,majority,12
3578,1.118,10000,majority,22
3579,0.94,10000,majority,2
3580,1.3,10000,majority,12
3581,1.15,10000,majority,22
3582,1.341,10000,majority,2
3583,1.133,10000,majority,12
3584,1.224,10000,majority,22
3585,1.338,10000,majority,2
3586,1.259,10000,majority,12
3587,1.261,10000,majority,22
3588,1.443,10000,majority,2
3589,1.111,10000,majority,12
3590,1.15,10000,majority,22
3591,1.123,10000,plurality,2
3592,1.024,10000,plurality,12
3593,1.021,10000,plurality,22
3594,1.084,10000,plurality,2
3595,1.045,10000,plurality,12
3596,0.992,10000,plurality,22
3597,1.095,10000,plurality,2
3598,1.045,10000,plurality,12
3599,1.115,10000,plurality,22
3600,0.734,10000,plurality,2
3601,0.97,10000,plurality,12
3602,1.132,10000,plurality,22
3603,1.332,10000,plurality,2
3604,1.062,10000,plurality,12
3605,1.123,10000,plurality,22
3606,0.967,10000,plurality,2
3607,1.13,10000,plurality,12
3608,1.315,10000,plurality,22
3609,0.981,10000,plurality,2
3610,1.165,10000,plurality,12
3611,1.216,10000,plurality,22
3612,1.036,10000,plurality,2
3613,1.205,10000,plurality,12
3614,1.252,10000,plurality,22
3615,1.027,10000,plurality,2
3616,1.263,10000,plurality,12
3617,1.141,10000,plurality,22
3618,1.013,10000,majority,2
3619,1.034,10000,majority,12
3620,1.0,10000,majority,22
3621,1.245,10000,majority,2
3622,1.01,10000,majority,12
3623,1.05,10000,majority,22
3624,1.138,10000,majority,2
3625,1.017,10000,majority,12
3626,1.04,10000,majority,22
3627,1.595,10000,majority,2
3628,1.195,10000,majority,12
3629,1.293,10000,majority,22
3630,1.407,10000,majority,2
3631,1.146,10000,majority,12
3632,1.082,10000,majority,22
3633,1.42,10000,majority,2
3634,1.073,10000,majority,12
3635,1.177,10000,majority,22
3636,1.121,10000,majority,2
3637,1.191,10000,majority,12
3638,1.319,10000,majority,22
3639,1.167,10000,majority,2
3640,1.217,10000,majority,12
3641,1.182,10000,majority,22
3642,1.22,10000,majority,2
3643,1.307,10000,majority,12
3644,1.197,10000,majority,22
3645,1.205,10000,plurality,2
3646,0.988,10000,plurality,12
3647,1.01,10000,plurality,22
3648,1.06,10000,plurality,2
3649,1.006,10000,plurality,12
3650,0.996,10000,plurality,22
3651,1.02,10000,plurality,2
3652,1.084,10000,plurality,12
3653,1.092,10000,plurality,22
3654,1.432,10000,plurality,2
3655,1.121,10000,plurality,12
3656,1.168,10000,plurality,22
3657,1.189,10000,plurality,2
3658,1.125,10000,plurality,12
3659,1.114,10000,plurality,22
3660,1.27,10000,plurality,2
3661,1.246,10000,plurality,12
3662,1.063,10000,plurality,22
3663,1.047,10000,plurality,2
3664,1.138,10000,plurality,12
3665,1.199,10000,plurality,22
