,fairness,electorate_size,electoral_system,issues
960,1.039,10000,plurality,2
961,0.896,10000,plurality,12
962,0.89,10000,plurality,22
963,0.862,10000,plurality,2
964,0.977,10000,plurality,12
965,0.931,10000,plurality,22
966,1.037,10000,plurality,2
967,1.023,10000,plurality,12
968,0.909,10000,plurality,22
969,1.167,10000,plurality,2
970,1.178,10000,plurality,12
971,1.013,10000,plurality,22
972,1.102,10000,majority,2
973,1.023,10000,majority,12
974,1.014,10000,majority,22
975,0.963,10000,majority,2
976,1.019,10000,majority,12
977,0.922,10000,majority,22
978,1.317,10000,majority,2
979,1.068,10000,majority,12
980,0.992,10000,majority,22
981,1.079,10000,majority,2
982,0.898,10000,majority,12
983,0.995,10000,majority,22
984,1.127,10000,majority,2
985,0.933,10000,majority,12
986,1.063,10000,majority,22
987,1.16,10000,majority,2
988,0.992,10000,majority,12
989,0.997,10000,majority,22
990,0.937,10000,majority,2
991,0.917,10000,majority,12
992,1.139,10000,majority,22
993,0.917,10000,majority,2
994,1.12,10000,majority,12
995,1.031,10000,majority,22
996,0.932,10000,majority,2
997,1.039,10000,majority,12
998,1.089,10000,majority,22
999,1.122,10000,plurality,2
1000,1.029,10000,plurality,12
1001,1.03,10000,plurality,22
1002,0.872,10000,plurality,2
1003,0.86,10000,plurality,12
1004,0.924,10000,plurality,22
1005,1.35,10000,plurality,2
1006,0.943,10000,plurality,12
1007,0.846,10000,plurality,22
1008,0.917,10000,plurality,2
1009,1.021,10000,plurality,12
1010,0.921,10000,plurality,22
1011,0.771,10000,plurality,2
1012,1.161,10000,plurality,12
1013,0.996,10000,plurality,22
1014,1.164,10000,plurality,2
1015,1.071,10000,plurality,12
1016,1.043,10000,plurality,22
1017,0.807,10000,plurality,2
1018,1.148,10000,plurality,12
1019,0.913,10000,plurality,22
1020,0.722,10000,plurality,2
1021,0.96,10000,plurality,12
1022,0.947,10000,plurality,22
1023,1.034,10000,plurality,2
1024,1.12,10000,plurality,12
1025,0.981,10000,plurality,22
1026,0.846,10000,majority,2
1027,0.99,10000,majority,12
1028,1.01,10000,majority,22
1029,0.999,10000,majority,2
1030,0.881,10000,majority,12
1031,1.006,10000,majority,22
1032,0.833,10000,majority,2
1033,1.002,10000,majority,12
1034,0.944,10000,majority,22
1035,1.406,10000,majority,2
1036,0.964,10000,majority,12
1037,1.01,10000,majority,22
1038,1.473,10000,majority,2
1039,0.942,10000,majority,12
1040,1.05,10000,majority,22
1041,1.14,10000,majority,2
1042,1.023,10000,majority,12
1043,0.901,10000,majority,22
1044,0.955,10000,majority,2
1045,0.993,10000,majority,12
1046,1.062,10000,majority,22
1047,1.407,10000,majority,2
1048,1.027,10000,majority,12
1049,1.178,10000,majority,22
1050,1.021,10000,majority,2
1051,1.003,10000,majority,12
1052,0.908,10000,majority,22
1053,1.186,10000,plurality,2
1054,1.087,10000,plurality,12
1055,0.941,10000,plurality,22
1056,0.921,10000,plurality,2
1057,0.893,10000,plurality,12
1058,1.034,10000,plurality,22
1059,0.916,10000,plurality,2
1060,0.974,10000,plurality,12
1061,0.973,10000,plurality,22
1062,0.726,10000,plurality,2
1063,0.964,10000,plurality,12
1064,0.965,10000,plurality,22
1065,0.904,10000,plurality,2
1066,1.084,10000,plurality,12
1067,0.96,10000,plurality,22
1068,1.113,10000,plurality,2
1069,1.054,10000,plurality,12
1070,1.005,10000,plurality,22
1071,0.835,10000,plurality,2
1072,1.08,10000,plurality,12
1073,1.0,10000,plurality,22
1074,0.924,10000,plurality,2
1075,1.015,10000,plurality,12
1076,0.966,10000,plurality,22
1077,0.751,10000,plurality,2
1078,0.998,10000,plurality,12
1079,0.872,10000,plurality,22
1080,1.139,10000,majority,2
1081,0.995,10000,majority,12
1082,0.988,10000,majority,22
1083,1.328,10000,majority,2
1084,1.258,10000,majority,12
1085,1.089,10000,majority,22
1086,1.386,10000,majority,2
1087,1.287,10000,majority,12
1088,1.042,10000,majority,22
1089,1.268,10000,majority,2
1090,1.041,10000,majority,12
1091,1.121,10000,majority,22
1092,0.969,10000,majority,2
1093,1.125,10000,majority,12
1094,1.256,10000,majority,22
1095,0.91,10000,majority,2
1096,1.204,10000,majority,12
1097,1.129,10000,majority,22
1098,0.218,10000,majority,2
1099,1.204,10000,majority,12
1100,1.079,10000,majority,22
1101,1.289,10000,majority,2
1102,1.34,10000,majority,12
1103,1.206,10000,majority,22
1104,0.575,10000,majority,2
1105,1.311,10000,majority,12
1106,1.168,10000,majority,22
1107,0.758,10000,plurality,2
1108,0.819,10000,plurality,12
1109,0.86,10000,plurality,22
1110,1.255,10000,plurality,2
1111,1.245,10000,plurality,12
1112,1.114,10000,plurality,22
1113,1.423,10000,plurality,2
1114,1.338,10000,plurality,12
1115,1.229,10000,plurality,22
1116,0.631,10000,plurality,2
1117,1.156,10000,plurality,12
1118,1.242,10000,plurality,22
1119,0.675,10000,plurality,2
1120,1.105,10000,plurality,12
1121,1.2,10000,plurality,22
1122,0.958,10000,plurality,2
1123,1.265,10000,plurality,12
1124,1.199,10000,plurality,22
1125,1.233,10000,plurality,2
1126,1.127,10000,plurality,12
1127,1.161,10000,plurality,22
1128,1.259,10000,plurality,2
1129,1.266,10000,plurality,12
1130,1.118,10000,plurality,22
1131,1.16,10000,plurality,2
1132,1.237,10000,plurality,12
1133,1.143,10000,plurality,22
1134,0.804,10000,majority,2
1135,0.804,10000,majority,12
1136,0.997,10000,majority,22
1137,1.163,10000,majority,2
1138,1.339,10000,majority,12
1139,1.238,10000,majority,22
1140,0.966,10000,majority,2
1141,1.151,10000,majority,12
1142,1.307,10000,majority,22
1143,1.028,10000,majority,2
1144,1.095,10000,majority,12
1145,1.045,10000,majority,22
1146,1.039,10000,majority,2
1147,1.135,10000,majority,12
1148,1.13,10000,majority,22
1149,1.655,10000,majority,2
1150,1.187,10000,majority,12
1151,1.108,10000,majority,22
1152,1.036,10000,majority,2
1153,1.03,10000,majority,12
1154,1.181,10000,majority,22
1155,1.153,10000,majority,2
1156,1.099,10000,majority,12
1157,1.199,10000,majority,22
1158,1.19,10000,majority,2
1159,1.309,10000,majority,12
1160,1.225,10000,majority,22
1161,0.914,10000,plurality,2
1162,0.901,10000,plurality,12
1163,0.993,10000,plurality,22
1164,1.018,10000,plurality,2
1165,1.176,10000,plurality,12
1166,1.248,10000,plurality,22
1167,1.399,10000,plurality,2
1168,1.104,10000,plurality,12
1169,1.143,10000,plurality,22
1170,0.799,10000,plurality,2
1171,1.174,10000,plurality,12
1172,1.04,10000,plurality,22
1173,1.211,10000,plurality,2
1174,1.111,10000,plurality,12
1175,1.133,10000,plurality,22
1176,1.323,10000,plurality,2
1177,1.171,10000,plurality,12
1178,1.177,10000,plurality,22
1179,1.056,10000,plurality,2
1180,1.101,10000,plurality,12
1181,1.182,10000,plurality,22
1182,0.995,10000,plurality,2
1183,1.125,10000,plurality,12
1184,1.048,10000,plurality,22
1185,0.735,10000,plurality,2
1186,1.093,10000,plurality,12
1187,1.099,10000,plurality,22
1188,1.092,10000,majority,2
1189,0.861,10000,majority,12
1190,0.991,10000,majority,22
1191,0.723,10000,majority,2
1192,1.192,10000,majority,12
1193,1.127,10000,majority,22
1194,1.114,10000,majority,2
1195,1.262,10000,majority,12
1196,1.26,10000,majority,22
1197,1.241,10000,majority,2
1198,1.234,10000,majority,12
1199,1.072,10000,majority,22
1200,1.445,10000,majority,2
1201,1.245,10000,majority,12
1202,1.122,10000,majority,22
1203,1.069,10000,majority,2
1204,1.307,10000,majority,12
1205,1.035,10000,majority,22
1206,1.642,10000,majority,2
1207,0.886,10000,majority,12
1208,1.184,10000,majority,22
1209,1.306,10000,majority,2
1210,0.93,10000,majority,12
1211,0.99,10000,majority,22
1212,0.83,10000,majority,2
1213,0.876,10000,majority,12
1214,1.277,10000,majority,22
1215,1.013,10000,plurality,2
1216,0.79,10000,plurality,12
1217,0.955,10000,plurality,22
1218,0.79,10000,plurality,2
1219,1.095,10000,plurality,12
1220,1.097,10000,plurality,22
1221,0.646,10000,plurality,2
1222,1.138,10000,plurality,12
1223,1.217,10000,plurality,22
1224,0.99,10000,plurality,2
1225,1.054,10000,plurality,12
1226,1.122,10000,plurality,22
1227,1.05,10000,plurality,2
1228,1.237,10000,plurality,12
1229,1.157,10000,plurality,22
1230,1.455,10000,plurality,2
1231,1.16,10000,plurality,12
1232,1.114,10000,plurality,22
1233,1.548,10000,plurality,2
1234,1.245,10000,plurality,12
1235,1.187,10000,plurality,22
1236,1.038,10000,plurality,2
1237,1.267,10000,plurality,12
1238,1.256,10000,plurality,22
1239,1.698,10000,plurality,2
1240,1.171,10000,plurality,12
1241,1.321,10000,plurality,22
1242,0.88,10000,majority,2
1243,0.917,10000,majority,12
1244,0.919,10000,majority,22
1245,1.225,10000,majority,2
1246,1.278,10000,majority,12
1247,1.179,10000,majority,22
1248,1.54,10000,majority,2
1249,1.302,10000,majority,12
1250,1.101,10000,majority,22
1251,1.265,10000,majority,2
1252,1.284,10000,majority,12
1253,1.102,10000,majority,22
1254,1.404,10000,majority,2
1255,1.19,10000,majority,12
1256,1.065,10000,majority,22
1257,0.886,10000,majority,2
1258,1.141,10000,majority,12
1259,1.139,10000,majority,22
1260,1.031,10000,majority,2
1261,1.117,10000,majority,12
1262,1.184,10000,majority,22
1263,1.199,10000,majority,2
1264,1.192,10000,majority,12
1265,1.029,10000,majority,22
1266,1.469,10000,majority,2
1267,1.149,10000,majority,12
1268,1.162,10000,majority,22
1269,1.164,10000,plurality,2
1270,0.989,10000,plurality,12
1271,0.987,10000,plurality,22
1272,0.755,10000,plurality,2
1273,1.153,10000,plurality,12
1274,1.328,10000,plurality,22
1275,0.875,10000,plurality,2
1276,1.055,10000,plurality,12
1277,1.128,10000,plurality,22
1278,1.079,10000,plurality,2
1279,1.371,10000,plurality,12
1280,1.164,10000,plurality,22
1281,1.133,10000,plurality,2
1282,1.292,10000,plurality,12
1283,1.244,10000,plurality,22
1284,1.323,10000,plurality,2
1285,1.323,10000,plurality,12
1286,1.201,10000,plurality,22
1287,0.773,10000,plurality,2
1288,1.058,10000,plurality,12
1289,1.164,10000,plurality,22
1290,0.295,10000,plurality,2
1291,1.14,10000,plurality,12
1292,1.13,10000,plurality,22
1293,1.078,10000,plurality,2
1294,1.295,10000,plurality,12
1295,1.133,10000,plurality,22
1296,1.069,10000,majority,2
1297,1.004,10000,majority,12
1298,0.841,10000,majority,22
1299,1.473,10000,majority,2
1300,1.048,10000,majority,12
1301,1.041,10000,majority,22
1302,1.27,10000,majority,2
1303,1.264,10000,majority,12
1304,1.144,10000,majority,22
1305,0.895,10000,majority,2
1306,1.096,10000,majority,12
1307,1.139,10000,majority,22
1308,1.081,10000,majority,2
1309,1.161,10000,majority,12
1310,1.093,10000,majority,22
1311,0.783,10000,majority,2
1312,1.054,10000,majority,12
1313,1.162,10000,majority,22
1314,1.38,10000,majority,2
1315,1.114,10000,majority,12
1316,1.133,10000,majority,22
1317,1.459,10000,majority,2
1318,1.196,10000,majority,12
1319,1.165,10000,majority,22
1320,0.802,10000,majority,2
1321,1.258,10000,majority,12
1322,1.245,10000,majority,22
1323,0.915,10000,plurality,2
1324,0.953,10000,plurality,12
1325,0.919,10000,plurality,22
1326,1.071,10000,plurality,2
1327,0.962,10000,plurality,12
1328,1.107,10000,plurality,22
1329,0.774,10000,plurality,2
1330,1.248,10000,plurality,12
1331,1.185,10000,plurality,22
1332,0.914,10000,plurality,2
1333,1.144,10000,plurality,12
1334,1.169,10000,plurality,22
1335,1.054,10000,plurality,2
1336,1.338,10000,plurality,12
1337,1.229,10000,plurality,22
1338,1.495,10000,plurality,2
1339,0.941,10000,plurality,12
1340,1.179,10000,plurality,22
1341,0.654,10000,plurality,2
1342,1.032,10000,plurality,12
1343,1.195,10000,plurality,22
1344,0.574,10000,plurality,2
1345,1.111,10000,plurality,12
1346,1.13,10000,plurality,22
1347,1.228,10000,plurality,2
1348,0.98,10000,plurality,12
1349,1.21,10000,plurality,22
1350,1.063,10000,majority,2
1351,0.962,10000,majority,12
1352,0.931,10000,majority,22
1353,1.354,10000,majority,2
1354,1.2,10000,majority,12
1355,1.056,10000,majority,22
1356,1.452,10000,majority,2
1357,1.234,10000,majority,12
1358,1.046,10000,majority,22
1359,1.33,10000,majority,2
1360,1.19,10000,majority,12
1361,1.208,10000,majority,22
1362,1.405,10000,majority,2
1363,1.135,10000,majority,12
1364,1.086,10000,majority,22
1365,1.27,10000,majority,2
1366,1.227,10000,majority,12
1367,1.009,10000,majority,22
1368,0.935,10000,majority,2
1369,1.112,10000,majority,12
1370,1.129,10000,majority,22
1371,1.201,10000,majority,2
1372,1.192,10000,majority,12
1373,1.284,10000,majority,22
1374,1.011,10000,majority,2
1375,1.173,10000,majority,12
1376,1.02,10000,majority,22
1377,1.035,10000,plurality,2
1378,0.893,10000,plurality,12
1379,0.947,10000,plurality,22
1380,1.357,10000,plurality,2
1381,1.219,10000,plurality,12
1382,1.243,10000,plurality,22
1383,1.185,10000,plurality,2
1384,1.095,10000,plurality,12
1385,1.121,10000,plurality,22
1386,1.055,10000,plurality,2
1387,1.299,10000,plurality,12
1388,1.16,10000,plurality,22
1389,1.098,10000,plurality,2
1390,1.027,10000,plurality,12
1391,1.102,10000,plurality,22
1392,0.883,10000,plurality,2
1393,1.255,10000,plurality,12
1394,1.171,10000,plurality,22
1395,0.822,10000,plurality,2
1396,0.946,10000,plurality,12
1397,0.844,10000,plurality,22
1398,0.943,10000,plurality,2
1399,1.043,10000,plurality,12
1400,1.172,10000,plurality,22
1401,1.24,10000,plurality,2
1402,1.039,10000,plurality,12
1403,1.172,10000,plurality,22
1404,1.047,10000,majority,2
1405,0.931,10000,majority,12
1406,0.931,10000,majority,22
1407,1.004,10000,majority,2
1408,1.153,10000,majority,12
1409,1.226,10000,majority,22
1410,1.373,10000,majority,2
1411,1.262,10000,majority,12
1412,1.156,10000,majority,22
1413,1.051,10000,majority,2
1414,1.108,10000,majority,12
1415,1.072,10000,majority,22
1416,0.959,10000,majority,2
1417,1.171,10000,majority,12
1418,1.101,10000,majority,22
1419,1.178,10000,majority,2
1420,1.12,10000,majority,12
1421,1.112,10000,majority,22
1422,1.222,10000,majority,2
1423,1.272,10000,majority,12
1424,1.079,10000,majority,22
1425,0.908,10000,majority,2
1426,1.076,10000,majority,12
1427,1.125,10000,majority,22
1428,1.185,10000,majority,2
1429,1.1,10000,majority,12
1430,1.104,10000,majority,22
1431,1.134,10000,plurality,2
1432,0.862,10000,plurality,12
1433,1.017,10000,plurality,22
1434,1.317,10000,plurality,2
1435,1.098,10000,plurality,12
1436,1.117,10000,plurality,22
1437,1.237,10000,plurality,2
1438,0.924,10000,plurality,12
1439,1.142,10000,plurality,22
1440,1.453,10000,plurality,2
1441,1.15,10000,plurality,12
1442,1.026,10000,plurality,22
1443,1.27,10000,plurality,2
1444,1.048,10000,plurality,12
1445,1.022,10000,plurality,22
1446,0.61,10000,plurality,2
1447,1.096,10000,plurality,12
1448,1.066,10000,plurality,22
1449,1.453,10000,plurality,2
1450,1.064,10000,plurality,12
1451,1.137,10000,plurality,22
1452,0.947,10000,plurality,2
1453,1.099,10000,plurality,12
1454,1.135,10000,plurality,22
1455,1.163,10000,plurality,2
1456,1.264,10000,plurality,12
1457,0.988,10000,plurality,22
1458,1.12,10000,majority,2
1459,0.975,10000,majority,12
1460,0.99,10000,majority,22
1461,0.916,10000,majority,2
1462,1.022,10000,majority,12
1463,1.078,10000,majority,22
1464,1.142,10000,majority,2
1465,1.173,10000,majority,12
1466,1.104,10000,majority,22
1467,1.156,10000,majority,2
1468,1.293,10000,majority,12
1469,1.218,10000,majority,22
1470,1.431,10000,majority,2
1471,1.137,10000,majority,12
1472,1.03,10000,majority,22
1473,1.226,10000,majority,2
1474,1.102,10000,majority,12
1475,1.177,10000,majority,22
1476,1.091,10000,majority,2
1477,0.964,10000,majority,12
1478,1.183,10000,majority,22
1479,1.38,10000,majority,2
1480,1.125,10000,majority,12
1481,1.197,10000,majority,22
1482,1.495,10000,majority,2
1483,1.156,10000,majority,12
1484,1.215,10000,majority,22
1485,1.032,10000,plurality,2
1486,0.907,10000,plurality,12
1487,0.943,10000,plurality,22
1488,1.012,10000,plurality,2
1489,0.927,10000,plurality,12
1490,1.173,10000,plurality,22
1491,1.559,10000,plurality,2
1492,1.031,10000,plurality,12
1493,1.138,10000,plurality,22
1494,0.972,10000,plurality,2
1495,1.234,10000,plurality,12
1496,1.136,10000,plurality,22
1497,1.061,10000,plurality,2
1498,1.067,10000,plurality,12
1499,1.15,10000,plurality,22
1500,1.105,10000,plurality,2
1501,1.113,10000,plurality,12
1502,1.225,10000,plurality,22
1503,1.026,10000,plurality,2
1504,1.083,10000,plurality,12
1505,1.126,10000,plurality,22
1506,0.831,10000,plurality,2
1507,1.209,10000,plurality,12
1508,1.059,10000,plurality,22
1509,0.987,10000,plurality,2
1510,1.247,10000,plurality,12
1511,1.136,10000,plurality,22
1512,1.214,10000,majority,2
1513,0.934,10000,majority,12
1514,1.007,10000,majority,22
1515,1.2,10000,majority,2
1516,0.948,10000,majority,12
1517,1.008,10000,majority,22
1518,0.911,10000,majority,2
1519,1.087,10000,majority,12
1520,1.135,10000,majority,22
1521,1.599,10000,majority,2
1522,1.12,10000,majority,12
1523,1.112,10000,majority,22
1524,0.936,10000,majority,2
1525,1.067,10000,majority,12
1526,1.159,10000,majority,22
1527,1.51,10000,majority,2
1528,1.027,10000,majority,12
1529,0.992,10000,majority,22
1530,1.216,10000,majority,2
1531,1.092,10000,majority,12
1532,1.205,10000,majority,22
1533,1.563,10000,majority,2
1534,1.11,10000,majority,12
1535,1.164,10000,majority,22
1536,1.629,10000,majority,2
1537,1.121,10000,majority,12
1538,1.054,10000,majority,22
1539,1.044,10000,plurality,2
1540,0.965,10000,plurality,12
1541,0.913,10000,plurality,22
1542,0.939,10000,plurality,2
1543,1.129,10000,plurality,12
1544,1.079,10000,plurality,22
1545,0.822,10000,plurality,2
1546,1.196,10000,plurality,12
1547,1.047,10000,plurality,22
1548,1.378,10000,plurality,2
1549,1.138,10000,plurality,12
1550,1.124,10000,plurality,22
1551,0.987,10000,plurality,2
1552,1.088,10000,plurality,12
1553,1.154,10000,plurality,22
1554,0.799,10000,plurality,2
1555,1.237,10000,plurality,12
1556,1.062,10000,plurality,22
1557,0.968,10000,plurality,2
1558,1.151,10000,plurality,12
1559,1.146,10000,plurality,22
1560,1.031,10000,plurality,2
1561,1.159,10000,plurality,12
1562,1.088,10000,plurality,22
1563,1.006,10000,plurality,2
1564,1.269,10000,plurality,12
1565,1.168,10000,plurality,22
1566,1.085,10000,majority,2
1567,0.911,10000,majority,12
1568,1.005,10000,majority,22
1569,1.239,10000,majority,2
1570,1.075,10000,majority,12
1571,1.002,10000,majority,22
1572,1.288,10000,majority,2
1573,1.143,10000,majority,12
1574,1.108,10000,majority,22
1575,1.095,10000,majority,2
1576,0.982,10000,majority,12
1577,1.136,10000,majority,22
1578,1.243,10000,majority,2
1579,1.114,10000,majority,12
1580,1.12,10000,majority,22
1581,0.929,10000,majority,2
1582,1.083,10000,majority,12
1583,1.101,10000,majority,22
1584,1.545,10000,majority,2
1585,1.032,10000,majority,12
1586,1.079,10000,majority,22
1587,1.253,10000,majority,2
1588,1.13,10000,majority,12
1589,1.178,10000,majority,22
1590,0.989,10000,majority,2
1591,1.22,10000,majority,12
1592,1.051,10000,majority,22
1593,1.048,10000,plurality,2
1594,1.009,10000,plurality,12
1595,0.942,10000,plurality,22
1596,0.991,10000,plurality,2
1597,1.085,10000,plurality,12
1598,1.095,10000,plurality,22
1599,1.26,10000,plurality,2
1600,1.051,10000,plurality,12
1601,1.039,10000,plurality,22
1602,1.258,10000,plurality,2
1603,1.194,10000,plurality,12
1604,1.116,10000,plurality,22
1605,1.104,10000,plurality,2
1606,1.062,10000,plurality,12
1607,1.064,10000,plurality,22
1608,0.957,10000,plurality,2
1609,1.213,10000,plurality,12
1610,1.043,10000,plurality,22
1611,0.965,10000,plurality,2
1612,1.187,10000,plurality,12
1613,1.114,10000,plurality,22
1614,1.015,10000,plurality,2
1615,1.073,10000,plurality,12
1616,1.065,10000,plurality,22
1617,1.076,10000,plurality,2
1618,1.076,10000,plurality,12
1619,1.099,10000,plurality,22
1620,1.118,10000,majority,2
1621,0.936,10000,majority,12
1622,0.988,10000,majority,22
1623,1.339,10000,majority,2
1624,1.087,10000,majority,12
1625,1.018,10000,majority,22
1626,1.134,10000,majority,2
1627,1.226,10000,majority,12
1628,1.338,10000,majority,22
1629,1.231,10000,majority,2
1630,1.279,10000,majority,12
1631,1.193,10000,majority,22
1632,1.667,10000,majority,2
1633,1.217,10000,majority,12
1634,1.198,10000,majority,22
1635,1.488,10000,majority,2
1636,1.252,10000,majority,12
1637,1.252,10000,majority,22
1638,1.784,10000,majority,2
1639,1.339,10000,majority,12
1640,1.206,10000,majority,22
1641,0.913,10000,majority,2
1642,1.232,10000,majority,12
1643,1.294,10000,majority,22
1644,1.132,10000,majority,2
1645,1.3,10000,majority,12
1646,1.273,10000,majority,22
1647,0.847,10000,plurality,2
1648,0.955,10000,plurality,12
1649,1.057,10000,plurality,22
1650,1.18,10000,plurality,2
1651,1.011,10000,plurality,12
1652,1.036,10000,plurality,22
1653,1.214,10000,plurality,2
1654,1.277,10000,plurality,12
1655,1.164,10000,plurality,22
1656,1.274,10000,plurality,2
1657,1.099,10000,plurality,12
1658,1.251,10000,plurality,22
1659,1.548,10000,plurality,2
1660,1.271,10000,plurality,12
1661,1.388,10000,plurality,22
1662,0.916,10000,plurality,2
1663,1.049,10000,plurality,12
1664,1.29,10000,plurality,22
1665,0.829,10000,plurality,2
1666,1.36,10000,plurality,12
1667,1.164,10000,plurality,22
1668,1.262,10000,plurality,2
1669,1.093,10000,plurality,12
1670,1.268,10000,plurality,22
1671,0.85,10000,plurality,2
1672,1.224,10000,plurality,12
1673,1.165,10000,plurality,22
1674,1.17,10000,majority,2
1675,1.074,10000,majority,12
1676,0.98,10000,majority,22
1677,1.35,10000,majority,2
1678,1.054,10000,majority,12
1679,1.029,10000,majority,22
1680,1.619,10000,majority,2
1681,1.128,10000,majority,12
1682,1.241,10000,majority,22
1683,1.613,10000,majority,2
1684,1.245,10000,majority,12
1685,1.287,10000,majority,22
1686,1.085,10000,majority,2
1687,1.34,10000,majority,12
1688,1.375,10000,majority,22
1689,1.313,10000,majority,2
1690,1.076,10000,majority,12
1691,1.298,10000,majority,22
1692,1.563,10000,majority,2
1693,1.121,10000,majority,12
1694,1.183,10000,majority,22
1695,1.39,10000,majority,2
1696,1.102,10000,majority,12
1697,1.215,10000,majority,22
1698,0.823,10000,majority,2
1699,1.307,10000,majority,12
1700,1.24,10000,majority,22
1701,0.804,10000,plurality,2
1702,1.027,10000,plurality,12
1703,1.007,10000,plurality,22
1704,1.249,10000,plurality,2
1705,1.072,10000,plurality,12
1706,0.964,10000,plurality,22
1707,1.228,10000,plurality,2
1708,1.085,10000,plurality,12
1709,1.202,10000,plurality,22
1710,1.377,10000,plurality,2
1711,1.456,10000,plurality,12
1712,1.138,10000,plurality,22
1713,1.098,10000,plurality,2
1714,1.096,10000,plurality,12
1715,1.195,10000,plurality,22
1716,1.17,10000,plurality,2
1717,1.31,10000,plurality,12
1718,1.163,10000,plurality,22
1719,1.69,10000,plurality,2
1720,1.272,10000,plurality,12
1721,1.229,10000,plurality,22
1722,1.474,10000,plurality,2
1723,1.02,10000,plurality,12
1724,1.121,10000,plurality,22
1725,1.283,10000,plurality,2
1726,1.022,10000,plurality,12
1727,1.166,10000,plurality,22
1728,1.009,10000,majority,2
1729,0.93,10000,majority,12
1730,0.918,10000,majority,22
1731,1.151,10000,majority,2
1732,1.119,10000,majority,12
1733,0.981,10000,majority,22
1734,1.149,10000,majority,2
1735,1.223,10000,majority,12
1736,1.275,10000,majority,22
1737,1.402,10000,majority,2
1738,1.219,10000,majority,12
1739,1.149,10000,majority,22
1740,1.314,10000,majority,2
1741,1.084,10000,majority,12
1742,1.27,10000,majority,22
1743,1.291,10000,majority,2
1744,1.285,10000,majority,12
1745,1.138,10000,majority,22
1746,1.714,10000,majority,2
1747,1.381,10000,majority,12
1748,1.172,10000,majority,22
1749,1.276,10000,majority,2
1750,1.364,10000,majority,12
1751,1.161,10000,majority,22
1752,1.379,10000,majority,2
1753,1.221,10000,majority,12
1754,1.366,10000,majority,22
1755,0.889,10000,plurality,2
1756,0.875,10000,plurality,12
1757,0.912,10000,plurality,22
1758,1.052,10000,plurality,2
1759,1.022,10000,plurality,12
1760,1.057,10000,plurality,22
1761,0.912,10000,plurality,2
1762,1.326,10000,plurality,12
1763,1.129,10000,plurality,22
1764,1.564,10000,plurality,2
1765,1.164,10000,plurality,12
1766,1.228,10000,plurality,22
1767,1.11,10000,plurality,2
1768,1.356,10000,plurality,12
1769,1.031,10000,plurality,22
1770,0.903,10000,plurality,2
1771,1.399,10000,plurality,12
1772,1.16,10000,plurality,22
1773,0.962,10000,plurality,2
1774,1.289,10000,plurality,12
1775,1.143,10000,plurality,22
1776,0.899,10000,plurality,2
1777,1.128,10000,plurality,12
1778,1.129,10000,plurality,22
1779,1.198,10000,plurality,2
1780,1.3,10000,plurality,12
1781,1.269,10000,plurality,22
1782,1.063,10000,majority,2
1783,1.134,10000,majority,12
1784,0.976,10000,majority,22
1785,1.442,10000,majority,2
1786,1.085,10000,majority,12
1787,1.065,10000,majority,22
1788,1.137,10000,majority,2
1789,1.274,10000,majority,12
1790,1.191,10000,majority,22
1791,0.865,10000,majority,2
1792,1.209,10000,majority,12
1793,1.115,10000,majority,22
1794,1.043,10000,majority,2
1795,1.193,10000,majority,12
1796,1.27,10000,majority,22
1797,1.151,10000,majority,2
1798,1.114,10000,majority,12
1799,1.248,10000,majority,22
1800,1.278,10000,majority,2
1801,1.121,10000,majority,12
1802,1.06,10000,majority,22
1803,1.421,10000,majority,2
1804,1.019,10000,majority,12
1805,1.148,10000,majority,22
1806,1.36,10000,majority,2
1807,1.283,10000,majority,12
1808,1.221,10000,majority,22
1809,1.286,10000,plurality,2
1810,1.062,10000,plurality,12
1811,0.933,10000,plurality,22
1812,1.244,10000,plurality,2
1813,0.978,10000,plurality,12
1814,1.044,10000,plurality,22
1815,1.112,10000,plurality,2
1816,1.19,10000,plurality,12
1817,1.093,10000,plurality,22
1818,1.306,10000,plurality,2
1819,1.173,10000,plurality,12
1820,1.368,10000,plurality,22
1821,1.276,10000,plurality,2
1822,1.152,10000,plurality,12
1823,1.171,10000,plurality,22
1824,1.191,10000,plurality,2
1825,1.201,10000,plurality,12
1826,1.227,10000,plurality,22
1827,0.956,10000,plurality,2
1828,1.142,10000,plurality,12
1829,1.074,10000,plurality,22
1830,0.95,10000,plurality,2
1831,1.267,10000,plurality,12
1832,1.135,10000,plurality,22
1833,0.762,10000,plurality,2
1834,0.978,10000,plurality,12
1835,1.232,10000,plurality,22
1836,1.072,10000,majority,2
1837,0.975,10000,majority,12
1838,1.053,10000,majority,22
1839,1.531,10000,majority,2
1840,1.112,10000,majority,12
1841,1.174,10000,majority,22
1842,1.43,10000,majority,2
1843,1.144,10000,majority,12
1844,1.24,10000,majority,22
1845,1.529,10000,majority,2
1846,1.216,10000,majority,12
1847,1.229,10000,majority,22
1848,1.154,10000,majority,2
1849,1.25,10000,majority,12
1850,1.17,10000,majority,22
1851,1.253,10000,majority,2
1852,1.24,10000,majority,12
1853,1.165,10000,majority,22
1854,1.071,10000,majority,2
1855,1.186,10000,majority,12
1856,1.195,10000,majority,22
1857,1.545,10000,majority,2
1858,1.098,10000,majority,12
1859,1.11,10000,majority,22
1860,1.436,10000,majority,2
1861,1.193,10000,majority,12
1862,1.199,10000,majority,22
1863,1.049,10000,plurality,2
